game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_league_name,away_league_name,home_league_short_name,away_league_short_name,home_division_name,away_division_name,home_division_short_name,away_division_short_name,home_season,away_season,home_games_played,away_games_played,home_wins,away_wins,home_losses,away_losses,home_win_percent,away_win_percent,home_points_for,away_points_for,home_points_against,away_points_against,home_point_differential,away_point_differential,home_avg_points_for,away_avg_points_for,home_avg_points_against,away_avg_points_against,home_differential,away_differential,home_games_behind,away_games_behind,home_division_games_behind,away_division_games_behind,home_league_win_percent,away_league_win_percent,home_division_win_percent,away_division_win_percent,home_home_wins,away_home_wins,home_home_losses,away_home_losses,home_road_wins,away_road_wins,home_road_losses,away_road_losses,home_streak,away_streak,home_playoff_seed,away_playoff_seed,home_playoff_percent,away_playoff_percent,home_wildcard_percent,away_wildcard_percent,home_total,away_total,home_home,away_home,home_road,away_road,home_intra_division,away_intra_division,home_intra_league,away_intra_league,home_last_ten_games,away_last_ten_games,is_divisional_game
318539,2012-06-03,116,147,DET,NYY,Detroit Tigers,New York Yankees,Tigers,Yankees,American League,American League,AL,AL,AL Central,AL East,AL Central,AL East,2012,2012,53,52,25,28,28,24,0.472,0.538,232,244,242,225,-10,19,4.38,4.69,4.57,4.33,-0.19,0.37,0.0,0.0,0.0,0.0,0.46,0.551,0.524,0.5,12,14,13,11,13,14,15,13,W1,L1,0,0,0.0,0.0,0.0,0.0,25-28,28-24,12-13,14-11,13-15,14-13,11-10,9-9,23-27,27-22,5-5,7-3,False
318544,2012-06-03,108,140,LAA,TEX,Los Angeles Angels,Texas Rangers,Angels,Rangers,American League,American League,AL,AL,AL West,AL West,AL West,AL West,2012,2012,54,53,28,31,26,22,0.519,0.585,206,295,195,219,11,76,3.81,5.57,3.61,4.13,0.2,1.43,0.0,0.0,0.0,0.0,0.529,0.58,0.611,0.471,15,15,11,11,13,16,15,11,W2,L4,0,0,0.0,0.0,0.0,0.0,28-26,31-22,15-11,15-11,13-15,16-11,11-7,8-9,27-24,29-21,9-1,5-5,True
318543,2012-06-03,121,138,NYM,STL,New York Mets,St. Louis Cardinals,Mets,Cardinals,National League,National League,NL,NL,NL East,NL Central,NL East,NL Central,2012,2012,53,53,30,27,23,26,0.566,0.509,233,270,244,218,-11,52,4.4,5.09,4.6,4.11,-0.21,0.98,0.0,0.0,0.0,0.0,0.58,0.509,0.625,0.586,18,13,11,11,12,14,12,15,W2,L4,0,0,0.0,0.0,0.0,0.0,30-23,27-26,18-11,13-11,12-12,14-15,15-9,17-12,29-21,27-26,7-3,3-7,False
318542,2012-06-03,145,136,CWS,SEA,Chicago White Sox,Seattle Mariners,White Sox,Mariners,American League,American League,AL,AL,AL Central,AL West,AL Central,AL West,2012,2012,53,55,30,24,23,31,0.566,0.436,256,232,218,231,38,1,4.83,4.22,4.11,4.2,0.72,0.02,0.0,0.0,0.0,0.0,0.54,0.404,0.577,0.476,13,9,14,13,17,15,9,18,L1,W1,0,0,0.0,0.0,0.0,0.0,30-23,24-31,13-14,9-13,17-9,15-18,15-11,10-11,27-23,21-31,9-1,4-6,False
318541,2012-06-03,158,134,MIL,PIT,Milwaukee Brewers,Pittsburgh Pirates,Brewers,Pirates,National League,National League,NL,NL,NL Central,NL Central,NL Central,NL Central,2012,2012,53,52,24,26,29,26,0.453,0.5,230,156,250,183,-20,-27,4.34,3.0,4.72,3.52,-0.38,-0.52,0.0,0.0,0.0,0.0,0.46,0.51,0.478,0.55,12,16,14,11,12,10,15,15,W1,L1,0,0,0.0,0.0,0.0,0.0,24-29,26-26,12-14,16-11,12-15,10-15,11-12,11-9,23-27,25-24,7-3,6-4,True
318540,2012-06-03,118,133,KC,OAK,Kansas City Royals,Oakland Athletics,Royals,Athletics,American League,American League,AL,AL,AL Central,AL West,AL Central,AL West,2012,2012,51,53,22,23,29,30,0.431,0.434,205,173,228,207,-23,-34,4.02,3.26,4.47,3.91,-0.45,-0.64,0.0,0.0,0.0,0.0,0.438,0.44,0.421,0.444,6,10,18,15,16,13,11,15,L1,W1,0,0,0.0,0.0,0.0,0.0,22-29,23-30,6-18,10-15,16-11,13-15,8-11,8-10,21-27,22-28,5-5,1-9,False
318538,2012-06-03,114,142,CLE,MIN,Cleveland Guardians,Minnesota Twins,Guardians,Twins,American League,American League,AL,AL,AL Central,AL Central,AL Central,AL Central,2012,2012,52,52,28,19,24,33,0.538,0.365,230,204,251,281,-21,-77,4.42,3.92,4.83,5.4,-0.4,-1.48,0.0,0.0,0.0,0.0,0.551,0.347,0.536,0.357,16,9,15,17,12,10,9,16,L1,W1,0,0,0.0,0.0,0.0,0.0,28-24,19-33,16-15,9-17,12-9,10-16,15-13,5-9,27-22,17-32,4-6,4-6,True
318537,2012-06-03,115,119,COL,LAD,Colorado Rockies,Los Angeles Dodgers,Rockies,Dodgers,National League,National League,NL,NL,NL West,NL West,NL West,NL West,2012,2012,52,53,22,33,30,20,0.423,0.623,278,230,288,196,-10,34,5.35,4.34,5.54,3.7,-0.19,0.64,0.0,0.0,0.0,0.0,0.449,0.623,0.458,0.68,14,21,15,9,8,12,15,11,L1,W1,0,0,0.0,0.0,0.0,0.0,22-30,33-20,14-15,21-9,8-15,12-11,11-13,17-8,22-27,33-20,7-3,3-7,True
318536,2012-06-03,143,146,PHI,MIA,Philadelphia Phillies,Miami Marlins,Phillies,Marlins,National League,National League,NL,NL,NL East,NL East,NL East,NL East,2012,2012,54,53,28,30,26,23,0.519,0.566,231,213,220,212,11,1,4.28,4.02,4.07,4.0,0.2,0.02,0.0,0.0,0.0,0.0,0.529,0.56,0.435,0.444,12,16,14,10,16,14,12,13,L1,W1,0,0,0.0,0.0,0.0,0.0,28-26,30-23,12-14,16-10,16-12,14-13,10-13,8-10,27-24,28-22,7-3,6-4,True
318535,2012-06-03,117,113,HOU,CIN,Houston Astros,Cincinnati Reds,Astros,Reds,National League,National League,NL,NL,NL Central,NL Central,NL Central,NL Central,2012,2012,53,52,22,30,31,22,0.415,0.577,222,217,238,194,-16,23,4.19,4.17,4.49,3.73,-0.3,0.44,0.0,0.0,0.0,0.0,0.42,0.571,0.526,0.56,16,15,12,9,6,15,19,13,L8,W2,0,0,0.0,0.0,0.0,0.0,22-31,30-22,16-12,15-9,6-19,15-13,10-9,14-11,21-29,28-21,2-8,7-3,True
318534,2012-06-03,137,112,SF,CHC,San Francisco Giants,Chicago Cubs,Giants,Cubs,National League,National League,NL,NL,NL West,NL Central,NL West,NL Central,2012,2012,53,52,29,18,24,34,0.547,0.346,210,189,206,237,4,-48,3.96,3.63,3.89,4.56,0.08,-0.92,0.0,0.0,0.0,0.0,0.54,0.367,0.5,0.308,16,12,11,15,13,6,13,19,W2,L2,0,0,0.0,0.0,0.0,0.0,29-24,18-34,16-11,12-15,13-13,6-19,10-10,8-18,27-23,18-31,6-4,3-7,False
318533,2012-06-03,141,111,TOR,BOS,Toronto Blue Jays,Boston Red Sox,Blue Jays,Red Sox,American League,American League,AL,AL,AL East,AL East,AL East,AL East,2012,2012,53,53,27,28,26,25,0.509,0.528,255,282,237,256,18,26,4.81,5.32,4.47,4.83,0.34,0.49,0.0,0.0,0.0,0.0,0.5,0.52,0.417,0.455,15,13,12,14,12,15,14,11,L2,W2,0,0,0.0,0.0,0.0,0.0,27-26,28-25,15-12,13-14,12-14,15-11,10-14,10-12,25-25,26-24,3-7,7-3,True
318532,2012-06-03,139,110,TB,BAL,Tampa Bay Rays,Baltimore Orioles,Rays,Orioles,American League,American League,AL,AL,AL East,AL East,AL East,AL East,2012,2012,53,53,30,30,23,23,0.566,0.566,222,232,208,228,14,4,4.19,4.38,3.92,4.3,0.26,0.08,0.0,0.0,0.0,0.0,0.58,0.56,0.571,0.536,18,14,11,13,12,16,12,10,L1,W1,0,0,0.0,0.0,0.0,0.0,30-23,30-23,18-11,14-13,12-12,16-10,16-12,15-13,29-21,28-22,5-5,3-7,True
318531,2012-06-03,120,144,WSH,ATL,Washington Nationals,Atlanta Braves,Nationals,Braves,National League,National League,NL,NL,NL East,NL East,NL East,NL East,2012,2012,51,53,30,28,21,25,0.588,0.528,194,251,167,235,27,16,3.8,4.74,3.27,4.43,0.53,0.3,0.0,0.0,0.0,0.0,0.604,0.52,0.667,0.267,16,12,8,11,14,16,13,14,W1,L1,0,0,0.0,0.0,0.0,0.0,30-21,28-25,16-8,12-11,14-13,16-14,12-6,4-11,29-19,26-24,6-4,2-8,True
318530,2012-06-03,135,109,SD,AZ,San Diego Padres,Arizona Diamondbacks,Padres,Diamondbacks,National League,National League,NL,NL,NL West,NL West,NL West,NL West,2012,2012,54,53,18,24,36,29,0.333,0.453,176,213,233,234,-57,-21,3.26,4.02,4.31,4.42,-1.06,-0.4,0.0,0.0,0.0,0.0,0.314,0.44,0.348,0.5,13,10,17,15,5,14,19,14,L1,W1,0,0,0.0,0.0,0.0,0.0,18-36,24-29,13-17,10-15,5-19,14-14,8-15,12-12,16-35,22-28,2-8,5-5,True
