game_pk,date,home_starter_id,away_starter_id,home_starter_name,away_starter_name,home_starter_team,away_starter_team,home_starter_ip,away_starter_ip,home_starter_hits,away_starter_hits,home_starter_runs,away_starter_runs,home_starter_earned_runs,away_starter_earned_runs,home_starter_walks,away_starter_walks,home_starter_strikeouts,away_starter_strikeouts,home_starter_homeruns,away_starter_homeruns,home_starter_era,away_starter_era,home_starter_whip,away_starter_whip,home_starter_pitches,away_starter_pitches,home_starter_strikes,away_starter_strikes,home_starter_hit_batters,away_starter_hit_batters,home_starter_wild_pitches,away_starter_wild_pitches,home_starter_balks,away_starter_balks,home_starter_batters_faced,away_starter_batters_faced,home_starter_ground_outs,away_starter_ground_outs,home_starter_air_outs,away_starter_air_outs,home_starter_wins,away_starter_wins,home_starter_losses,away_starter_losses,home_starter_saves,away_starter_saves,home_starter_blown_saves,away_starter_blown_saves,home_starter_holds,away_starter_holds,pitcher_id,pitcher_name,team_id,team_abbreviation,opponent_id,opponent_abbreviation,home_away,win,loss,save,ip,h,r,er,bb,so,hr,era,pitches,strikes,date_dt
632417,2021-09-18,571578.0,607536.0,Patrick Corbin,Kyle Freeland,Washington Nationals,Colorado Rockies,4.0,6.0,10.0,7.0,6.0,0.0,6.0,0.0,3.0,1.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,87.0,80.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,24.0,5.0,7.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
632425,2021-09-18,669203.0,657006.0,Corbin Burnes,Justin Steele,Milwaukee Brewers,Chicago Cubs,6.0,4.0,6.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,11.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,101.0,79.0,64.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,19.0,3.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
632427,2021-09-18,642232.0,669373.0,Ryan Yarbrough,Tarik Skubal,Tampa Bay Rays,Detroit Tigers,6.0,3.0,5.0,3.0,4.0,2.0,4.0,2.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,86.0,41.0,58.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,7.0,6.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
632431,2021-09-18,571927.0,641927.0,Steven Matz,Bailey Ober,Toronto Blue Jays,Minnesota Twins,5.2,4.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,96.0,74.0,62.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,18.0,3.0,4.0,9.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
632439,2021-09-18,675921.0,458681.0,Spencer Howard,Lance Lynn,Texas Rangers,Chicago White Sox,3.0,5.1,1.0,6.0,0.0,2.0,0.0,1.0,3.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,83.0,33.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,24.0,3.0,7.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
632441,2021-09-18,661563.0,650644.0,Luis Gil,Aaron Civale,New York Yankees,Cleveland Indians,4.1,6.0,3.0,4.0,3.0,0.0,2.0,0.0,4.0,1.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,88.0,91.0,50.0,53.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,21.0,2.0,4.0,5.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
632442,2021-09-18,622072.0,450203.0,Alex Wood,Charlie Morton,San Francisco Giants,Atlanta Braves,3.0,5.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,97.0,22.0,51.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,24.0,3.0,3.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
632444,2021-09-18,660761.0,621076.0,José Suarez,James Kaprielian,Los Angeles Angels,Oakland Athletics,5.2,6.0,6.0,2.0,3.0,0.0,3.0,0.0,2.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,96.0,90.0,59.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,6.0,4.0,8.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
632447,2021-09-18,471911.0,605400.0,Carlos Carrasco,Aaron Nola,New York Mets,Philadelphia Phillies,6.0,5.2,5.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,82.0,96.0,56.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,22.0,7.0,6.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
632448,2021-09-18,665795.0,669060.0,Edward Cabrera,Bryse Wilson,Miami Marlins,Pittsburgh Pirates,4.0,5.0,5.0,4.0,3.0,2.0,0.0,2.0,3.0,0.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,79.0,68.0,48.0,48.0,0.0,0.0,2.0,0.0,0.0,0.0,21.0,18.0,2.0,4.0,4.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
