game_pk,date,home_starter_id,away_starter_id,home_starter_name,away_starter_name,home_starter_team,away_starter_team,home_starter_ip,away_starter_ip,home_starter_hits,away_starter_hits,home_starter_runs,away_starter_runs,home_starter_earned_runs,away_starter_earned_runs,home_starter_walks,away_starter_walks,home_starter_strikeouts,away_starter_strikeouts,home_starter_homeruns,away_starter_homeruns,home_starter_era,away_starter_era,home_starter_whip,away_starter_whip,home_starter_pitches,away_starter_pitches,home_starter_strikes,away_starter_strikes,home_starter_hit_batters,away_starter_hit_batters,home_starter_wild_pitches,away_starter_wild_pitches,home_starter_balks,away_starter_balks,home_starter_batters_faced,away_starter_batters_faced,home_starter_ground_outs,away_starter_ground_outs,home_starter_air_outs,away_starter_air_outs,home_starter_wins,away_starter_wins,home_starter_losses,away_starter_losses,home_starter_saves,away_starter_saves,home_starter_blown_saves,away_starter_blown_saves,home_starter_holds,away_starter_holds,pitcher_id,pitcher_name,team_id,team_abbreviation,opponent_id,opponent_abbreviation,home_away,win,loss,save,ip,h,r,er,bb,so,hr,era,pitches,strikes,date_dt
632728,2021-08-24,669203.0,641816.0,Corbin Burnes,Tyler Mahle,Milwaukee Brewers,Cincinnati Reds,6.0,5.2,7.0,5.0,4.0,1.0,4.0,1.0,3.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,104.0,58.0,65.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,24.0,5.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
632744,2021-08-24,664141.0,518516.0,JT Brubaker,Madison Bumgarner,Pittsburgh Pirates,Arizona Diamondbacks,5.0,6.0,4.0,6.0,0.0,4.0,0.0,4.0,3.0,3.0,6.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,86.0,92.0,54.0,61.0,0.0,0.0,2.0,0.0,0.0,0.0,22.0,26.0,3.0,3.0,6.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
632748,2021-08-24,572955.0,628711.0,Pierce Johnson,Julio Urías,San Diego Padres,Los Angeles Dodgers,1.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,74.0,14.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,1.0,4.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
632755,2021-08-24,656557.0,643377.0,Tanner Houck,Griffin Jax,Boston Red Sox,Minnesota Twins,4.2,4.2,8.0,7.0,3.0,9.0,3.0,9.0,1.0,4.0,6.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,90.0,92.0,54.0,55.0,1.0,0.0,1.0,1.0,0.0,0.0,22.0,25.0,2.0,2.0,4.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
632763,2021-08-24,450203.0,571760.0,Charlie Morton,Andrew Heaney,Atlanta Braves,New York Yankees,5.0,4.0,6.0,3.0,4.0,2.0,4.0,2.0,0.0,1.0,9.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,88.0,68.0,62.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,17.0,3.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
632769,2021-08-24,608344.0,623167.0,Cole Irvin,Chris Flexen,Oakland Athletics,Seattle Mariners,3.0,6.2,7.0,6.0,3.0,1.0,3.0,1.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,105.0,40.0,66.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,28.0,3.0,6.0,5.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
632776,2021-08-24,677651.0,663903.0,Luis Garcia,Brady Singer,Houston Astros,Kansas City Royals,6.2,5.0,4.0,7.0,0.0,4.0,0.0,1.0,1.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,104.0,60.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,26.0,4.0,4.0,8.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
632777,2021-08-24,624133.0,656876.0,Ranger Suarez,Drew Rasmussen,Philadelphia Phillies,Tampa Bay Rays,6.2,5.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,58.0,62.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,8.0,8.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
632779,2021-08-24,621244.0,656302.0,José Berríos,Dylan Cease,Toronto Blue Jays,Chicago White Sox,3.0,7.0,9.0,4.0,4.0,1.0,4.0,1.0,0.0,1.0,6.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,68.0,95.0,45.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,25.0,0.0,2.0,3.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
632781,2021-08-24,656427.0,663554.0,Jack Flaherty,Casey Mize,St. Louis Cardinals,Detroit Tigers,2.0,5.0,4.0,3.0,4.0,0.0,4.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,46.0,76.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,3.0,7.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
