game_pk,date,home_starter_id,away_starter_id,home_starter_name,away_starter_name,home_starter_team,away_starter_team,home_starter_ip,away_starter_ip,home_starter_hits,away_starter_hits,home_starter_runs,away_starter_runs,home_starter_earned_runs,away_starter_earned_runs,home_starter_walks,away_starter_walks,home_starter_strikeouts,away_starter_strikeouts,home_starter_homeruns,away_starter_homeruns,home_starter_era,away_starter_era,home_starter_whip,away_starter_whip,home_starter_pitches,away_starter_pitches,home_starter_strikes,away_starter_strikes,home_starter_hit_batters,away_starter_hit_batters,home_starter_wild_pitches,away_starter_wild_pitches,home_starter_balks,away_starter_balks,home_starter_batters_faced,away_starter_batters_faced,home_starter_ground_outs,away_starter_ground_outs,home_starter_air_outs,away_starter_air_outs,home_starter_wins,away_starter_wins,home_starter_losses,away_starter_losses,home_starter_saves,away_starter_saves,home_starter_blown_saves,away_starter_blown_saves,home_starter_holds,away_starter_holds,pitcher_id,pitcher_name,team_id,team_abbreviation,opponent_id,opponent_abbreviation,home_away,win,loss,save,ip,h,r,er,bb,so,hr,era,pitches,strikes,date_dt
634142,2021-05-11,621111.0,579328.0,Walker Buehler,Yusei Kikuchi,Los Angeles Dodgers,Seattle Mariners,7.0,6.1,4.0,6.0,4.0,3.0,4.0,3.0,1.0,1.0,8.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,91.0,106.0,62.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,26.0,8.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
634144,2021-05-11,607200.0,502624.0,Erick Fedde,Chase Anderson,Washington Nationals,Philadelphia Phillies,5.0,5.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,87.0,85.0,50.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,20.0,4.0,5.0,7.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
634147,2021-05-11,656302.0,628317.0,Dylan Cease,Kenta Maeda,Chicago White Sox,Minnesota Twins,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,97.0,87.0,62.0,56.0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,19.0,3.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
634149,2021-05-11,622608.0,659275.0,Antonio Senzatela,Dinelson Lamet,Colorado Rockies,San Diego Padres,5.0,2.0,7.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,89.0,29.0,52.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,5.0,1.0,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
634156,2021-05-11,621121.0,660271.0,Lance McCullers Jr.,Shohei Ohtani,Houston Astros,Los Angeles Angels,8.0,7.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,96.0,88.0,64.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,26.0,10.0,4.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
634159,2021-05-11,642547.0,547942.0,Freddy Peralta,Kwang Hyun Kim,Milwaukee Brewers,St. Louis Cardinals,7.0,5.1,1.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,88.0,62.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,22.0,4.0,2.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
634163,2021-05-11,669060.0,592662.0,Bryse Wilson,Robbie Ray,Atlanta Braves,Toronto Blue Jays,6.0,6.0,6.0,5.0,2.0,3.0,2.0,3.0,0.0,0.0,5.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,84.0,99.0,58.0,67.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,23.0,8.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
634164,2021-05-11,657277.0,543475.0,Logan Webb,Jordan Lyles,San Francisco Giants,Texas Rangers,6.0,5.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,10.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,83.0,53.0,47.0,1.0,0.0,1.0,1.0,0.0,0.0,24.0,20.0,4.0,3.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
634169,2021-05-11,672715.0,656756.0,Luis Patiño,Jordan Montgomery,Tampa Bay Rays,New York Yankees,4.0,6.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,65.0,85.0,35.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,3.0,3.0,5.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
634170,2021-05-11,573186.0,607644.0,Marcus Stroman,John Means,New York Mets,Baltimore Orioles,6.1,6.0,5.0,6.0,1.0,0.0,1.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,74.0,63.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,23.0,10.0,3.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
