game_pk,home_total_ip,away_total_ip,home_total_hits,away_total_hits,home_total_hits_per_ip,away_total_hits_per_ip,home_total_earned_runs,away_total_earned_runs,home_total_earned_runs_per_ip,away_total_earned_runs_per_ip,home_total_walks,away_total_walks,home_total_walks_per_ip,away_total_walks_per_ip,home_total_strikeouts,away_total_strikeouts,home_total_strikeouts_per_ip,away_total_strikeouts_per_ip,home_total_homeruns,away_total_homeruns,home_total_homeruns_per_ip,away_total_homeruns_per_ip,home_era,away_era,home_whip,away_whip,home_k_per_9,away_k_per_9,home_k_bb_ratio,away_k_bb_ratio,home_hr_per_9,away_hr_per_9,home_bb_per_9,away_bb_per_9,home_bp_era_rolling_5,away_bp_era_rolling_5,home_bp_era_rolling_10,away_bp_era_rolling_10,home_bp_whip_rolling_5,away_bp_whip_rolling_5,home_bp_whip_rolling_10,away_bp_whip_rolling_10,home_bp_k_per_9_rolling_5,away_bp_k_per_9_rolling_5,home_bp_k_per_9_rolling_10,away_bp_k_per_9_rolling_10,home_bp_k_bb_ratio_rolling_5,away_bp_k_bb_ratio_rolling_5,home_bp_k_bb_ratio_rolling_10,away_bp_k_bb_ratio_rolling_10,home_bp_hr_per_9_rolling_10,away_bp_hr_per_9_rolling_10,home_bp_bb_per_9_rolling_5,away_bp_bb_per_9_rolling_5
446873,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
446877,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
446911,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
446889,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
446879,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
446878,4.0,1.0,2,1,0.5,1.0,2,0,0.5,0.0,0,0,0.0,0.0,4,2,1.0,2.0,1,0,0.25,0.0,4.5,0.0,0.5,1.0,9.0,18.0,0.0,0.0,2.25,0.0,0.0,0.0,4.5,0.0,4.5,0.0,0.5,1.0,0.5,1.0,9.0,18.0,9.0,18.0,,,,,2.25,0.0,0.0,0.0
446875,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
446876,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
446872,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
446871,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
446869,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
446868,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
446874,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
446885,5.0,4.0,9,3,1.8,0.75,7,0,1.4,0.0,3,0,0.6,0.0,1,4,0.2,1.0,4,0,0.8,0.0,12.6,0.0,2.4,0.75,1.8,9.0,0.33,0.0,7.2,0.0,5.4,0.0,12.6,0.0,12.6,0.0,2.4,0.75,2.4,0.75,1.8,9.0,1.8,9.0,0.3333333333333333,,0.3333333333333333,,7.2,0.0,5.4,0.0
446910,3.0,2.0,2,3,0.67,1.5,1,1,0.33,0.5,0,2,0.0,1.0,4,2,1.33,1.0,0,0,0.0,0.0,3.0,4.5,0.67,2.5,12.0,9.0,0.0,1.0,0.0,0.0,0.0,9.0,3.0,4.5,3.0,4.5,0.6666666666666666,2.5,0.6666666666666666,2.5,12.0,9.0,12.0,9.0,,1.0,,1.0,0.0,0.0,0.0,9.0
446896,3.0,2.3,5,1,1.67,0.43,3,0,1.0,0.0,3,0,1.0,0.0,4,1,1.33,0.43,0,0,0.0,0.0,9.0,0.0,2.67,0.43,12.0,3.86,1.33,0.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,2.6666666666666665,0.428577551107873,2.6666666666666665,0.428577551107873,12.0,3.857197959970857,12.0,3.857197959970857,1.3333333333333333,,1.3333333333333333,,0.0,0.0,9.0,0.0
446887,6.3,5.0,3,3,0.47,0.6,2,0,0.32,0.0,1,2,0.16,0.4,8,8,1.26,1.6,1,0,0.16,0.0,2.84,0.0,0.63,1.0,11.37,14.4,8.0,4.0,1.42,0.0,1.42,3.6,2.8421202216853776,0.0,2.8421202216853776,0.0,0.6315822714856395,1.0,0.6315822714856395,1.0,11.36848088674151,14.4,11.36848088674151,14.4,8.0,4.0,8.0,4.0,1.4210601108426888,0.0,1.4210601108426888,3.6
446886,2.0,2.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0.0,0.5,3,4,1.5,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,13.5,18.0,0.0,4.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,13.5,18.0,13.5,18.0,,4.0,,4.0,0.0,0.0,0.0,4.5
446884,3.7,2.0,8,3,2.18,1.5,7,0,1.91,0.0,3,1,0.82,0.5,5,1,1.36,0.5,0,0,0.0,0.0,17.18,0.0,3.0,2.0,12.27,4.5,1.67,1.0,0.0,0.0,7.36,4.5,17.181661984891047,0.0,17.181661984891047,0.0,2.999972727520659,2.0,2.999972727520659,2.0,12.272615703493605,4.5,12.272615703493605,4.5,1.6666666666666667,1.0,1.6666666666666667,1.0,0.0,0.0,7.363569422096162,4.5
446880,4.0,2.0,5,1,1.25,0.5,6,0,1.5,0.0,4,0,1.0,0.0,5,1,1.25,0.5,1,0,0.25,0.0,13.5,0.0,2.25,0.5,11.25,4.5,1.25,0.0,2.25,0.0,9.0,0.0,13.5,0.0,13.5,0.0,2.25,0.5,2.25,0.5,11.25,4.5,11.25,4.5,1.25,,1.25,,2.25,0.0,9.0,0.0
446882,5.0,4.3,6,4,1.2,0.92,3,0,0.6,0.0,3,1,0.6,0.23,5,5,1.0,1.15,1,0,0.2,0.0,5.4,0.0,1.8,1.15,9.0,10.38,1.67,5.0,1.8,0.0,5.4,2.08,5.4,0.0,5.4,0.0,1.8,1.1538550296540742,1.8,1.1538550296540742,9.0,10.384695266886668,9.0,10.384695266886668,1.6666666666666667,5.0,1.6666666666666667,5.0,1.8,0.0,5.4,2.076939053377333
