game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_games,away_games,home_total_ip,away_total_ip,home_total_hits,away_total_hits,home_total_hits_per_ip,away_total_hits_per_ip,home_total_earned_runs,away_total_earned_runs,home_total_earned_runs_per_ip,away_total_earned_runs_per_ip,home_total_walks,away_total_walks,home_total_walks_per_ip,away_total_walks_per_ip,home_total_strikeouts,away_total_strikeouts,home_total_strikeouts_per_ip,away_total_strikeouts_per_ip,home_total_homeruns,away_total_homeruns,home_total_homeruns_per_ip,away_total_homeruns_per_ip,home_era,away_era,home_whip,away_whip,home_k_per_9,away_k_per_9,home_k_bb_ratio,away_k_bb_ratio,home_hr_per_9,away_hr_per_9,home_bb_per_9,away_bb_per_9
567559,2019-04-15,158,138,Milwaukee Brewers,St. Louis Cardinals,16,15,59.3,57.3,46,33,0.78,0.58,28,20,0.47,0.35,26,34,0.44,0.59,57,56,0.96,0.98,9,9,0.15,0.16,4.25,3.14,1.21,1.17,8.65,8.79,2.19,1.65,1.37,1.41,3.94,5.34
567369,2019-04-15,146,112,Miami Marlins,Chicago Cubs,16,14,56.3,51.0,55,52,0.98,1.02,34,34,0.6,0.67,26,38,0.46,0.75,64,56,1.14,1.1,11,8,0.2,0.16,5.43,6.0,1.44,1.76,10.22,9.88,2.46,1.47,1.76,1.41,4.15,6.71
567068,2019-04-15,143,121,Philadelphia Phillies,New York Mets,14,15,54.3,54.0,55,70,1.01,1.3,28,39,0.52,0.72,19,28,0.35,0.52,57,60,1.05,1.11,7,12,0.13,0.22,4.64,6.5,1.36,1.81,9.44,10.0,3.0,2.14,1.16,2.0,3.15,4.67
566968,2019-04-15,142,141,Minnesota Twins,Toronto Blue Jays,12,16,43.0,60.0,41,47,0.95,0.78,22,29,0.51,0.48,31,27,0.72,0.45,45,74,1.05,1.23,3,8,0.07,0.13,4.6,4.35,1.67,1.23,9.42,11.1,1.45,2.74,0.63,1.2,6.49,4.05
567269,2019-04-15,145,118,Chicago White Sox,Kansas City Royals,14,15,48.7,49.3,48,61,0.99,1.24,29,38,0.6,0.77,23,27,0.47,0.55,49,41,1.01,0.83,8,6,0.16,0.12,5.36,6.93,1.46,1.78,9.06,7.48,2.13,1.52,1.48,1.09,4.25,4.93
566381,2019-04-15,136,114,Seattle Mariners,Cleveland Indians,18,15,66.7,49.7,53,40,0.79,0.81,34,13,0.51,0.26,36,18,0.54,0.36,68,50,1.02,1.01,9,3,0.13,0.06,4.59,2.36,1.33,1.17,9.18,9.06,1.89,2.78,1.21,0.54,4.86,3.26
566282,2019-04-15,135,115,San Diego Padres,Colorado Rockies,17,15,65.7,58.0,59,43,0.9,0.74,29,22,0.44,0.38,24,28,0.37,0.48,77,52,1.17,0.9,9,5,0.14,0.09,3.97,3.41,1.26,1.22,10.55,8.07,3.21,1.86,1.23,0.78,3.29,4.34
565809,2019-04-15,119,113,Los Angeles Dodgers,Cincinnati Reds,17,14,68.3,51.3,69,50,1.01,0.97,38,20,0.56,0.39,22,27,0.32,0.53,64,48,0.94,0.94,10,5,0.15,0.1,5.0,3.51,1.33,1.5,8.43,8.42,2.91,1.78,1.32,0.88,2.9,4.73
565032,2019-04-15,111,110,Boston Red Sox,Baltimore Orioles,16,16,60.7,69.3,53,88,0.87,1.27,26,58,0.43,0.84,23,33,0.38,0.48,72,63,1.19,0.91,9,21,0.15,0.3,3.86,7.53,1.25,1.75,10.68,8.18,3.13,1.91,1.34,2.73,3.41,4.28
566772,2019-04-15,140,108,Texas Rangers,Los Angeles Angels,14,15,56.3,56.3,58,39,1.03,0.69,28,13,0.5,0.23,24,18,0.43,0.32,48,62,0.85,1.1,11,5,0.2,0.09,4.47,2.08,1.46,1.01,7.67,9.91,2.0,3.44,1.76,0.8,3.83,2.88
