game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_games,away_games,home_total_ip,away_total_ip,home_total_hits,away_total_hits,home_total_hits_per_ip,away_total_hits_per_ip,home_total_earned_runs,away_total_earned_runs,home_total_earned_runs_per_ip,away_total_earned_runs_per_ip,home_total_walks,away_total_walks,home_total_walks_per_ip,away_total_walks_per_ip,home_total_strikeouts,away_total_strikeouts,home_total_strikeouts_per_ip,away_total_strikeouts_per_ip,home_total_homeruns,away_total_homeruns,home_total_homeruns_per_ip,away_total_homeruns_per_ip,home_era,away_era,home_whip,away_whip,home_k_per_9,away_k_per_9,home_k_bb_ratio,away_k_bb_ratio,home_hr_per_9,away_hr_per_9,home_bb_per_9,away_bb_per_9
319205,2012-07-25,121,120,New York Mets,Washington Nationals,92,95,268.0,299.0,285,253,1.06,0.85,151,112,0.56,0.37,123,122,0.46,0.41,243,281,0.91,0.94,27,27,0.1,0.09,5.07,3.37,1.52,1.25,8.16,8.46,1.98,2.3,0.91,0.81,4.13,3.67
319204,2012-07-25,110,139,Baltimore Orioles,Tampa Bay Rays,96,95,320.7,283.7,299,230,0.93,0.81,109,105,0.34,0.37,102,96,0.32,0.34,241,286,0.75,1.01,32,29,0.1,0.1,3.06,3.33,1.25,1.15,6.76,9.07,2.36,2.98,0.9,0.92,2.86,3.05
319203,2012-07-25,137,135,San Francisco Giants,San Diego Padres,93,97,244.3,293.0,238,246,0.97,0.84,91,111,0.37,0.38,86,133,0.35,0.45,212,313,0.87,1.07,19,30,0.08,0.1,3.35,3.41,1.33,1.29,7.81,9.61,2.47,2.35,0.7,0.92,3.17,4.09
319202,2012-07-25,141,133,Toronto Blue Jays,Oakland Athletics,91,94,297.0,284.0,287,202,0.97,0.71,143,83,0.48,0.29,121,126,0.41,0.44,285,248,0.96,0.87,42,22,0.14,0.08,4.33,2.63,1.37,1.15,8.64,7.86,2.36,1.97,1.27,0.7,3.67,3.99
319201,2012-07-25,136,147,Seattle Mariners,New York Yankees,95,94,286.7,258.7,233,231,0.81,0.89,96,92,0.33,0.36,109,104,0.38,0.4,286,263,1.0,1.02,31,22,0.11,0.09,3.01,3.2,1.19,1.3,8.98,9.15,2.62,2.53,0.97,0.77,3.42,3.62
319200,2012-07-25,145,142,Chicago White Sox,Minnesota Twins,91,96,263.0,344.0,242,332,0.92,0.97,115,149,0.44,0.43,97,111,0.37,0.32,238,242,0.9,0.7,33,38,0.13,0.11,3.94,3.9,1.29,1.29,8.14,6.33,2.45,2.18,1.13,0.99,3.32,2.9
319199,2012-07-25,143,158,Philadelphia Phillies,Milwaukee Brewers,95,96,247.3,297.0,240,321,0.97,1.08,127,157,0.51,0.53,97,145,0.39,0.49,255,302,1.03,1.02,32,32,0.13,0.11,4.62,4.76,1.36,1.57,9.28,9.15,2.63,2.08,1.16,0.97,3.53,4.39
319196,2012-07-25,114,116,Cleveland Indians,Detroit Tigers,95,92,291.7,293.3,250,274,0.86,0.93,134,116,0.46,0.4,111,109,0.38,0.37,278,287,0.95,0.98,33,32,0.11,0.11,4.13,3.56,1.24,1.31,8.58,8.81,2.5,2.63,1.02,0.98,3.43,3.34
319197,2012-07-25,108,118,Los Angeles Angels,Kansas City Royals,93,95,262.7,364.3,229,337,0.87,0.92,97,131,0.37,0.36,111,148,0.42,0.41,222,344,0.85,0.94,25,29,0.1,0.08,3.32,3.24,1.29,1.33,7.61,8.5,2.0,2.32,0.86,0.72,3.8,3.66
319195,2012-07-25,109,115,Arizona Diamondbacks,Colorado Rockies,94,96,269.3,364.7,248,376,0.92,1.03,103,164,0.38,0.45,95,143,0.35,0.39,249,346,0.92,0.95,27,41,0.1,0.11,3.44,4.05,1.27,1.42,8.32,8.54,2.62,2.42,0.9,1.01,3.17,3.53
319194,2012-07-25,117,113,Houston Astros,Cincinnati Reds,96,90,281.0,258.0,315,203,1.12,0.79,149,71,0.53,0.28,103,113,0.37,0.44,241,299,0.86,1.16,36,20,0.13,0.08,4.77,2.48,1.49,1.22,7.72,10.43,2.34,2.65,1.15,0.7,3.3,3.94
319193,2012-07-25,134,112,Pittsburgh Pirates,Chicago Cubs,95,96,288.0,277.3,233,280,0.81,1.01,82,141,0.28,0.51,119,154,0.41,0.56,267,209,0.93,0.75,28,28,0.1,0.1,2.56,4.58,1.22,1.56,8.34,6.78,2.24,1.36,0.88,0.91,3.72,5.0
319192,2012-07-25,140,111,Texas Rangers,Boston Red Sox,90,94,270.0,305.7,233,267,0.86,0.87,92,104,0.34,0.34,67,94,0.25,0.31,235,264,0.87,0.86,27,26,0.1,0.09,3.07,3.06,1.11,1.18,7.83,7.77,3.51,2.81,0.9,0.77,2.23,2.77
319198,2012-07-25,138,119,St. Louis Cardinals,Los Angeles Dodgers,95,96,265.3,272.3,254,218,0.96,0.8,126,94,0.47,0.35,102,125,0.38,0.46,228,264,0.86,0.97,34,21,0.13,0.08,4.27,3.11,1.34,1.26,7.73,8.72,2.24,2.11,1.15,0.69,3.46,4.13
319191,2012-07-25,146,144,Miami Marlins,Atlanta Braves,95,95,272.7,303.7,264,295,0.97,0.97,128,117,0.47,0.39,108,98,0.4,0.32,231,301,0.85,0.99,20,33,0.07,0.11,4.22,3.47,1.36,1.29,7.62,8.92,2.14,3.07,0.66,0.98,3.56,2.9
