game_pk,date,home_starter_id,away_starter_id,home_starter_name,away_starter_name,home_starter_team,away_starter_team,home_starter_ip,away_starter_ip,home_starter_hits,away_starter_hits,home_starter_runs,away_starter_runs,home_starter_earned_runs,away_starter_earned_runs,home_starter_walks,away_starter_walks,home_starter_strikeouts,away_starter_strikeouts,home_starter_homeruns,away_starter_homeruns,home_starter_era,away_starter_era,home_starter_whip,away_starter_whip,home_starter_pitches,away_starter_pitches,home_starter_strikes,away_starter_strikes,home_starter_hit_batters,away_starter_hit_batters,home_starter_wild_pitches,away_starter_wild_pitches,home_starter_balks,away_starter_balks,home_starter_batters_faced,away_starter_batters_faced,home_starter_ground_outs,away_starter_ground_outs,home_starter_air_outs,away_starter_air_outs,home_starter_wins,away_starter_wins,home_starter_losses,away_starter_losses,home_starter_saves,away_starter_saves,home_starter_blown_saves,away_starter_blown_saves,home_starter_holds,away_starter_holds
777068,2025-07-21,676440,608372,Tanner Bibee,Tomoyuki Sugano,Cleveland Guardians,Baltimore Orioles,7.0,3.2,6,6,5,4,3,3,0,4,4,4,1,1,0,0,0,0,86,90,61,50,0,1,0,1,0,0,27,23,9,3,8,5,1,0,0,0,0,0,0,0,0,0
777060,2025-07-21,694973,656427,Paul Skenes,Jack Flaherty,Pittsburgh Pirates,Detroit Tigers,6.0,3.0,3,6,0,3,0,3,1,3,6,6,0,0,0,0,0,0,86,78,55,48,1,0,0,0,0,0,23,18,5,1,7,2,1,0,0,1,0,0,0,0,0,0
777062,2025-07-21,691587,681190,Eury Pérez,Randy Vásquez,Miami Marlins,San Diego Padres,5.0,4.1,5,7,2,1,2,1,2,1,5,0,0,1,0,0,0,0,87,68,52,45,0,0,1,0,0,0,22,19,3,4,7,7,0,0,1,0,0,0,0,0,0,0
777064,2025-07-21,663623,663903,Jake Irvin,Brady Singer,Washington Nationals,Cincinnati Reds,3.2,2.1,6,5,5,7,5,7,3,2,1,1,0,1,0,0,0,0,72,57,41,35,0,1,1,0,0,0,19,15,4,2,5,4,0,0,0,1,0,0,0,0,0,0
777063,2025-07-21,554430,621111,Zack Wheeler,Walker Buehler,Philadelphia Phillies,Boston Red Sox,6.0,7.0,7,6,2,2,2,1,0,1,10,4,1,0,0,0,0,0,105,89,68,61,1,0,0,0,0,0,24,26,4,10,2,5,0,0,0,0,0,0,0,0,0,0
777066,2025-07-21,592332,607074,Kevin Gausman,Carlos Rodón,Toronto Blue Jays,New York Yankees,7.0,5.0,4,6,1,4,1,2,2,5,8,4,1,0,0,0,0,0,86,107,61,66,0,0,0,0,0,0,27,27,3,6,10,6,1,0,0,1,0,0,0,0,0,0
777061,2025-07-21,673540,542881,Kodai Senga,Tyler Anderson,New York Mets,Los Angeles Angels,3.0,6.0,4,4,4,4,4,4,3,5,5,4,1,1,0,0,0,0,73,87,39,49,0,0,0,0,0,0,16,27,3,4,1,10,0,0,0,0,0,0,0,0,0,0
777069,2025-07-21,693821,806185,Bryce Elder,Hayden Birdsong,Atlanta Braves,San Francisco Giants,5.0,0.0,8,1,3,5,3,5,3,4,1,0,0,0,0,0,0,0,108,25,70,6,0,1,0,1,0,0,25,6,4,0,9,0,1,0,0,1,0,0,0,0,0,0
777059,2025-07-21,669358,680732,Shane Baz,Sean Burke,Tampa Bay Rays,Chicago White Sox,4.0,4.0,8,3,8,2,8,0,2,4,4,5,2,0,0,0,0,0,87,89,54,49,0,0,0,0,0,0,22,20,4,5,4,3,0,0,1,0,0,0,0,0,0,0
777065,2025-07-21,518489,702070,Ryan Brasier,Noah Cameron,Chicago Cubs,Kansas City Royals,1.0,6.0,0,7,0,4,0,4,0,0,1,7,0,2,0,0,0,0,11,101,7,62,0,0,0,0,0,0,3,25,2,6,0,5,0,1,0,0,0,0,0,0,0,0
777057,2025-07-21,683004,682052,Jack Leiter,Jacob Lopez,Texas Rangers,Athletics,6.0,5.0,4,4,2,5,2,5,4,3,7,6,1,2,0,0,0,0,95,93,57,53,1,0,0,0,0,0,27,21,2,3,9,5,1,0,0,1,0,0,0,0,0,0
777053,2025-07-21,596295,700241,Austin Gomber,Michael McGreevy,Colorado Rockies,St. Louis Cardinals,5.2,7.0,11,7,5,2,5,1,0,0,6,1,1,0,0,0,0,0,87,91,57,54,0,0,2,0,0,0,28,26,3,9,8,9,0,1,1,0,0,0,0,0,0,0
777055,2025-07-21,668678,676467,Zac Gallen,Colton Gordon,Arizona Diamondbacks,Houston Astros,6.0,5.2,7,7,6,3,6,2,1,2,6,4,2,1,0,0,0,0,87,89,60,62,0,0,0,0,0,0,26,26,4,3,8,10,0,1,1,0,0,0,0,0,0,0
777050,2025-07-21,669923,605540,George Kirby,Brandon Woodruff,Seattle Mariners,Milwaukee Brewers,6.0,6.0,5,2,4,0,4,0,1,0,3,5,0,0,0,0,0,0,83,62,57,42,0,1,0,0,0,0,24,21,12,2,3,11,0,1,1,0,0,0,0,0,0,0
777051,2025-07-21,660271,701581,Shohei Ohtani,David Festa,Los Angeles Dodgers,Minnesota Twins,3.0,5.1,4,4,1,4,1,4,1,1,3,5,1,3,0,0,0,0,46,81,30,50,0,0,0,0,0,0,14,22,2,4,4,8,0,0,0,1,0,0,0,0,0,0
