game_pk,date,home_starter_id,away_starter_id,home_starter_name,away_starter_name,home_starter_team,away_starter_team,home_starter_ip,away_starter_ip,home_starter_hits,away_starter_hits,home_starter_runs,away_starter_runs,home_starter_earned_runs,away_starter_earned_runs,home_starter_walks,away_starter_walks,home_starter_strikeouts,away_starter_strikeouts,home_starter_homeruns,away_starter_homeruns,home_starter_era,away_starter_era,home_starter_whip,away_starter_whip,home_starter_pitches,away_starter_pitches,home_starter_strikes,away_starter_strikes,home_starter_hit_batters,away_starter_hit_batters,home_starter_wild_pitches,away_starter_wild_pitches,home_starter_balks,away_starter_balks,home_starter_batters_faced,away_starter_batters_faced,home_starter_ground_outs,away_starter_ground_outs,home_starter_air_outs,away_starter_air_outs,home_starter_wins,away_starter_wins,home_starter_losses,away_starter_losses,home_starter_saves,away_starter_saves,home_starter_blown_saves,away_starter_blown_saves,home_starter_holds,away_starter_holds
777815,2025-05-23,678394,700249,Brayan Bello,Cade Povich,Boston Red Sox,Baltimore Orioles,4.0,5.0,6,4,2,1,2,1,1,3,7,6,0,0,0,0,0,0,87,98,55,58,0,0,0,0,0,0,18,23,2,7,2,3,0,0,0,0,0,0,0,0,0,0
777811,2025-05-23,668881,571510,Hunter Greene,Matthew Boyd,Cincinnati Reds,Chicago Cubs,4.0,4.0,3,8,2,4,2,4,2,2,2,3,1,0,0,0,0,0,83,93,55,63,0,0,0,1,0,0,17,22,2,4,8,5,0,0,0,0,0,0,0,0,0,0
777806,2025-05-23,694973,642547,Paul Skenes,Freddy Peralta,Pittsburgh Pirates,Milwaukee Brewers,6.0,4.1,4,5,1,2,1,1,2,3,8,3,0,1,0,0,0,0,101,101,63,58,0,0,0,0,0,0,24,21,4,4,6,5,0,0,0,0,0,0,0,0,0,0
777801,2025-05-23,669022,694738,MacKenzie Gore,Landen Roupp,Washington Nationals,San Francisco Giants,6.0,6.0,2,5,1,0,1,0,3,2,9,2,0,0,0,0,0,0,91,76,54,47,0,0,0,1,0,0,21,24,2,10,5,5,0,1,1,0,0,0,0,0,0,0
777810,2025-05-23,656876,641778,Drew Rasmussen,Eric Lauer,Tampa Bay Rays,Toronto Blue Jays,6.0,4.1,4,6,0,3,0,3,2,2,3,2,0,2,0,0,0,0,76,85,43,50,0,0,0,0,0,0,22,21,8,3,5,8,1,0,0,1,0,0,0,0,0,0
777807,2025-05-23,695549,677944,Jackson Jobe,Slade Cecconi,Detroit Tigers,Cleveland Guardians,5.0,6.0,4,5,2,1,2,1,2,2,3,6,0,1,0,0,0,0,89,84,53,56,1,0,0,0,0,0,22,25,6,8,6,4,0,1,1,0,0,0,0,0,0,0
777808,2025-05-23,656288,477132,Griffin Canning,Clayton Kershaw,New York Mets,Los Angeles Dodgers,2.2,2.0,1,0,3,0,3,0,4,1,1,1,0,0,0,0,0,0,54,26,27,14,0,0,0,0,0,0,12,6,2,3,4,1,0,0,0,0,0,0,0,0,0,0
777813,2025-05-23,519242,601713,Chris Sale,Nick Pivetta,Atlanta Braves,San Diego Padres,7.0,6.0,4,4,1,1,1,1,1,3,6,7,1,1,0,0,0,0,95,102,64,61,0,0,0,0,0,0,25,25,6,5,8,6,0,0,0,0,0,0,0,0,0,0
777805,2025-05-23,680732,641816,Sean Burke,Tyler Mahle,Chicago White Sox,Texas Rangers,6.0,5.0,3,5,1,3,1,3,3,3,6,3,0,0,0,0,0,0,89,96,54,56,0,0,0,0,0,0,23,22,3,3,8,8,1,0,0,1,0,0,0,0,0,0
777800,2025-05-23,687473,676106,Ryan Gusto,Emerson Hancock,Houston Astros,Seattle Mariners,4.1,6.0,4,9,2,3,2,3,3,0,6,3,2,1,0,0,0,0,79,92,50,57,0,2,0,0,0,0,19,28,3,8,3,6,0,1,0,0,0,0,0,0,0,0
777799,2025-05-23,641154,702070,Pablo López,Noah Cameron,Minnesota Twins,Kansas City Royals,5.2,6.2,7,4,1,1,1,1,0,1,5,8,0,1,0,0,0,0,102,82,74,57,2,0,0,0,0,0,26,25,2,5,10,7,0,0,0,0,0,0,0,0,0,0
777797,2025-05-23,571945,668678,Miles Mikolas,Zac Gallen,St. Louis Cardinals,Arizona Diamondbacks,6.0,5.2,4,3,1,4,1,4,1,4,4,4,1,0,0,0,0,0,81,100,54,55,0,1,0,0,0,0,23,24,4,6,10,6,1,0,0,1,0,0,0,0,0,0
777802,2025-05-23,685299,657376,Tanner Gordon,Clarke Schmidt,Colorado Rockies,New York Yankees,6.0,4.2,5,6,2,3,2,3,2,2,5,8,1,0,0,0,0,0,75,97,46,62,0,0,0,1,0,0,24,21,5,2,7,3,1,0,0,1,0,0,0,0,0,0
777798,2025-05-23,579328,645261,Yusei Kikuchi,Sandy Alcantara,Los Angeles Angels,Miami Marlins,5.2,5.1,7,5,0,6,0,5,4,2,4,6,0,1,0,0,0,0,110,100,70,63,0,1,1,0,0,0,26,25,4,6,7,4,1,0,0,1,0,0,0,0,0,0
777804,2025-05-23,682052,554430,Jacob Lopez,Zack Wheeler,Athletics,Philadelphia Phillies,7.0,6.2,3,3,1,0,1,0,1,2,8,8,1,0,0,0,0,0,91,108,58,65,1,0,0,0,0,0,26,25,1,6,12,6,0,1,1,0,0,0,0,0,0,0
777815,2025-05-23,678394,700249,Brayan Bello,Cade Povich,Boston Red Sox,Baltimore Orioles,4.0,5.0,6,4,2,1,2,1,1,3,7,6,0,0,0,0,0,0,87,98,55,58,0,0,0,0,0,0,18,23,2,7,2,3,0,0,0,0,0,0,0,0,0,0
