game_pk,home_batting_r_per_g_rolling_5,away_batting_r_per_g_rolling_5,home_batting_r_per_g_rolling_10,away_batting_r_per_g_rolling_10
661042,,,,
661577,,,,
662021,,,,
662571,,,,
662766,,,,
663178,,,,
663418,,,,
661041,1.0,3.0,1.0,3.0
661131,,,,
661333,,,,
661576,3.0,6.0,3.0,6.0
661750,,,,
661782,,,,
661918,,,,
662124,,,,
662559,1.0,5.0,1.0,5.0
662888,,,,
662933,,,,
663417,4.0,2.0,4.0,2.0
661040,3.5,8.0,3.5,8.0
661130,9.0,5.0,9.0,5.0
661332,6.0,5.0,6.0,5.0
661575,5.0,6.0,5.0,6.0
661756,1.0,2.0,1.0,2.0
661803,10.0,8.0,10.0,8.0
661917,2.0,1.0,2.0,1.0
662020,9.0,0.0,9.0,0.0
662123,6.0,5.0,6.0,5.0
662588,2.0,6.0,2.0,6.0
662765,3.0,1.0,3.0,1.0
662864,5.0,4.0,5.0,4.0
662931,3.0,5.0,3.0,5.0
663205,5.0,4.0,5.0,4.0
663404,2.0,2.5,2.0,2.5
661039,3.0,5.333333333333333,3.0,5.333333333333333
661129,6.5,3.5,6.5,3.5
661316,5.0,3.5,5.0,3.5
661573,4.0,4.333333333333333,4.0,4.333333333333333
661738,2.0,3.0,2.0,3.0
661802,7.0,5.5,7.0,5.5
661916,3.5,2.0,3.5,2.0
662019,7.5,1.0,7.5,1.0
662122,3.5,3.5,3.5,3.5
662570,1.3333333333333333,5.666666666666667,1.3333333333333333,5.666666666666667
662755,2.0,0.5,2.0,0.5
662887,3.5,4.5,3.5,4.5
662934,3.0,3.5,3.0,3.5
663204,7.0,2.0,7.0,2.0
663395,2.0,3.3333333333333335,2.0,3.3333333333333335
661036,2.5,3.0,2.5,3.0
661315,4.333333333333333,6.666666666666667,4.333333333333333,6.666666666666667
661572,3.75,2.0,3.75,2.0
661637,4.666666666666667,4.75,4.666666666666667,4.75
661754,4.666666666666667,3.3333333333333335,4.666666666666667,3.3333333333333335
661915,5.0,3.6666666666666665,5.0,3.6666666666666665
662042,7.666666666666667,5.0,7.666666666666667,5.0
