game_pk,home_pitching_qs_rate_rolling_10,away_pitching_qs_rate_rolling_10
529406,,
529407,,
529408,,
529409,,
529410,,
529411,,
529412,,
529413,,
529414,,
529415,,
529416,,
529418,,
529419,,
529417,,
529420,,
529421,0.0,0.0
529422,0.0,1.0
529423,1.0,0.0
529424,0.0,1.0
529425,0.0,0.0
529426,1.0,1.0
529427,0.0,1.0
529428,0.0,0.0
529429,1.0,1.0
529430,0.5,0.5
529431,0.5,1.0
529432,0.0,0.0
529433,1.0,1.0
529434,0.5,0.0
529435,0.5,0.5
529436,0.5,0.5
529437,0.5,0.5
529438,1.0,1.0
529439,0.0,1.0
529440,0.0,0.0
529442,1.0,1.0
529443,0.0,0.0
529444,1.0,1.0
529441,0.0,0.0
529445,0.6666666666666666,0.6666666666666666
529446,0.3333333333333333,0.6666666666666666
529448,0.5,0.5
529449,0.3333333333333333,0.6666666666666666
529450,0.3333333333333333,0.6666666666666666
529451,0.5,1.0
529452,0.3333333333333333,0.6666666666666666
529453,0.0,0.0
529454,1.0,1.0
529455,0.5,0.0
529456,0.5,0.5
529457,0.75,0.3333333333333333
529458,0.5,0.75
529459,0.3333333333333333,0.5
529460,0.25,0.5
529461,0.5,0.3333333333333333
529462,0.3333333333333333,0.3333333333333333
529463,0.3333333333333333,0.0
529464,0.6666666666666666,1.0
529465,0.3333333333333333,1.0
529467,0.6666666666666666,0.3333333333333333
529469,0.25,0.25
529470,0.3333333333333333,0.3333333333333333
529468,0.5,0.75
529471,0.8,0.25
529472,0.4,0.8
529474,0.4,0.3333333333333333
529475,0.4,0.5
529476,0.25,0.25
529477,0.5,0.0
529478,0.5,0.8
529479,0.3333333333333333,0.0
529480,0.75,0.3333333333333333
529481,0.5,0.25
529482,0.4,0.4
529483,0.25,0.5
529484,0.6666666666666666,0.2
529485,0.3333333333333333,0.25
529486,0.5,0.4
529487,0.2,0.2
529489,0.6,0.6666666666666666
529490,0.25,0.75
529491,0.5,0.25
529492,0.6,0.25
529493,0.4,0.2
529494,0.4,0.6
529495,0.3333333333333333,0.5
529496,0.2,0.4
529497,0.3333333333333333,0.6666666666666666
529498,0.5,0.3333333333333333
529499,0.5,0.6
529500,0.2,0.5
529501,0.16666666666666666,0.3333333333333333
529502,0.4,0.6
529503,0.2,0.3333333333333333
529504,0.5,0.6
529505,0.8,0.2
529506,0.8333333333333334,0.5
529507,0.42857142857142855,0.5714285714285714
529508,0.42857142857142855,0.3333333333333333
529509,0.42857142857142855,0.42857142857142855
529510,0.42857142857142855,0.6666666666666666
529511,0.3333333333333333,0.4
529512,0.5,0.25
529514,0.5714285714285714,0.375
529515,0.7142857142857143,0.2857142857142857
529516,0.625,0.2857142857142857
529517,0.42857142857142855,0.7142857142857143
529518,0.375,0.42857142857142855
529519,0.375,0.5
529520,0.375,0.5714285714285714
529521,0.42857142857142855,0.3333333333333333
529522,0.3333333333333333,0.5
529523,0.5714285714285714,0.4
529524,0.6666666666666666,0.7142857142857143
529525,0.3333333333333333,0.2857142857142857
529526,0.42857142857142855,0.6666666666666666
529527,0.5,0.3333333333333333
529528,0.75,0.375
529529,0.8333333333333334,0.16666666666666666
529530,0.8571428571428571,0.5714285714285714
529531,0.5555555555555556,0.25
529532,0.5,0.625
529533,0.4444444444444444,0.5
529534,0.4444444444444444,0.4444444444444444
529535,0.4444444444444444,0.625
529536,0.375,0.2857142857142857
529537,0.2857142857142857,0.5714285714285714
529538,0.625,0.5
529539,0.5714285714285714,0.625
529540,0.42857142857142855,0.25
529541,0.5,0.7142857142857143
529542,0.4444444444444444,0.4
529543,0.7777777777777778,0.4444444444444444
529545,0.875,0.5
529546,0.6,0.2222222222222222
529547,0.625,0.6666666666666666
529548,0.4444444444444444,0.5555555555555556
529549,0.375,0.25
529550,0.6666666666666666,0.625
529551,0.7142857142857143,0.8
529552,0.6,0.5
