game_pk,home_batting_r_per_g_rolling_5,away_batting_r_per_g_rolling_5,home_batting_r_per_g_rolling_10,away_batting_r_per_g_rolling_10
529406,,,,
529407,,,,
529408,,,,
529409,,,,
529410,,,,
529411,,,,
529412,,,,
529413,,,,
529414,,,,
529415,,,,
529416,,,,
529418,,,,
529419,,,,
529417,,,,
529420,,,,
529421,6.0,4.0,6.0,4.0
529422,4.0,8.0,4.0,8.0
529423,8.0,2.0,8.0,2.0
529424,1.0,4.0,1.0,4.0
529425,6.0,5.0,6.0,5.0
529426,1.0,2.0,1.0,2.0
529427,1.0,6.0,1.0,6.0
529428,8.0,5.0,8.0,5.0
529429,0.0,1.0,0.0,1.0
529430,3.0,2.5,3.0,2.5
529431,3.0,4.5,3.0,4.5
529432,7.0,14.0,7.0,14.0
529433,2.0,1.0,2.0,1.0
529434,8.5,5.0,8.5,5.0
529435,3.0,2.5,3.0,2.5
529436,3.5,3.5,3.5,3.5
529437,3.5,5.0,3.5,5.0
529438,3.0,2.0,3.0,2.0
529439,1.5,5.0,1.5,5.0
529440,6.0,5.0,6.0,5.0
529442,0.0,1.0,0.0,1.0
529443,9.0,4.0,9.0,4.0
529444,0.0,2.0,0.0,2.0
529441,10.0,13.0,10.0,13.0
529445,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665
529446,4.0,6.333333333333333,4.0,6.333333333333333
529448,3.5,3.5,3.5,3.5
529449,3.0,4.666666666666667,3.0,4.666666666666667
529450,3.3333333333333335,5.0,3.3333333333333335,5.0
529451,2.5,4.0,2.5,4.0
529452,2.6666666666666665,4.333333333333333,2.6666666666666665,4.333333333333333
529453,8.0,10.5,8.0,10.5
529454,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666
529455,7.5,3.0,7.5,3.0
529456,3.5,7.5,3.5,7.5
529457,5.5,1.6666666666666667,5.5,1.6666666666666667
529458,4.5,2.5,4.5,2.5
529459,4.0,4.75,4.0,4.75
529460,3.75,9.0,3.75,9.0
529461,5.5,3.6666666666666665,5.5,3.6666666666666665
529462,3.3333333333333335,4.0,3.3333333333333335,4.0
529463,5.333333333333333,5.0,5.333333333333333,5.0
529464,6.0,3.5,6.0,3.5
529465,7.333333333333333,5.0,7.333333333333333,5.0
529467,5.666666666666667,3.6666666666666665,5.666666666666667,3.6666666666666665
529469,3.5,2.75,3.5,2.75
529470,9.0,7.0,9.0,7.0
529468,4.25,2.25,4.25,2.25
529471,5.6,1.5,5.6,1.5
529472,4.2,3.4,4.2,3.4
529474,3.8,6.666666666666667,3.8,6.666666666666667
529475,4.4,4.25,4.4,4.25
529476,3.5,4.75,3.5,4.75
529477,5.5,3.6666666666666665,5.5,3.6666666666666665
529478,6.5,4.2,6.5,4.2
529479,5.333333333333333,4.0,5.333333333333333,4.0
529480,0.5,4.0,0.5,4.0
529481,5.25,4.75,5.25,4.75
529482,3.4,2.4,3.4,2.4
529483,7.0,7.25,7.0,7.25
529484,6.8,2.4,6.333333333333333,2.4
529485,6.4,6.25,5.5,6.25
529486,6.0,3.8,5.833333333333333,3.8
529487,4.4,4.6,4.4,4.6
529489,6.4,4.4,6.4,3.6666666666666665
529490,6.75,4.75,6.75,4.75
529491,4.5,3.0,4.5,3.0
529492,1.2,4.5,1.2,4.5
529493,5.2,4.6,5.2,4.6
529494,5.6,2.6,5.6,2.6
529495,2.4,3.0,3.0,2.6666666666666665
529496,8.2,7.0,8.2,7.0
529497,5.0,5.4,4.833333333333333,5.833333333333333
529498,5.8,2.2,5.833333333333333,2.3333333333333335
529499,4.8,3.8,4.333333333333333,3.8
529500,6.0,3.25,6.0,3.25
529501,4.6,5.2,4.0,4.666666666666667
529502,5.8,4.4,5.8,4.4
529503,2.8,3.8,2.8,3.8333333333333335
529504,6.8,4.4,6.0,4.4
529505,5.2,3.8,5.2,3.8
