game_pk,home_batting_bb_per_g_rolling_10,away_batting_bb_per_g_rolling_10
529406,,
529407,,
529408,,
529409,,
529410,,
529411,,
529412,,
529413,,
529414,,
529415,,
529416,,
529418,,
529419,,
529417,,
529420,,
529421,7.0,2.0
529422,6.0,5.0
529423,6.0,2.0
529424,2.0,6.0
529425,5.0,1.0
529426,6.0,2.0
529427,3.0,2.0
529428,4.0,6.0
529429,5.0,2.0
529430,4.0,2.0
529431,7.0,6.5
529432,2.0,7.0
529433,1.0,2.0
529434,5.5,3.5
529435,2.0,5.5
529436,3.0,0.5
529437,5.0,1.5
529438,5.0,3.0
529439,2.0,3.0
529440,4.5,5.5
529442,2.5,1.0
529443,9.0,1.0
529444,2.0,4.0
529441,9.0,4.0
529445,3.6666666666666665,3.3333333333333335
529446,5.666666666666667,6.0
529448,1.0,3.0
529449,2.6666666666666665,5.0
529450,3.6666666666666665,0.6666666666666666
529451,6.0,3.5
529452,2.6666666666666665,3.3333333333333335
529453,5.5,3.0
529454,2.6666666666666665,1.6666666666666667
529455,7.0,2.0
529456,2.0,4.0
529457,4.25,4.333333333333333
529458,5.5,3.5
529459,2.3333333333333335,4.75
529460,3.25,5.0
529461,1.0,3.0
529462,3.6666666666666665,2.3333333333333335
529463,5.666666666666667,3.5
529464,5.333333333333333,2.0
529465,3.0,3.3333333333333335
529467,3.0,3.6666666666666665
529469,4.0,2.75
529470,4.666666666666667,4.666666666666667
529468,4.0,3.25
529471,4.4,3.75
529472,5.0,3.4
529474,3.4,4.333333333333333
529475,1.2,3.75
529476,4.0,3.25
529477,5.0,3.0
529478,6.5,3.2
529479,5.666666666666667,5.0
529480,2.0,2.0
529481,2.5,3.0
529482,3.8,3.0
529483,3.75,6.0
529484,4.166666666666667,3.4
529485,3.6666666666666665,3.75
529486,1.5,3.8
529487,4.0,3.6
529489,6.2,2.8333333333333335
529490,5.0,3.25
529491,4.5,4.5
529492,1.6,2.75
529493,2.4,2.6
529494,4.4,3.4
529495,3.6666666666666665,2.8333333333333335
529496,4.0,6.0
529497,2.8333333333333335,5.166666666666667
529498,4.166666666666667,3.5
529499,2.3333333333333335,4.8
529500,4.8,3.25
529501,3.6666666666666665,3.5
529502,3.4,4.2
529503,4.0,4.833333333333333
529504,6.0,4.8
529505,3.4,3.0
529506,3.1666666666666665,3.0
529507,3.857142857142857,2.5714285714285716
529508,4.0,4.0
529509,4.428571428571429,3.142857142857143
529510,2.142857142857143,4.666666666666667
529511,4.666666666666667,3.6
529512,4.166666666666667,2.5
529514,1.8571428571428572,3.625
529515,4.0,3.142857142857143
529516,2.5,3.2857142857142856
529517,3.142857142857143,5.142857142857143
529518,3.75,4.428571428571429
529519,4.5,3.75
529520,2.625,4.571428571428571
529521,4.857142857142857,3.5
529522,3.6666666666666665,3.8333333333333335
529523,4.142857142857143,2.6
529524,2.5,2.857142857142857
529525,4.833333333333333,4.142857142857143
529526,5.571428571428571,4.666666666666667
529527,2.25,3.3333333333333335
529528,4.0,3.125
529529,3.1666666666666665,3.1666666666666665
529530,3.5714285714285716,3.4285714285714284
529531,2.3333333333333335,3.625
529532,2.75,5.375
529533,4.111111111111111,4.375
529534,4.777777777777778,3.5555555555555554
529535,2.4444444444444446,4.875
529536,4.375,3.7142857142857144
529537,3.7142857142857144,4.428571428571429
529538,3.75,2.5
529539,2.4285714285714284,3.625
529540,5.0,3.75
529541,5.25,4.714285714285714
529542,2.2222222222222223,4.0
529543,4.222222222222222,2.888888888888889
529545,3.875,3.0
529546,2.6,3.5555555555555554
529547,2.125,5.0
529548,5.444444444444445,4.111111111111111
529549,4.875,3.5
529550,3.7777777777777777,4.5
529551,3.4285714285714284,3.8
529552,2.9,2.4
529553,2.6666666666666665,2.4
529554,3.888888888888889,4.75
529556,3.7,3.0
529557,2.4285714285714284,3.142857142857143
529558,3.5,3.3333333333333335
