favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
CIN,TOR,TOR,CIN,Hunter Greene,Chris Bassitt,2.81,4.14,0.97,1.33,77.0,150.0,3.7142857142857144,3.933333333333333,94.0,148.0,0.32867132867132864,0.25084745762711863,0.206,0.264,286.0,590.0,3.91,4.27,1.26,1.26,1135.2,1066.2,3.777307963354475,3.759144625773776,1064.0,1068.0,0.24813432835820895,0.26646706586826346,4288.0,4008.0
SD,BAL,SD,BAL,Dylan Cease,Kyle Bradish,4.82,3.0,1.33,0.67,142.0,6.0,3.795774647887324,3.5,183.0,10.0,0.3395176252319109,0.47619047619047616,0.237,0.19,539.0,21.0,3.47,4.74,1.18,1.38,1067.0,1203.0,3.6907216494845363,3.886118038237739,988.0,1115.0,0.25088877602844084,0.23850267379679144,3938.0,4675.0
WAS,MIA,MIA,WAS,FAV team pitching,Lake Bachar,5.37,3.39,1.44,1.2,1192.1,58.1,3.903196040600621,3.5972461273666094,1042.0,65.0,0.22394154309047926,0.31100478468899523,0.269,0.206,4653.0,209.0,5.37,4.74,1.44,1.32,1192.1,1158.0,3.903196040600621,3.848013816925734,1042.0,1014.0,0.22394154309047926,0.22755834829443447,4653.0,4456.0
SF,COL,SF,COL,FAV team pitching,Chase Dollander,3.77,6.55,1.29,1.6,1212.2,88.0,3.7980531265467743,3.965909090909091,1151.0,75.0,0.25,0.2148997134670487,0.246,0.278,4604.0,349.0,3.77,5.91,1.29,1.6,1212.2,1106.1,3.7980531265467743,4.040321851550493,1151.0,837.0,0.25,0.18729022152606847,4604.0,4469.0
HOU,LAA,LAA,HOU,FAV team pitching,Luis Morales,3.83,1.19,1.22,0.97,1220.2,22.2,3.7420095066382557,3.4684684684684686,1296.0,22.0,0.28383705650459923,0.2857142857142857,0.232,0.156,4566.0,77.0,3.83,4.9,1.22,1.38,1220.2,1203.9,3.7420095066382557,3.8474956391726884,1296.0,1113.0,0.28383705650459923,0.24028497409326424,4566.0,4632.0
NYM,DET,NYM,DET,FAV team pitching,Charlie Morton,3.86,5.25,1.32,1.48,1214.0,128.2,3.799835255354201,3.915756630265211,1176.0,137.0,0.2549317147192716,0.2729083665338645,0.242,0.265,4613.0,502.0,3.86,3.63,1.32,1.2,1214.0,1095.0,3.799835255354201,3.749771689497717,1176.0,1036.0,0.2549317147192716,0.25231368728689724,4613.0,4106.0
STL,OAK,STL,OAK,Sonny Gray,Fraser Ellard,4.19,5.87,1.18,0.91,152.1,7.2,3.8921761998685076,2.9166666666666665,168.0,11.0,0.28378378378378377,0.5238095238095238,0.257,0.048,592.0,21.0,4.28,4.23,1.33,1.37,1066.1,1190.9,3.850483069130476,3.8147619447476697,854.0,1045.0,0.20803897685749087,0.23002421307506055,4105.0,4543.0
SEA,TB,SEA,TB,FAV team pitching,Shane Baz,3.96,5.19,1.25,1.35,1235.2,144.0,3.790479274611399,3.826388888888889,1170.0,150.0,0.2498932080307561,0.27223230490018147,0.243,0.254,4682.0,551.0,3.96,3.71,1.25,1.19,1235.2,1060.1,3.790479274611399,3.7420998019054807,1170.0,1029.0,0.2498932080307561,0.2593899672296446,4682.0,3967.0
BOS,CLE,CLE,BOS,Brayan Bello,Patrick Corbin,2.99,4.33,1.21,1.36,141.2,131.0,3.711048158640227,3.8473282442748094,108.0,109.0,0.20610687022900764,0.21626984126984128,0.237,0.268,524.0,504.0,3.77,3.32,1.3,1.15,1094.8,1094.1,3.788819875776398,3.6961886482040036,1040.0,1032.0,0.2507232401157184,0.2551928783382789,4148.0,4044.0
MIN,CWS,CWS,MIN,Bailey Ober,Spencer Strider,5.14,4.95,1.34,1.38,119.0,96.1,4.008403361344538,3.818938605619147,96.0,105.0,0.20125786163522014,0.28610354223433243,0.283,0.259,477.0,367.0,4.38,4.33,1.31,1.3,1078.0,1116.0,3.8478664192949905,3.7885304659498207,1041.0,1070.0,0.2509643201542912,0.25307473982970674,4148.0,4228.0
