favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
TEX,MIA,MIA,TEX,Merrill Kelly,Eury Pérez,3.46,4.4,1.1,1.06,179.2,86.0,3.772321428571429,3.6627906976744184,163.0,85.0,0.2411242603550296,0.2698412698412698,0.222,0.2,676.0,315.0,3.45,4.67,1.19,1.33,1200.9,1294.1,3.7172120909318007,3.85518893439456,1117.0,1136.0,0.25022401433691754,0.22770094207255964,4464.0,4989.0
PIT,OAK,OAK,PIT,Mike Burrows,Mitch Spence,4.1,4.48,1.24,1.33,90.0,78.1,3.7555555555555555,3.930857874519847,94.0,64.0,0.2781065088757396,0.20846905537459284,0.24,0.261,338.0,307.0,3.83,4.69,1.22,1.36,1277.2,1297.1,3.761352959599123,3.82391488705574,1151.0,1204.0,0.23959200666111574,0.24274193548387096,4804.0,4960.0
CIN,CHC,CHC,CIN,Andrew Abbott,Jameson Taillon,2.88,3.93,1.15,1.09,156.1,116.2,3.7860345932094814,3.8123924268502583,143.0,86.0,0.24196277495769883,0.19413092550790068,0.234,0.23,591.0,443.0,4.08,3.82,1.24,1.2,1214.9,1256.8,3.768211375421845,3.7460216422660726,1170.0,1116.0,0.25557011795543905,0.23704333050127444,4578.0,4708.0
MIL,STL,MIL,STL,Joey Cantillo,Matthew Liberatore,3.27,4.3,1.3,1.31,85.1,146.2,3.760282021151587,3.9329685362517104,95.0,116.0,0.296875,0.20173913043478262,0.222,0.266,320.0,575.0,3.72,4.24,1.27,1.32,1293.9,1226.8,3.7499033928433416,3.844962504075644,1208.0,1035.0,0.24896949711459193,0.2194191223235107,4852.0,4717.0
LAA,COL,LAA,COL,Logan Gilbert,Kyle Freeland,3.53,5.14,1.05,1.47,120.0,150.2,3.783333333333333,4.087882822902796,164.0,113.0,0.36123348017621143,0.18403908794788273,0.214,0.301,454.0,614.0,3.92,6.13,1.25,1.61,1279.2,1199.9,3.7867417135709815,4.02783565297108,1192.0,921.0,0.24607762180016515,0.19056486654252017,4844.0,4833.0
PHI,ARI,PHI,ARI,Michael King,Eduardo Rodriguez,3.84,5.12,1.17,1.56,65.2,142.1,3.8343558282208585,4.046446164672766,69.0,132.0,0.276,0.22956521739130434,0.228,0.289,250.0,575.0,3.68,4.37,1.2,1.28,1302.8,1239.9,3.7081670248695118,3.8220824260020967,1287.0,1095.0,0.2664044711239909,0.23106140535978054,4831.0,4739.0
CLE,MIN,CLE,MIN,Trey Yesavage,Simeon Woods Richardson,1.8,4.31,1.0,1.36,5.0,100.1,3.6,3.8061938061938063,9.0,95.0,0.5,0.24934383202099739,0.167,0.241,18.0,381.0,4.23,4.72,1.27,1.34,1370.0,1264.9,3.7875912408759125,3.8817297810103564,1358.0,1207.0,0.2617074580844093,0.24582484725050915,5189.0,4910.0
SEA,HOU,SEA,HOU,Cam Schlittler,Jason Alexander,3.41,4.04,1.35,1.3,60.2,71.1,3.7375415282392024,3.89592123769339,69.0,60.0,0.30666666666666664,0.21660649819494585,0.236,0.249,225.0,277.0,4.03,3.84,1.26,1.22,1315.0,1310.9,3.7749049429657795,3.7394156686246087,1306.0,1387.0,0.2630942788074134,0.28294573643410853,4964.0,4902.0
SD,CWS,SD,CWS,Connelly Early,Sean Burke,0.87,4.29,1.06,1.47,10.1,126.0,3.9603960396039604,3.873015873015873,18.0,119.0,0.45,0.24385245901639344,0.25,0.252,40.0,488.0,3.76,4.23,1.29,1.35,1377.0,1230.1,3.7879448075526505,3.7972522559141537,1284.0,1091.0,0.24616564417177914,0.2335688289445515,5216.0,4671.0
TOR,KAN,TOR,KAN,FAV team pitching,Michael Wacha,4.22,3.79,1.27,1.22,1375.0,161.2,3.786909090909091,3.8275434243176183,1367.0,117.0,0.26253120798924523,0.18962722852512157,0.241,0.253,5207.0,617.0,4.22,3.73,1.27,1.25,1375.0,1213.8,3.786909090909091,3.774921733399242,1367.0,1087.0,0.26253120798924523,0.2372326494980358,5207.0,4582.0
