favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
LAD,PIT,LAD,PIT,Shohei Ohtani,Braxton Ashcraft,4.18,2.58,1.21,1.15,32.1,52.1,3.894080996884735,3.761996161228407,44.0,48.0,0.352,0.24489795918367346,0.256,0.23,125.0,196.0,4.12,3.97,1.29,1.22,1192.1,1173.1,3.764784833487124,3.766089847412838,1185.0,1047.0,0.2640374331550802,0.23698506111362608,4488.0,4418.0
STL,OAK,STL,OAK,Matthew Liberatore,Cade Povich,4.32,5.04,1.32,1.43,131.1,91.0,3.9435545385202135,3.934065934065934,102.0,100.0,0.19729206963249515,0.27932960893854747,0.269,0.274,517.0,358.0,4.26,4.66,1.31,1.38,1105.1,1136.0,3.846710704913583,3.875880281690141,929.0,1040.0,0.2185368148670901,0.2362025891437656,4251.0,4403.0
SEA,TB,SEA,TB,Shane Bieber,Adrian Houser,2.38,2.85,0.62,1.33,11.1,94.2,3.6036036036036037,3.768577494692144,15.0,66.0,0.375,0.18591549295774648,0.175,0.268,40.0,355.0,4.28,3.98,1.28,1.2,1222.9,1127.9,3.790988633575926,3.74855926943878,1218.0,1128.0,0.2627264883520276,0.2667928098391675,4636.0,4228.0
SD,BAL,SD,BAL,Nestor Cortes,Bryce Elder,5.06,5.85,1.44,1.48,32.0,124.2,3.75,3.9774557165861513,27.0,99.0,0.225,0.20040485829959515,0.242,0.277,120.0,494.0,3.6,4.23,1.2,1.29,1195.0,1105.8,3.707112970711297,3.7710255018990777,1168.0,1091.0,0.2636568848758465,0.2616306954436451,4430.0,4170.0
ARI,TEX,TEX,ARI,Zac Gallen,Yoendrys Gómez,4.94,5.2,1.3,1.54,162.0,36.1,3.8580246913580245,3.8504155124653736,149.0,35.0,0.2384,0.2517985611510791,0.246,0.23,625.0,139.0,4.41,4.19,1.33,1.36,1084.2,1180.0,3.856299575724036,3.8059322033898306,966.0,1037.0,0.23104520449653193,0.23090625695836117,4181.0,4491.0
TOR,CIN,TOR,CIN,Will Warren,Zack Littell,4.3,3.63,1.4,1.12,136.0,161.0,3.8823529411764706,3.8322981366459627,149.0,110.0,0.2821969696969697,0.17828200972447325,0.248,0.25,528.0,617.0,3.85,3.94,1.23,1.26,1090.2,1069.2,3.7461016327279397,3.7663673774784883,1086.0,1065.0,0.26591576885406465,0.2644648621802831,4084.0,4027.0
MIA,WAS,MIA,WAS,Robbie Ray,Mitchell Parker,3.18,5.94,1.16,1.47,164.0,141.0,3.658536585365854,3.978723404255319,163.0,94.0,0.27166666666666667,0.16755793226381463,0.212,0.275,600.0,561.0,3.85,5.23,1.31,1.42,1066.2,1069.1,3.821984618270493,3.8845758114301754,1008.0,969.0,0.24736196319018405,0.2333253070069829,4075.0,4153.0
NYM,DET,NYM,DET,FAV team pitching,Casey Mize,3.9,3.95,1.32,1.31,1232.0,120.2,3.8035714285714284,3.91846921797005,1194.0,107.0,0.25480153649167736,0.22717622080679406,0.243,0.268,4686.0,471.0,3.9,3.89,1.32,1.22,1232.0,1121.0,3.8035714285714284,3.7564674397859052,1194.0,1079.0,0.25480153649167736,0.2562336737117074,4686.0,4211.0
CHC,ATL,CHC,ATL,Cade Horton,DOG team pitching,2.92,4.39,1.19,1.31,98.2,1230.0,3.716904276985743,3.791869918699187,81.0,1190.0,0.2219178082191781,0.25514579759862777,0.236,0.246,365.0,4664.0,3.95,4.39,1.21,1.31,1134.8,1230.0,3.766302432146634,3.791869918699187,980.0,1190.0,0.229293401965372,0.25514579759862777,4274.0,4664.0
MIN,CWS,CWS,MIN,Zebby Matthews,DOG team pitching,5.06,4.22,1.48,1.37,58.2,1216.1,4.0893470790378,3.8072526930351125,70.0,1072.0,0.29411764705882354,0.23153347732181426,0.29,0.248,238.0,4630.0,4.48,4.22,1.31,1.37,1156.8,1216.1,3.861514522821577,3.8072526930351125,1087.0,1072.0,0.24334004925005598,0.23153347732181426,4467.0,4630.0
