favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
LAD,TB,LAD,TB,Blake Snell,Drew Rasmussen,2.0,2.96,2.0,1.04,9.0,100.1,4.111111111111111,3.6163836163836165,4.0,87.0,0.10810810810810811,0.24033149171270718,0.27,0.218,37.0,362.0,4.22,4.01,1.3,1.24,971.1,884.1,3.779219441870044,3.7767220902612824,962.0,845.0,0.262125340599455,0.2530697813716682,3670.0,3339.0
CHC,BAL,CHC,BAL,Matthew Boyd,Colton Gordon,2.47,4.74,1.06,1.42,123.2,62.2,3.644480519480519,4.147909967845659,110.0,54.0,0.24498886414253898,0.20930232558139536,0.227,0.302,449.0,258.0,4.14,3.59,1.25,1.17,846.0,917.8,3.7990543735224587,3.7012421006755285,702.0,1010.0,0.21841941505911636,0.2973211657344716,3214.0,3397.0
BOS,HOU,HOU,BOS,Walker Buehler,Noah Cameron,5.72,2.44,1.54,1.0,89.2,81.0,3.9461883408071747,3.654320987654321,71.0,71.0,0.20170454545454544,0.23986486486486486,0.276,0.196,352.0,296.0,3.55,3.63,1.27,1.25,905.8,898.1,3.7624199602561275,3.7779757265337937,851.0,815.0,0.24970657276995306,0.24020041261420572,3408.0,3393.0
TOR,KAN,KAN,TOR,Max Scherzer,Merrill Kelly,4.89,3.22,1.09,1.06,35.0,128.2,3.6857142857142855,3.7051482059282375,39.0,121.0,0.3023255813953488,0.25473684210526315,0.233,0.206,129.0,475.0,4.29,3.25,1.27,1.19,948.2,855.9,3.7924488504534906,3.711882229232387,955.0,785.0,0.2655728587319244,0.2470884482215927,3596.0,3177.0
MIL,WAS,MIL,WAS,Tarik Skubal,Jake Irvin,2.09,4.69,0.84,1.29,133.2,126.2,3.603603603603604,3.906497622820919,171.0,86.0,0.35625,0.1744421906693712,0.194,0.249,480.0,493.0,4.02,5.3,1.3,1.44,849.9,830.9,3.809859983527474,3.8957756649416297,779.0,736.0,0.24058060531192094,0.22737102255174543,3238.0,3237.0
PIT,COL,PIT,COL,Cam Schlittler,Austin Gomber,4.91,6.28,1.84,1.66,14.2,38.2,4.154929577464789,4.345549738219895,15.0,22.0,0.2542372881355932,0.13253012048192772,0.305,0.325,59.0,166.0,4.03,5.72,1.24,1.6,959.8,912.8,3.765367784955199,4.005258545135846,959.0,695.0,0.2653569452130603,0.19009846827133478,3614.0,3656.0
SEA,TEX,TEX,SEA,Luis Castillo,Bailey Ober,3.19,5.28,1.21,1.41,127.0,92.0,3.826771653543307,4.065217391304348,111.0,74.0,0.22839506172839505,0.19786096256684493,0.243,0.289,486.0,374.0,3.93,4.16,1.26,1.26,877.2,865.0,3.7688098495212037,3.825433526011561,827.0,851.0,0.250151240169389,0.25717739498337866,3306.0,3309.0
ATL,CIN,ATL,CIN,FAV team pitching,Chase Burns,4.23,6.26,1.28,1.54,963.2,27.1,3.762458471760797,4.169741697416974,981.0,45.0,0.2706953642384106,0.39823008849557523,0.241,0.265,3624.0,113.0,4.23,3.82,1.28,1.23,963.2,954.1,3.762458471760797,3.761660203332984,981.0,876.0,0.2706953642384106,0.24407913067706882,3624.0,3589.0
SD,STL,SD,STL,Randy Vásquez,DOG team pitching,3.65,4.15,1.37,1.28,103.2,980.2,3.7693798449612403,3.854315445827382,52.0,804.0,0.13367609254498714,0.21281101111699313,0.242,0.256,389.0,3778.0,3.5,4.15,1.19,1.28,867.8,980.2,3.7070753629868634,3.854315445827382,875.0,804.0,0.27199253963319864,0.21281101111699313,3217.0,3778.0
LAA,CWS,LAA,CWS,Kyle Hendricks,DOG team pitching,4.73,4.08,1.25,1.37,106.2,959.2,3.8983050847457625,3.8031693077564634,70.0,814.0,0.16908212560386474,0.22313596491228072,0.258,0.249,414.0,3648.0,4.6,4.08,1.45,1.37,869.8,959.2,3.848011037020005,3.8031693077564634,791.0,814.0,0.23633104272482822,0.22313596491228072,3347.0,3648.0
