favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
NYM,CLE,NYM,CLE,Clay Holmes,Logan Allen,3.45,4.06,1.32,1.36,117.1,108.2,3.774551665243382,3.8262476894639557,91.0,81.0,0.20588235294117646,0.1956521739130435,0.247,0.261,442.0,414.0,3.71,3.85,1.32,1.29,886.9,889.0,3.781711579659488,3.753655793025872,874.0,869.0,0.26058437686344665,0.26041354510038955,3354.0,3337.0
BOS,KAN,KAN,BOS,Garrett Crochet,Ryan Bergert,2.23,2.78,1.09,1.18,141.1,35.2,3.7207654145995748,3.664772727272727,175.0,34.0,0.3333333333333333,0.26356589147286824,0.221,0.186,525.0,129.0,3.95,3.6,1.33,1.23,880.9,969.9,3.791576796458168,3.7715228374059184,767.0,867.0,0.22964071856287424,0.23701476216511755,3340.0,3658.0
WAS,OAK,OAK,WAS,MacKenzie Gore,Luis Severino,3.8,4.83,1.29,1.35,123.0,130.1,3.7398373983739837,3.93543428132206,148.0,98.0,0.3217391304347826,0.19140625,0.248,0.262,460.0,512.0,5.54,5.04,1.45,1.42,852.1,879.9,3.9314634432578335,3.857256506421184,689.0,814.0,0.20567164179104477,0.23983500294637597,3350.0,3394.0
SF,PIT,SF,PIT,Yu Darvish,Mike Burrows,6.46,3.88,1.35,1.26,23.2,58.0,3.9224137931034484,3.793103448275862,18.0,60.0,0.1978021978021978,0.2727272727272727,0.253,0.236,91.0,220.0,3.51,3.85,1.21,1.21,973.8,941.0,3.71431505442596,3.75451647183847,939.0,807.0,0.2596074094553497,0.22841777526181714,3617.0,3533.0
PHI,BAL,BAL,PHI,Taijuan Walker,Zebby Matthews,3.82,5.67,1.36,1.41,73.0,33.1,3.9452054794520546,4.04833836858006,56.0,42.0,0.19444444444444445,0.31343283582089554,0.257,0.284,288.0,134.0,3.78,4.25,1.23,1.28,924.1,948.9,3.806947300075749,3.8465591737801668,974.0,907.0,0.27686185332575325,0.2484931506849315,3518.0,3650.0
MIL,ATL,MIL,ATL,FAV team pitching,Joey Wentz,3.63,5.02,1.24,1.44,996.1,52.0,3.736572633269752,3.8076923076923075,966.0,49.0,0.2595378828586781,0.2474747474747475,0.231,0.247,3722.0,198.0,3.63,4.15,1.24,1.27,996.1,929.2,3.736572633269752,3.755919070167886,966.0,941.0,0.2595378828586781,0.2696275071633238,3722.0,3490.0
DET,MIN,MIN,DET,Chris Paddack,Will Warren,4.77,4.64,1.24,1.43,117.0,110.2,3.8632478632478633,3.892921960072595,88.0,128.0,0.19469026548672566,0.29836829836829837,0.261,0.249,452.0,429.0,3.62,4.01,1.23,1.24,892.1,889.0,3.7652729514628405,3.7559055118110236,890.0,875.0,0.2649598094671033,0.2620545073375262,3359.0,3339.0
HOU,MIA,HOU,MIA,FAV team pitching,Cal Quantrill,3.7,4.79,1.19,1.31,1005.0,97.2,3.7333333333333334,3.888888888888889,1091.0,77.0,0.2907782515991471,0.2037037037037037,0.229,0.27,3752.0,378.0,3.7,4.37,1.19,1.3,1005.0,890.9,3.7333333333333334,3.8141205522505333,1091.0,803.0,0.2907782515991471,0.2363154796939376,3752.0,3398.0
LAA,TB,LAA,TB,José Soriano,Miles Mikolas,3.65,4.83,1.38,1.28,133.0,108.0,3.7293233082706765,3.9722222222222223,115.0,75.0,0.2318548387096774,0.17482517482517482,0.25,0.268,496.0,429.0,4.69,4.09,1.43,1.28,870.0,898.2,3.8620689655172415,3.8354486751280334,769.0,750.0,0.2288690476190476,0.21770682148040638,3360.0,3445.0
SD,ARI,SD,ARI,FAV team pitching,Ryne Nelson,3.58,3.2,1.21,1.02,997.0,95.2,3.7191574724172516,3.686974789915966,957.0,81.0,0.2580906148867314,0.23076923076923078,0.228,0.199,3708.0,351.0,3.58,4.69,1.21,1.36,997.0,907.0,3.7191574724172516,3.8820286659316428,957.0,848.0,0.2580906148867314,0.2408406702641295,3708.0,3521.0
