favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
BOS,MIN,BOS,MIN,Lucas Giolito,DOG team pitching,3.97,4.19,1.26,1.26,81.2,929.2,3.793103448275862,3.8398622470942745,72.0,902.0,0.23376623376623376,0.2528026905829596,0.256,0.251,308.0,3568.0,3.77,4.19,1.3,1.26,885.8,929.2,3.780763151953037,3.8398622470942745,830.0,902.0,0.24783517467900865,0.2528026905829596,3349.0,3568.0
KAN,ATL,ATL,KAN,Seth Lugo,Sandy Alcantara,2.95,6.66,1.09,1.43,113.0,104.0,3.6371681415929205,3.923076923076923,99.0,77.0,0.24087591240875914,0.18872549019607843,0.219,0.27,411.0,408.0,3.63,4.16,1.25,1.29,838.1,830.1,3.782364872926858,3.8188170099987953,764.0,747.0,0.24100946372239748,0.23564668769716088,3170.0,3170.0
PHI,CWS,PHI,CWS,Tyler Glasnow,Jonathan Cannon,2.75,4.48,1.03,1.4,36.0,88.1,3.5555555555555554,3.9954597048808176,46.0,72.0,0.359375,0.20454545454545456,0.164,0.267,128.0,352.0,4.32,4.04,1.33,1.38,918.1,844.1,3.792615183531206,3.7922047150811515,894.0,718.0,0.25674899483055713,0.22430490471727585,3482.0,3201.0
STL,MIA,STL,MIA,Sonny Gray,Colin Rea,4.33,4.06,1.19,1.27,116.1,102.0,3.9104220499569338,3.843137254901961,128.0,73.0,0.28193832599118945,0.18622448979591838,0.264,0.263,454.0,392.0,4.17,3.93,1.3,1.23,838.1,841.2,3.8432167999045457,3.777936281502615,660.0,713.0,0.2049053089102763,0.22435494021397104,3221.0,3178.0
NYY,TB,NYY,TB,Max Fried,Tanner Gordon,2.62,3.13,1.04,1.3,127.1,23.0,3.7529504327301337,3.869565217391304,116.0,13.0,0.2431865828092243,0.14606741573033707,0.214,0.27,477.0,89.0,4.22,5.67,1.28,1.59,809.1,903.0,3.770856507230256,4.011074197120709,818.0,684.0,0.26810881678138315,0.18884594146880176,3051.0,3622.0
MIL,CHC,CHC,MIL,Quinn Priester,Brandon Pfaadt,3.28,4.76,1.2,1.26,101.2,111.2,3.774703557312253,3.974820143884892,86.0,95.0,0.225130890052356,0.2149321266968326,0.23,0.262,382.0,442.0,3.6,4.49,1.24,1.33,840.9,840.0,3.7305268165061243,3.8273809523809526,837.0,796.0,0.2668154287535862,0.24758942457231725,3137.0,3215.0
CLE,COL,COL,CLE,Logan Allen,Michael Soroka,4.16,4.85,1.37,1.13,101.2,78.0,3.824110671936759,3.717948717948718,78.0,83.0,0.20155038759689922,0.28620689655172415,0.258,0.221,387.0,290.0,3.92,5.09,1.31,1.42,840.0,854.1,3.751190476190476,3.8871326542559417,804.0,718.0,0.25515709298635353,0.21626506024096387,3151.0,3320.0
DET,ARI,ARI,DET,Casey Mize,Patrick Corbin,3.4,3.78,1.28,1.27,92.2,104.2,3.947939262472885,3.8579654510556622,82.0,87.0,0.22527472527472528,0.21641791044776118,0.264,0.259,364.0,402.0,3.84,3.11,1.24,1.15,864.9,846.9,3.7692218753613136,3.689927972605975,841.0,785.0,0.2579754601226994,0.2512,3260.0,3125.0
LAD,CIN,LAD,CIN,FAV team pitching,Nick Lodolo,4.26,3.08,1.32,1.04,954.1,122.2,3.7836704747929986,3.764320785597381,940.0,112.0,0.26038781163434904,0.24347826086956523,0.244,0.226,3610.0,460.0,4.26,3.98,1.32,1.27,954.1,822.0,3.7836704747929986,3.767639902676399,940.0,768.0,0.26038781163434904,0.2479819179851469,3610.0,3097.0
HOU,WAS,WAS,HOU,Jason Alexander,DOG team pitching,8.14,5.07,1.9,1.4,21.0,932.1,4.238095238095238,3.8729750026821157,14.0,801.0,0.15730337078651685,0.2218836565096953,0.315,0.263,89.0,3610.0,3.61,5.07,1.17,1.4,932.0,932.1,3.721030042918455,3.8729750026821157,1020.0,801.0,0.29411764705882354,0.2218836565096953,3468.0,3610.0
LAA,TEX,LAA,TEX,Yusei Kikuchi,DOG team pitching,3.23,3.18,1.4,1.16,122.2,951.1,3.8461538461538463,3.7083377142256335,127.0,872.0,0.2702127659574468,0.2472356110008506,0.251,0.226,470.0,3527.0,4.8,3.18,1.43,1.16,826.8,951.1,3.842525399129173,3.7083377142256335,709.0,872.0,0.22316650928548945,0.2472356110008506,3177.0,3527.0
NYM,SD,NYM,SD,FAV team pitching,Ryan Bergert,3.54,2.84,1.31,1.14,950.0,31.2,3.7673684210526317,3.6538461538461537,915.0,30.0,0.25565800502933783,0.2631578947368421,0.239,0.193,3579.0,114.0,3.54,3.63,1.31,1.23,950.0,912.8,3.7673684210526317,3.726993865030675,915.0,873.0,0.25565800502933783,0.2566137566137566,3579.0,3402.0
SF,PIT,SF,PIT,Justin Verlander,DOG team pitching,4.7,3.73,1.49,1.2,84.1,945.2,3.9714625445897744,3.744181125687685,70.0,816.0,0.20958083832335328,0.2305736083639446,0.278,0.234,334.0,3539.0,3.56,3.73,1.26,1.2,861.1,945.2,3.7603065846010915,3.744181125687685,837.0,816.0,0.25849289684990734,0.2305736083639446,3238.0,3539.0
SEA,OAK,SEA,OAK,FAV team pitching,Luis Severino,3.85,4.95,1.26,1.35,970.2,125.1,3.779633065347351,3.932853717026379,902.0,92.0,0.2459776383965094,0.18699186991869918,0.242,0.262,3667.0,492.0,3.85,5.09,1.26,1.42,970.2,839.9,3.779633065347351,3.8695082747946183,902.0,781.0,0.2459776383965094,0.2403076923076923,3667.0,3250.0
TOR,BAL,TOR,BAL,FAV team pitching,Charlie Morton,4.17,5.42,1.25,1.54,950.0,96.1,3.771578947368421,3.9125910509885538,959.0,99.0,0.2676528049120848,0.2632978723404255,0.239,0.271,3583.0,376.0,4.17,4.82,1.25,1.4,950.0,836.0,3.771578947368421,3.895933014354067,959.0,771.0,0.2676528049120848,0.23672090881179,3583.0,3257.0
,,,,FAV team pitching (missing),DOG team pitching (missing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
