favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
CHC,STL,CHC,STL,FAV team pitching,Miles Mikolas,3.84,4.76,1.18,1.33,1408.0,151.1,3.7542613636363638,3.9907346128391796,1228.0,96.0,0.23231176693151723,0.15920398009950248,0.24,0.274,5286.0,603.0,3.84,4.17,1.18,1.32,1408.0,1256.9,3.7542613636363638,3.8404009865542204,1228.0,1089.0,0.23231176693151723,0.22560596643878186,5286.0,4827.0
TOR,TB,TB,TOR,Shane Bieber,Adrian Houser,3.57,3.18,0.96,1.27,35.1,119.0,3.732193732193732,3.722689075630252,34.0,87.0,0.2595419847328244,0.1963882618510158,0.221,0.26,131.0,443.0,4.24,3.93,1.28,1.2,1375.9,1288.1,3.7895195871793006,3.7497088735346638,1362.0,1302.0,0.2612197928653625,0.26956521739130435,5214.0,4830.0
MIL,CIN,CIN,MIL,Quinn Priester,Zack Littell,3.25,3.86,1.21,1.1,152.1,182.0,3.7541091387245236,3.8131868131868134,128.0,127.0,0.22416812609457093,0.1829971181556196,0.238,0.246,571.0,694.0,3.65,3.88,1.23,1.24,1262.9,1227.0,3.725552300261303,3.757131214343928,1274.0,1225.0,0.27077577045696066,0.26572668112798264,4705.0,4610.0
NYM,MIA,NYM,MIA,FAV team pitching,Sandy Alcantara,4.04,5.48,1.33,1.28,1407.0,167.2,3.8073916133617627,3.8456937799043063,1370.0,139.0,0.25574015307074854,0.2161741835147745,0.246,0.247,5357.0,643.0,4.04,4.53,1.33,1.3,1407.0,1248.9,3.8073916133617627,3.845784290175354,1370.0,1125.0,0.25574015307074854,0.23422860712054966,5357.0,4803.0
CLE,TEX,TEX,CLE,Slade Cecconi,Mitch Keller,4.15,4.22,1.18,1.24,128.0,172.2,3.8203125,3.9024390243902443,106.0,144.0,0.2167689161554192,0.21428571428571427,0.245,0.25,489.0,672.0,3.63,3.73,1.28,1.22,1286.0,1232.0,3.744167962674961,3.74025974025974,1245.0,1142.0,0.2585669781931464,0.2478298611111111,4815.0,4608.0
ATL,PIT,PIT,ATL,Joey Wentz,Zac Gallen,5.46,4.7,1.52,1.24,94.0,187.2,3.9680851063829787,3.824786324786325,89.0,172.0,0.2386058981233244,0.24022346368715083,0.273,0.236,373.0,716.0,4.28,4.39,1.28,1.32,1317.0,1232.8,3.7820804859529233,3.8513951979234267,1302.0,1092.0,0.26139329451917287,0.22999157540016849,4981.0,4748.0
SD,ARI,SD,ARI,Yu Darvish,Joe Ryan,5.51,3.47,1.15,1.04,67.0,166.0,3.746268656716418,3.6987951807228914,64.0,185.0,0.2549800796812749,0.30130293159609123,0.239,0.218,251.0,614.0,3.55,4.77,1.2,1.36,1339.0,1234.0,3.707244212098581,3.8881685575364666,1328.0,1151.0,0.26752618855761484,0.23989162150896207,4964.0,4798.0
PHI,MIN,MIN,PHI,Aaron Nola,Yoendrys Gómez,6.46,4.92,1.45,1.39,86.1,56.2,4.006968641114983,3.879003558718861,88.0,53.0,0.25507246376811593,0.24311926605504589,0.281,0.239,345.0,218.0,3.65,4.22,1.23,1.37,1326.0,1333.8,3.8031674208144794,3.805668016194332,1345.0,1197.0,0.26670632559984137,0.23581560283687944,5043.0,5076.0
WAS,CWS,CWS,WAS,Cade Cavalli,Casey Mize,4.23,3.91,1.43,1.28,44.2,142.2,4.004524886877828,3.917018284106892,34.0,131.0,0.192090395480226,0.23518850987432674,0.282,0.264,177.0,557.0,5.38,3.97,1.45,1.25,1351.9,1268.8,3.895258525038834,3.7626103404791933,1184.0,1214.0,0.224838587162932,0.2542940930037704,5266.0,4774.0
BOS,DET,DET,BOS,Kyle Harrison,Emmet Sheehan,3.58,2.86,1.19,0.97,32.2,72.1,3.881987577639751,3.606102635228849,32.0,86.0,0.256,0.33076923076923076,0.224,0.185,125.0,260.0,3.72,4.06,1.29,1.28,1388.9,1341.9,3.784289725682194,3.7394738803189504,1297.0,1378.0,0.246765601217656,0.27461139896373055,5256.0,5018.0
HOU,LAA,HOU,LAA,FAV team pitching,Kyle Hendricks,3.89,4.79,1.23,1.28,1416.0,159.2,3.7542372881355934,3.869346733668342,1480.0,106.0,0.27840481565086533,0.17207792207792208,0.233,0.263,5316.0,616.0,3.89,4.9,1.23,1.46,1416.0,1244.9,3.7542372881355934,3.8420756687284117,1480.0,1146.0,0.27840481565086533,0.23959857829813924,5316.0,4783.0
SEA,LAD,LAD,SEA,FAV team pitching,Trevor Rogers,3.86,1.35,1.22,0.87,1435.2,106.2,3.7834448160535117,3.5404896421845575,1396.0,100.0,0.2570902394106814,0.26595744680851063,0.241,0.178,5430.0,376.0,3.86,4.83,1.22,1.41,1435.2,1302.0,3.7834448160535117,3.88863287250384,1396.0,1225.0,0.2570902394106814,0.24195141220620187,5430.0,5063.0
KAN,OAK,KAN,OAK,FAV team pitching,DOG team pitching,3.75,4.7,1.24,1.36,1410.0,1410.2,3.781560283687943,3.830662317401787,1241.0,1301.0,0.2327456864216054,0.240836727138097,0.241,0.252,5332.0,5402.0,3.75,4.7,1.24,1.36,1410.0,1410.2,3.781560283687943,3.830662317401787,1241.0,1301.0,0.2327456864216054,0.240836727138097,5332.0,5402.0
SF,COL,SF,COL,Trevor McDonald,DOG team pitching,3.38,5.99,1.38,1.59,8.0,1383.1,3.875,4.029354348926325,4.0,1076.0,0.12903225806451613,0.19307374842993003,0.29,0.297,31.0,5573.0,3.88,5.99,1.31,1.59,1398.2,1383.1,3.8070376197968816,4.029354348926325,1320.0,1076.0,0.24798046214540673,0.19307374842993003,5323.0,5573.0
NYY,BAL,NYY,BAL,Will Warren,DOG team pitching,4.35,4.57,1.37,1.37,157.1,1408.2,3.8828771483131765,3.8623775031955687,164.0,1325.0,0.26885245901639343,0.24361095789667217,0.249,0.259,610.0,5439.0,3.89,4.57,1.23,1.37,1255.1,1408.2,3.751095530236635,3.8623775031955687,1245.0,1325.0,0.26444350042480885,0.24361095789667217,4708.0,5439.0
