favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
OAK,LAA,OAK,LAA,Luis Severino,Mitch Farris,4.65,1.8,1.32,1.0,141.1,5.0,3.8837703756201276,3.2,107.0,3.0,0.19525547445255476,0.1875,0.259,0.188,548.0,16.0,4.81,4.83,1.37,1.44,1128.0,1252.0,3.827127659574468,3.849041533546326,1075.0,1110.0,0.2490155200370628,0.23033824444905582,4317.0,4819.0
NYY,TOR,NYY,TOR,Max Fried,DOG team pitching,2.98,4.24,1.11,1.27,169.0,1260.0,3.7810650887573964,3.7857142857142856,159.0,1257.0,0.24882629107981222,0.26352201257861635,0.222,0.242,639.0,4770.0,4.07,4.24,1.28,1.27,1092.2,1260.0,3.763962644204358,3.7857142857142856,1106.0,1257.0,0.2690342982242763,0.26352201257861635,4111.0,4770.0
MIL,PIT,MIL,PIT,Clayton Kershaw,Bubba Chandler,3.28,2.25,1.18,0.83,93.1,12.0,3.705692803437165,3.6666666666666665,61.0,9.0,0.17681159420289855,0.20454545454545456,0.246,0.205,345.0,44.0,4.18,3.89,1.3,1.22,1164.9,1249.2,3.7677053824362603,3.7680115273775217,1207.0,1123.0,0.27500569605832764,0.23858083705120034,4389.0,4707.0
CIN,NYM,NYM,CIN,Hunter Greene,Kai-Wei Teng,2.7,7.23,0.97,1.71,83.1,18.2,3.718411552346571,4.175824175824176,101.0,20.0,0.3268608414239482,0.2631578947368421,0.207,0.303,309.0,76.0,4.04,3.71,1.27,1.27,1174.1,1238.0,3.7850268290605573,3.7948303715670435,1104.0,1176.0,0.24842484248424843,0.2503192848020434,4444.0,4698.0
LAD,BAL,LAD,BAL,Framber Valdez,Tomoyuki Sugano,3.4,4.41,1.2,1.32,169.1,140.2,3.7019515079834417,3.972895863052782,166.0,95.0,0.26517571884984026,0.17055655296229802,0.235,0.271,626.0,557.0,3.93,4.69,1.22,1.39,1107.1,1113.8,3.754855026646193,3.86514634584306,1194.0,1070.0,0.28722636516718786,0.24854819976771197,4157.0,4305.0
PHI,MIA,PHI,MIA,Dylan Cease,Tyler Phillips,4.81,3.15,1.34,1.25,146.0,65.2,3.8013698630136985,3.7883435582822083,190.0,43.0,0.34234234234234234,0.17408906882591094,0.24,0.247,555.0,247.0,3.53,4.82,1.2,1.32,1107.0,1192.9,3.7046070460704605,3.847765948528795,1033.0,1075.0,0.25188978297976106,0.23420479302832245,4101.0,4590.0
CHC,WAS,CHC,WAS,Drew Pomeranz,Bailey Ober,2.4,5.23,1.11,1.35,41.1,124.0,3.673965936739659,4.008064516129032,44.0,99.0,0.2913907284768212,0.19919517102615694,0.219,0.284,151.0,497.0,3.92,4.51,1.2,1.33,1218.9,1125.0,3.759127081795061,3.864888888888889,1045.0,1090.0,0.22806634657354866,0.25068997240110397,4582.0,4348.0
STL,SF,STL,SF,Sonny Gray,DOG team pitching,4.43,3.76,1.23,1.28,158.1,1256.2,3.9089184060721065,3.8003502626970227,173.0,1196.0,0.27993527508090615,0.2505236698785086,0.264,0.246,618.0,4774.0,4.26,3.76,1.33,1.28,1105.1,1256.2,3.8530449733055834,3.8003502626970227,882.0,1196.0,0.20713950211366838,0.2505236698785086,4258.0,4774.0
HOU,TEX,HOU,TEX,FAV team pitching,Patrick Corbin,3.86,4.48,1.22,1.35,1276.2,136.2,3.747845165334587,3.8619676945668138,1360.0,114.0,0.2843403721513694,0.21673003802281368,0.232,0.266,4783.0,526.0,3.86,3.35,1.22,1.15,1276.2,1135.9,3.747845165334587,3.6992693018751646,1360.0,1074.0,0.2843403721513694,0.2555925749643027,4783.0,4202.0
DET,CWS,CWS,DET,Charlie Morton,DOG team pitching,5.51,4.25,1.51,1.37,132.1,1251.1,3.906131718395155,3.8126448725121898,140.0,1109.0,0.2713178294573643,0.23249475890985324,0.267,0.248,516.0,4770.0,3.69,4.25,1.2,1.37,1136.1,1251.1,3.7514303318369864,3.8126448725121898,1062.0,1109.0,0.24917878930079776,0.23249475890985324,4262.0,4770.0
