favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
NYM,TEX,NYM,TEX,Jonah Tong,Jacob deGrom,4.09,2.78,1.18,0.93,11.0,155.2,3.8181818181818183,3.6340206185567014,12.0,169.0,0.2857142857142857,0.299645390070922,0.214,0.195,42.0,564.0,4.02,3.52,1.33,1.2,1286.0,1152.9,3.8102643856920686,3.7288576632838923,1256.0,1047.0,0.2563265306122449,0.2435450104675506,4900.0,4299.0
ATL,HOU,HOU,ATL,Hurston Waldrep,Jayden Murray,1.33,0.0,1.06,0.0,40.2,2.1,3.507462686567164,3.333333333333333,38.0,1.0,0.2695035460992908,0.14285714285714285,0.191,0.0,141.0,7.0,4.52,3.85,1.32,1.22,1252.8,1308.9,3.804278416347382,3.745129498051799,1222.0,1386.0,0.2563994964330676,0.2827417380660955,4766.0,4902.0
CHC,TB,CHC,TB,Matthew Boyd,Shane Baz,2.92,4.94,1.06,1.34,166.1,155.0,3.630343166767008,3.8193548387096774,145.0,164.0,0.24046434494195687,0.27702702702702703,0.232,0.253,603.0,592.0,4.0,3.74,1.21,1.19,1128.9,1137.1,3.7682699973425455,3.73845747955325,974.0,1115.0,0.22896097790314998,0.2622912255939779,4254.0,4251.0
CLE,CWS,CWS,CLE,Tanner Bibee,Martín Pérez,4.69,3.15,1.3,1.07,161.1,45.2,3.8485412787088764,3.6283185840707963,139.0,39.0,0.22419354838709676,0.23780487804878048,0.256,0.189,620.0,164.0,3.74,4.26,1.3,1.37,1135.9,1241.9,3.7591337265604365,3.8110959014413397,1067.0,1108.0,0.24988290398126464,0.234100993027678,4270.0,4733.0
OAK,CIN,CIN,OAK,FAV team pitching,Brady Singer,4.81,3.98,1.36,1.26,1304.1,149.1,3.8355954297983286,3.7089201877934275,1215.0,145.0,0.2429028388644542,0.26220614828209765,0.253,0.239,5002.0,553.0,4.81,3.9,1.36,1.24,1304.1,1144.9,3.8355954297983286,3.776749061053367,1215.0,1094.0,0.2429028388644542,0.2530064754856614,5002.0,4324.0
LAD,SF,LAD,SF,FAV team pitching,Justin Verlander,4.03,4.09,1.27,1.39,1294.0,127.2,3.7527047913446676,3.9544025157232703,1324.0,120.0,0.2726523887973641,0.23856858846918488,0.237,0.266,4856.0,503.0,4.03,3.72,1.27,1.28,1294.0,1164.0,3.7527047913446676,3.783505154639175,1324.0,1115.0,0.2726523887973641,0.25317892824704813,4856.0,4404.0
TOR,BAL,BAL,TOR,Chris Bassitt,Brandon Pfaadt,3.97,5.18,1.32,1.38,161.0,153.0,3.919254658385093,4.071895424836601,157.0,129.0,0.24881141045958796,0.20706260032102727,0.26,0.286,631.0,623.0,4.22,4.38,1.25,1.31,1135.0,1154.2,3.7594713656387664,3.821694680298042,1135.0,1034.0,0.26599484415280056,0.2344139650872818,4267.0,4411.0
DET,MIA,DET,MIA,FAV team pitching,Sandy Alcantara,3.9,5.67,1.24,1.32,1303.2,154.0,3.770718232044199,3.857142857142857,1244.0,123.0,0.25315425315425316,0.20707070707070707,0.241,0.253,4914.0,594.0,3.9,4.63,1.24,1.32,1303.2,1149.1,3.770718232044199,3.8525802802193025,1244.0,1034.0,0.25315425315425316,0.23356674949175513,4914.0,4427.0
NYY,BOS,NYY,BOS,FAV team pitching,Lucas Giolito,4.01,3.38,1.27,1.26,1297.2,130.1,3.774283071230342,3.7663335895465027,1295.0,107.0,0.2645016339869281,0.21836734693877552,0.232,0.241,4896.0,490.0,4.01,3.78,1.27,1.29,1297.2,1184.0,3.774283071230342,3.7888513513513513,1295.0,1111.0,0.2645016339869281,0.24765938475256352,4896.0,4486.0
MIN,ARI,ARI,MIN,Pablo López,Michael Lorenzen,2.84,4.63,1.08,1.33,66.2,124.1,3.7915407854984893,3.9403706688154716,65.0,110.0,0.2589641434262948,0.2249488752556237,0.227,0.268,251.0,489.0,4.7,3.57,1.34,1.24,1216.8,1180.9,3.881492439184747,3.7691591159285287,1156.0,1042.0,0.24475968663984757,0.2341046955740283,4723.0,4451.0
