favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
HOU,LAA,LAA,HOU,Cristian Javier,Tyler Anderson,5.4,4.73,1.5,1.4,10.0,131.1,3.8,3.920671243325706,10.0,103.0,0.2631578947368421,0.20038910505836577,0.237,0.253,38.0,514.0,3.85,4.82,1.22,1.45,1183.2,1047.9,3.746619337390128,3.8419696535928995,1252.0,946.0,0.28242725016918563,0.23497267759562843,4433.0,4026.0
CIN,STL,STL,CIN,Zack Littell,Matthew Liberatore,3.62,4.27,1.14,1.29,154.0,126.1,3.831168831168831,3.9254559873116577,106.0,98.0,0.17966101694915254,0.19797979797979798,0.251,0.265,590.0,495.0,3.87,4.28,1.25,1.3,1030.2,1065.1,3.76625897883906,3.843770537977655,1019.0,901.0,0.26262886597938145,0.22007816316560821,3880.0,4094.0
LAD,ARI,LAD,ARI,Blake Snell,Zac Gallen,1.97,5.13,1.38,1.31,32.0,156.0,3.59375,3.8846153846153846,30.0,141.0,0.2608695652173913,0.23267326732673269,0.252,0.251,115.0,606.0,4.14,4.45,1.29,1.33,1157.2,1045.2,3.7754925682682337,3.8614619211634134,1160.0,932.0,0.26550698100251774,0.2309217046580773,4369.0,4036.0
SEA,CLE,SEA,CLE,Adrian Houser,Logan Allen,2.88,4.35,1.29,1.43,90.2,128.1,3.7583148558758315,3.848555815768931,62.0,100.0,0.18289085545722714,0.2028397565922921,0.263,0.264,339.0,493.0,4.05,3.88,1.2,1.3,1086.9,1045.9,3.7537951973502617,3.76326608662396,1080.0,999.0,0.2647058823529412,0.2538109756097561,4080.0,3936.0
KAN,DET,DET,KAN,Seth Lugo,Jack Leiter,3.99,3.81,1.24,1.31,142.0,115.2,3.7183098591549295,3.7760416666666665,120.0,111.0,0.22727272727272727,0.25517241379310346,0.237,0.218,528.0,435.0,3.62,3.38,1.25,1.17,1049.0,1082.9,3.797902764537655,3.7039431157078213,925.0,1005.0,0.23217871485943775,0.2505609573672401,3984.0,4011.0
OAK,TEX,TEX,OAK,Jeffrey Springs,Eury Pérez,4.15,3.44,1.18,0.98,145.1,70.2,3.7835975189524467,3.5754985754985755,117.0,70.0,0.21311475409836064,0.2788844621513944,0.228,0.175,549.0,251.0,4.87,4.64,1.38,1.32,1054.0,1119.9,3.8396584440227706,3.8414144120010714,996.0,987.0,0.24610822831727205,0.22942817294281728,4047.0,4302.0
CHC,COL,CHC,COL,FAV team pitching,Germán Márquez,3.83,5.67,1.2,1.64,1188.0,98.1,3.76010101010101,4.17940876656473,1022.0,73.0,0.22878889635101857,0.17804878048780487,0.241,0.307,4467.0,410.0,3.83,5.96,1.2,1.6,1188.0,1069.0,3.76010101010101,4.024321796071095,1022.0,820.0,0.22878889635101857,0.1906090190609019,4467.0,4302.0
NYM,MIA,NYM,MIA,FAV team pitching,Bryce Elder,3.78,6.12,1.31,1.52,1187.0,117.2,3.7893850042123,4.001706484641638,1146.0,96.0,0.25477990217874613,0.2046908315565032,0.24,0.286,4498.0,469.0,3.78,4.26,1.31,1.29,1187.0,1068.0,3.7893850042123,3.7734082397003745,1146.0,1048.0,0.25477990217874613,0.26004962779156326,4498.0,4030.0
NYY,CWS,NYY,CWS,FAV team pitching,Yoendrys Gómez,3.96,4.73,1.26,1.48,1189.2,32.1,3.7630339724184325,3.925233644859813,1197.0,29.0,0.2674860335195531,0.23015873015873015,0.23,0.238,4475.0,126.0,3.96,4.22,1.26,1.37,1189.2,1137.0,3.7630339724184325,3.8117854001759013,1197.0,992.0,0.2674860335195531,0.22888786340562992,4475.0,4334.0
TOR,MIL,MIL,TOR,Shane Bieber,DOG team pitching,1.5,3.63,0.33,1.23,6.0,1202.2,3.3333333333333335,3.7389785393445347,9.0,1183.0,0.45,0.2631813125695217,0.1,0.23,20.0,4495.0,4.24,3.63,1.26,1.23,1183.2,1202.2,3.7753549695740363,3.7389785393445347,1179.0,1183.0,0.2639355271994627,0.2631813125695217,4467.0,4495.0
