favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
OAK,PIT,OAK,PIT,Luis Severino,DOG team pitching,4.82,3.87,1.32,1.23,151.1,1349.2,3.8848444738583723,3.767417729024607,116.0,1225.0,0.19761499148211242,0.24099940979736376,0.259,0.238,587.0,5083.0,4.71,3.87,1.37,1.23,1207.1,1349.2,3.824041090216221,3.767417729024607,1138.0,1225.0,0.24653379549393414,0.24099940979736376,4616.0,5083.0
DET,ATL,ATL,DET,Charlie Morton,Janson Junk,5.56,4.48,1.54,1.19,139.1,98.1,3.903666427030913,3.863404689092763,146.0,68.0,0.26887661141804786,0.17941952506596306,0.267,0.274,543.0,379.0,3.72,4.71,1.21,1.32,1219.9,1261.0,3.760144274120829,3.8493259318001587,1153.0,1139.0,0.2513625463265751,0.234651833539349,4587.0,4854.0
TOR,KAN,TOR,KAN,Mitch Farris,Michael Lorenzen,4.8,4.91,1.2,1.38,15.0,128.1,3.6,3.9734582357533177,14.0,114.0,0.25925925925925924,0.22396856581532418,0.204,0.277,54.0,509.0,4.89,3.65,1.44,1.24,1337.1,1228.9,3.8538628374841077,3.7675970380014645,1189.0,1080.0,0.23073937512128856,0.23326133909287258,5153.0,4630.0
TEX,MIA,MIA,TEX,Tyler Mahle,Bryan Woo,2.34,3.02,1.13,0.94,77.0,181.2,3.6363636363636362,3.6920529801324506,56.0,191.0,0.2,0.28550074738415543,0.214,0.203,280.0,669.0,3.52,4.04,1.17,1.29,1282.1,1200.0,3.7251384447391,3.8025,1207.0,1143.0,0.2527219430485762,0.2504930966469428,4776.0,4563.0
LAA,COL,LAA,COL,Shota Imanaga,Bradley Blalock,3.29,9.0,0.95,1.82,134.0,50.0,3.6865671641791047,4.14,110.0,22.0,0.22267206477732793,0.10628019323671498,0.211,0.343,494.0,207.0,3.86,5.92,1.21,1.59,1223.0,1282.1,3.756336876533115,4.035566648467358,1077.0,993.0,0.23443622115803223,0.1919211441824507,4594.0,5174.0
MIL,STL,MIL,STL,Dylan Cease,Sonny Gray,4.59,4.43,1.32,1.22,157.0,168.2,3.7961783439490446,3.8822829964328185,201.0,187.0,0.337248322147651,0.28637059724349156,0.238,0.259,596.0,653.0,3.57,4.27,1.18,1.33,1194.0,1185.8,3.707705192629816,3.8471917692696915,1140.0,948.0,0.2575107296137339,0.20780359491451117,4427.0,4562.0
ARI,PHI,PHI,ARI,Ryne Nelson,Parker Messick,3.34,1.84,1.06,1.33,143.0,29.1,3.6923076923076925,3.9862542955326457,122.0,22.0,0.23106060606060605,0.1896551724137931,0.212,0.302,528.0,116.0,4.57,3.79,1.34,1.28,1221.0,1322.9,3.859131859131859,3.7546299795902938,1087.0,1246.0,0.23068760611205433,0.25085564727199516,4712.0,4967.0
HOU,SEA,SEA,HOU,Hunter Brown,DOG team pitching,2.27,3.91,1.0,1.24,174.1,1381.2,3.549684089603676,3.788010425716768,192.0,1334.0,0.3106796116504854,0.25496941896024466,0.197,0.243,618.0,5232.0,4.06,3.91,1.25,1.24,1189.9,1381.2,3.7751071518615005,3.788010425716768,1236.0,1334.0,0.27515583259127335,0.25496941896024466,4492.0,5232.0
CHC,CIN,CHC,CIN,FAV team pitching,Nick Lodolo,3.8,3.3,1.18,1.04,1357.0,144.2,3.7494473102431836,3.779472954230236,1187.0,137.0,0.23329402515723272,0.25137614678899084,0.24,0.229,5088.0,545.0,3.8,4.02,1.18,1.25,1357.0,1208.8,3.7494473102431836,3.7681998676373265,1187.0,1159.0,0.23329402515723272,0.2544456641053787,5088.0,4555.0
SD,CWS,SD,CWS,FAV team pitching,Davis Martin,3.69,4.01,1.2,1.28,1351.0,132.1,3.7179866765358995,3.769871309613929,1341.0,95.0,0.2669719291260203,0.19076305220883535,0.226,0.249,5023.0,498.0,3.69,4.25,1.2,1.37,1351.0,1206.0,3.7179866765358995,3.8067993366500827,1341.0,1098.0,0.2669719291260203,0.2391635809191897,5023.0,4591.0
LAD,SF,LAD,SF,Clayton Kershaw,DOG team pitching,3.53,3.83,1.22,1.3,102.0,1354.2,3.7254901960784315,3.805937084625609,71.0,1275.0,0.1868421052631579,0.24738067520372525,0.247,0.249,380.0,5154.0,4.07,3.83,1.26,1.3,1256.1,1354.2,3.738555847464374,3.805937084625609,1326.0,1275.0,0.2823679727427598,0.24738067520372525,4696.0,5154.0
NYM,WAS,NYM,WAS,Brandon Sproat,DOG team pitching,2.25,5.33,1.08,1.44,12.0,1343.1,3.5,3.8969548060457155,10.0,1166.0,0.23809523809523808,0.22277416889568208,0.214,0.268,42.0,5234.0,4.02,5.33,1.33,1.44,1340.0,1343.1,3.808955223880597,3.8969548060457155,1295.0,1166.0,0.25372257053291536,0.22277416889568208,5104.0,5234.0
NYY,BAL,NYY,BAL,FAV team pitching,Trevor Rogers,4.03,1.43,1.27,0.89,1358.2,100.2,3.7748490649388895,3.5728542914171655,1358.0,93.0,0.2648722449775697,0.25977653631284914,0.232,0.184,5127.0,358.0,4.03,4.86,1.27,1.41,1358.2,1253.0,3.7748490649388895,3.888268156424581,1358.0,1171.0,0.2648722449775697,0.24035303776683087,5127.0,4872.0
BOS,TB,BOS,TB,FAV team pitching,Drew Rasmussen,3.73,2.74,1.29,1.0,1369.1,144.2,3.7893506683222555,3.592233009708738,1282.0,122.0,0.24710871241326138,0.23552123552123552,0.245,0.212,5188.0,518.0,3.73,3.96,1.29,1.22,1369.1,1210.9,3.7893506683222555,3.760839045338178,1282.0,1213.0,0.24710871241326138,0.2663592446201142,5188.0,4554.0
MIN,CLE,CLE,MIN,Pablo López,DOG team pitching,2.64,3.75,1.1,1.28,71.2,1352.0,3.792134831460674,3.7596153846153846,71.0,1268.0,0.26296296296296295,0.24945898091678143,0.226,0.241,270.0,5083.0,4.76,3.75,1.35,1.28,1266.8,1352.0,3.880644142721819,3.7596153846153846,1207.0,1268.0,0.24552481692432873,0.24945898091678143,4916.0,5083.0
