favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
HOU,NYY,HOU,NYY,Framber Valdez,Luis Gil,2.83,13.5,1.12,2.7,140.0,3.1,3.65,4.516129032258064,144.0,3.0,0.28180039138943247,0.21428571428571427,0.219,0.357,511.0,14.0,3.84,4.01,1.2,1.26,892.0,1023.1,3.7488789237668163,3.767960121200274,972.0,1023.0,0.29066985645933013,0.26536964980544747,3344.0,3855.0
HOU,NYY,HOU,NYY,Framber Valdez,Luis Gil,2.83,13.5,1.12,2.7,140.0,3.1,3.65,4.516129032258064,144.0,3.0,0.28180039138943247,0.21428571428571427,0.219,0.357,511.0,14.0,3.84,4.01,1.2,1.26,892.0,1023.1,3.7488789237668163,3.767960121200274,972.0,1023.0,0.29066985645933013,0.26536964980544747,3344.0,3855.0
DET,LAA,LAA,DET,Charlie Morton,Jack Perkins,5.2,3.97,1.52,1.15,107.1,22.2,3.912231559290383,3.6936936936936937,107.0,23.0,0.2553699284009546,0.2804878048780488,0.272,0.195,419.0,82.0,3.66,4.97,1.2,1.4,929.0,1021.9,3.764262648008611,3.8575203053136318,887.0,927.0,0.2536459822705176,0.23515981735159816,3497.0,3942.0
DET,LAA,LAA,DET,Charlie Morton,Brad Lord,5.2,3.42,1.52,1.23,107.1,79.0,3.912231559290383,3.7088607594936707,107.0,65.0,0.2553699284009546,0.22184300341296928,0.272,0.242,419.0,293.0,3.66,5.54,1.2,1.47,929.0,931.1,3.764262648008611,3.938352486306519,887.0,806.0,0.2536459822705176,0.21979820016362148,3497.0,3667.0
OAK,BAL,OAK,BAL,Noah Cameron,Brandon Young,2.68,5.88,1.01,1.67,87.1,41.1,3.6739380022962114,4.038929440389294,72.0,38.0,0.225,0.2289156626506024,0.2,0.307,320.0,166.0,3.73,4.81,1.26,1.4,943.0,976.0,3.784729586426299,3.8934426229508197,841.0,912.0,0.23564023536004483,0.24,3569.0,3800.0
BAL,OAK,OAK,BAL,Brandon Young,Jesús Luzardo,5.88,4.32,1.67,1.35,41.1,127.0,4.038929440389294,3.8818897637795278,38.0,147.0,0.2289156626506024,0.29817444219066935,0.307,0.258,166.0,493.0,4.81,3.65,1.4,1.21,976.0,897.1,3.8934426229508197,3.8067105116486455,912.0,907.0,0.24,0.265592972181552,3800.0,3415.0
SF,WAS,SF,WAS,Carson Whisenhunt,Jesús Luzardo,4.35,4.32,1.16,1.35,10.1,127.0,3.8613861386138617,3.8818897637795278,7.0,147.0,0.1794871794871795,0.29817444219066935,0.205,0.258,39.0,493.0,3.61,3.65,1.27,1.21,1016.9,897.1,3.774215753761432,3.8067105116486455,985.0,907.0,0.2566440854611777,0.265592972181552,3838.0,3415.0
SF,WAS,SF,WAS,Carson Whisenhunt,Colin Rea,4.35,4.23,1.16,1.32,10.1,110.2,3.8613861386138617,3.8747731397459164,7.0,79.0,0.1794871794871795,0.18501170960187355,0.205,0.274,39.0,427.0,3.61,3.87,1.27,1.21,1016.9,912.0,3.774215753761432,3.7653508771929824,985.0,788.0,0.2566440854611777,0.2294700058241118,3838.0,3434.0
TEX,PHI,PHI,TEX,Jacob deGrom,Colin Rea,2.8,4.23,0.94,1.32,128.2,110.2,3.6271450858034324,3.8747731397459164,135.0,79.0,0.2903225806451613,0.18501170960187355,0.198,0.274,465.0,427.0,3.35,3.87,1.2,1.21,911.9,912.0,3.717512885184779,3.7653508771929824,822.0,788.0,0.2424778761061947,0.2294700058241118,3390.0,3434.0
TEX,PHI,PHI,TEX,Jacob deGrom,Lucas Giolito,2.8,3.57,0.94,1.19,128.2,95.2,3.6271450858034324,3.7605042016806722,135.0,81.0,0.2903225806451613,0.22625698324022347,0.198,0.243,465.0,358.0,3.35,3.72,1.2,1.31,911.9,953.8,3.717512885184779,3.7859089955965612,822.0,885.0,0.2424778761061947,0.24508446413735807,3390.0,3611.0
STL,CHC,STL,CHC,Andre Pallante,Lucas Giolito,4.57,3.57,1.32,1.19,122.0,95.2,3.8934426229508197,3.7605042016806722,80.0,81.0,0.16842105263157894,0.22625698324022347,0.255,0.243,475.0,358.0,4.13,3.72,1.29,1.31,910.2,953.8,3.850802021533729,3.7859089955965612,765.0,885.0,0.21825962910128388,0.24508446413735807,3505.0,3611.0
STL,CHC,STL,CHC,Andre Pallante,Bradley Blalock,4.57,7.68,1.32,1.66,122.0,38.2,3.8934426229508197,4.162303664921466,80.0,18.0,0.16842105263157894,0.11320754716981132,0.255,0.333,475.0,159.0,4.13,5.94,1.29,1.62,910.2,965.8,3.850802021533729,4.040173949057776,765.0,733.0,0.21825962910128388,0.18785238339313173,3505.0,3902.0
SD,BOS,SD,BOS,Michael King,Joe Boyle,2.59,2.3,1.02,0.88,55.2,27.1,3.713768115942029,3.5055350553505535,64.0,26.0,0.3121951219512195,0.2736842105263158,0.195,0.137,205.0,95.0,3.69,3.89,1.23,1.22,970.8,1009.1,3.709311907704986,3.7627588940640173,918.0,959.0,0.2549291863371286,0.2525678166973927,3601.0,3797.0
SD,BOS,SD,BOS,Michael King,Joe Boyle,2.59,2.3,1.02,0.88,55.2,27.1,3.713768115942029,3.5055350553505535,64.0,26.0,0.3121951219512195,0.2736842105263158,0.195,0.137,205.0,95.0,3.69,3.89,1.23,1.22,970.8,1009.1,3.709311907704986,3.7627588940640173,918.0,959.0,0.2549291863371286,0.2525678166973927,3601.0,3797.0
ARI,COL,COL,ARI,Eduardo Rodriguez,Ryan Gusto,5.53,4.92,1.66,1.43,97.2,86.0,4.176954732510288,4.0,103.0,87.0,0.2536945812807882,0.25290697674418605,0.308,0.276,406.0,344.0,4.44,4.39,1.31,1.29,934.0,937.1,3.8276231263383296,3.8096254401878133,850.0,820.0,0.23776223776223776,0.22969187675070027,3575.0,3570.0
KAN,MIN,KAN,MIN,FAV team pitching,Bailey Ober,3.64,5.38,1.24,1.41,1030.1,97.0,3.775361615377148,4.072164948453608,913.0,78.0,0.2347647210079712,0.19746835443037974,0.238,0.289,3889.0,395.0,3.64,4.16,1.24,1.26,1030.1,912.0,3.775361615377148,3.830043859649123,913.0,896.0,0.2347647210079712,0.2565130260521042,3889.0,3493.0
KAN,MIN,KAN,MIN,FAV team pitching,Bailey Ober,3.64,5.38,1.24,1.41,1030.1,97.0,3.775361615377148,4.072164948453608,913.0,78.0,0.2347647210079712,0.19746835443037974,0.238,0.289,3889.0,395.0,3.64,4.16,1.24,1.26,1030.1,912.0,3.775361615377148,3.830043859649123,913.0,896.0,0.2347647210079712,0.2565130260521042,3889.0,3493.0
CIN,PIT,CIN,PIT,FAV team pitching,Braxton Ashcraft,3.89,3.24,1.24,1.38,1032.2,33.1,3.7734935090098816,3.927492447129909,971.0,28.0,0.24929396662387676,0.2153846153846154,0.234,0.262,3895.0,130.0,3.89,3.85,1.24,1.2,1032.2,1001.9,3.7734935090098816,3.7548657550653757,971.0,871.0,0.24929396662387676,0.2315257841573631,3895.0,3762.0
CIN,PIT,CIN,PIT,FAV team pitching,Braxton Ashcraft,3.89,3.24,1.24,1.38,1032.2,33.1,3.7734935090098816,3.927492447129909,971.0,28.0,0.24929396662387676,0.2153846153846154,0.234,0.262,3895.0,130.0,3.89,3.85,1.24,1.2,1032.2,1001.9,3.7734935090098816,3.7548657550653757,971.0,871.0,0.24929396662387676,0.2315257841573631,3895.0,3762.0
CLE,CWS,CLE,CWS,FAV team pitching,Sean Burke,3.83,4.23,1.3,1.41,1024.2,110.2,3.7531732083577425,3.8747731397459164,976.0,100.0,0.25390218522372526,0.234192037470726,0.24,0.248,3844.0,427.0,3.83,4.16,1.3,1.37,1024.2,901.9,3.7531732083577425,3.793103448275862,976.0,774.0,0.25390218522372526,0.22624963460976322,3844.0,3421.0
CLE,CWS,CLE,CWS,FAV team pitching,Sean Burke,3.83,4.23,1.3,1.41,1024.2,110.2,3.7531732083577425,3.8747731397459164,976.0,100.0,0.25390218522372526,0.234192037470726,0.24,0.248,3844.0,427.0,3.83,4.16,1.3,1.37,1024.2,901.9,3.7531732083577425,3.793103448275862,976.0,774.0,0.25390218522372526,0.22624963460976322,3844.0,3421.0
SEA,TB,TB,SEA,Logan Evans,Chris Bassitt,4.3,4.12,1.41,1.31,69.0,129.0,3.927536231884058,3.953488372093023,53.0,126.0,0.19557195571955718,0.24705882352941178,0.273,0.267,271.0,510.0,3.78,4.25,1.22,1.24,993.2,908.2,3.7585581957309704,3.7513763488218452,944.0,913.0,0.25287972140369674,0.2679776929850308,3733.0,3407.0
SEA,TB,TB,SEA,Logan Evans,DOG team pitching,4.3,3.85,1.41,1.21,69.0,1036.2,3.927536231884058,3.756031654120826,53.0,985.0,0.19557195571955718,0.25308324768756424,0.273,0.237,271.0,3892.0,3.78,3.85,1.22,1.21,993.2,1036.2,3.7585581957309704,3.756031654120826,944.0,985.0,0.25287972140369674,0.25308324768756424,3733.0,3892.0
ATL,MIA,MIA,ATL,Hurston Waldrep,DOG team pitching,1.59,4.43,0.88,1.3,5.2,1023.1,3.6538461538461537,3.825627993353533,4.0,907.0,0.21052631578947367,0.2317322432294328,0.158,0.249,19.0,3914.0,4.26,4.43,1.29,1.3,1012.0,1023.1,3.7707509881422925,3.825627993353533,1015.0,907.0,0.2659853249475891,0.2317322432294328,3816.0,3914.0
ATL,MIA,MIA,ATL,Erick Fedde,DOG team pitching,5.32,4.43,1.48,1.3,111.2,1023.1,3.8489208633093526,3.825627993353533,66.0,907.0,0.1542056074766355,0.2317322432294328,0.266,0.249,428.0,3914.0,4.12,4.43,1.27,1.3,906.0,1023.1,3.760485651214128,3.825627993353533,953.0,907.0,0.27971822717933664,0.2317322432294328,3407.0,3914.0
MIL,NYM,NYM,MIL,Hurston Waldrep,DOG team pitching,1.59,3.65,0.88,1.31,5.2,1030.0,3.6538461538461537,3.7786407766990293,4.0,990.0,0.21052631578947367,0.25436793422404935,0.158,0.239,19.0,3892.0,4.26,3.65,1.29,1.31,1012.0,1030.0,3.7707509881422925,3.7786407766990293,1015.0,990.0,0.2659853249475891,0.25436793422404935,3816.0,3892.0
MIL,NYM,NYM,MIL,Erick Fedde,DOG team pitching,5.32,3.65,1.48,1.31,111.2,1030.0,3.8489208633093526,3.7786407766990293,66.0,990.0,0.1542056074766355,0.25436793422404935,0.266,0.239,428.0,3892.0,4.12,3.65,1.27,1.31,906.0,1030.0,3.760485651214128,3.7786407766990293,953.0,990.0,0.27971822717933664,0.25436793422404935,3407.0,3892.0
LAD,TOR,LAD,TOR,Tobias Myers,DOG team pitching,4.3,4.23,1.61,1.25,23.0,1037.2,4.130434782608695,3.776513690705746,19.0,1039.0,0.2,0.26525402093438855,0.284,0.24,95.0,3917.0,3.59,4.23,1.23,1.25,1000.1,1037.2,3.7266273372662733,3.776513690705746,979.0,1039.0,0.2626777569090421,0.26525402093438855,3727.0,3917.0
LAD,TOR,LAD,TOR,Tobias Myers,DOG team pitching,4.3,4.23,1.61,1.25,23.0,1037.2,4.130434782608695,3.776513690705746,19.0,1039.0,0.2,0.26525402093438855,0.284,0.24,95.0,3917.0,3.59,4.23,1.23,1.25,1000.1,1037.2,3.7266273372662733,3.776513690705746,979.0,1039.0,0.2626777569090421,0.26525402093438855,3727.0,3917.0
,,,,Blake Snell,DOG team pitching (missing),3.21,,1.64,,14.0,,4.071428571428571,,12.0,,0.21052631578947367,,0.263,,57.0,,4.14,,1.31,,1019.1,,3.784712000785006,,1012.0,,0.262380088151413,,3857.0,
,,,,Blake Snell,DOG team pitching (missing),3.21,,1.64,,14.0,,4.071428571428571,,12.0,,0.21052631578947367,,0.263,,57.0,,4.14,,1.31,,1019.1,,3.784712000785006,,1012.0,,0.262380088151413,,3857.0,
