favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
NYM,MIA,NYM,MIA,Kodai Senga,Sandy Alcantara,2.73,5.87,1.29,1.35,108.2,141.0,3.7060998151571165,3.872340425531915,103.0,113.0,0.256857855361596,0.20695970695970695,0.217,0.255,401.0,546.0,3.96,4.55,1.32,1.32,1096.8,1066.1,3.8092633114514953,3.833599099521621,1063.0,957.0,0.2544279559597894,0.2341570834352826,4178.0,4087.0
BOS,PIT,PIT,BOS,Lucas Giolito,Mitch Keller,3.47,4.35,1.22,1.28,119.1,151.0,3.7783375314861463,3.9139072847682117,99.0,125.0,0.22,0.21150592216582065,0.24,0.255,450.0,591.0,3.72,3.84,1.3,1.2,1107.9,1057.2,3.7819297770556908,3.739122209610291,1037.0,955.0,0.24749403341288784,0.24158866683531496,4190.0,3953.0
TEX,OAK,TEX,OAK,Matthew Boyd,J.T. Ginn,2.82,4.96,1.06,1.38,153.1,65.1,3.625081645983018,3.947772657450077,137.0,74.0,0.24684684684684685,0.28793774319066145,0.229,0.268,555.0,257.0,3.99,4.8,1.22,1.37,1052.9,1152.0,3.7819356064203626,3.8333333333333335,899.0,1050.0,0.2257659467604219,0.23777173913043478,3982.0,4416.0
MIN,SD,SD,MIN,Joe Ryan,José Soriano,3.22,3.85,0.97,1.36,148.0,154.1,3.6554054054054053,3.7508111615833877,166.0,136.0,0.3068391866913124,0.23529411764705882,0.213,0.251,541.0,578.0,4.66,4.89,1.36,1.45,1040.0,1041.9,3.893269230769231,3.8631346578366443,962.0,921.0,0.23758952827858731,0.2288198757763975,4049.0,4025.0
NYY,CWS,NYY,CWS,Bryce Miller,Martín Pérez,5.98,2.02,1.5,0.95,58.2,35.2,3.865979381443299,3.5227272727272725,47.0,32.0,0.2088888888888889,0.25806451612903225,0.276,0.169,225.0,124.0,3.88,4.32,1.25,1.38,1168.0,1153.9,3.791095890410959,3.819221769650749,1115.0,1014.0,0.251806684733514,0.23008849557522124,4428.0,4407.0
HOU,LAA,LAA,HOU,Hunter Brown,Brandon Pfaadt,2.37,5.24,1.01,1.37,155.2,142.2,3.5631443298969074,4.064697609001406,177.0,117.0,0.32007233273056057,0.20242214532871972,0.201,0.284,553.0,578.0,4.04,4.38,1.25,1.32,1056.0,1077.0,3.768939393939394,3.829155060352832,1110.0,973.0,0.27889447236180903,0.23593598448108632,3980.0,4124.0
SF,BAL,SF,BAL,Justin Verlander,Brandon Woodruff,4.47,3.1,1.43,0.87,116.2,49.1,3.9931153184165233,3.625254582484725,104.0,63.0,0.22413793103448276,0.3539325842696629,0.276,0.174,464.0,178.0,3.71,3.61,1.28,1.25,1087.0,1171.1,3.776448942042318,3.737511741098113,1037.0,1137.0,0.2526187576126675,0.25976696367374913,4105.0,4377.0
LAD,ARI,LAD,ARI,Yoshinobu Yamamoto,Hurston Waldrep,2.9,0.9,1.07,0.93,139.2,30.0,3.649425287356322,3.466666666666667,157.0,24.0,0.3090551181102362,0.23076923076923078,0.201,0.202,508.0,104.0,4.23,4.5,1.32,1.32,1068.0,1173.1,3.783707865168539,3.8010399795413865,1054.0,1138.0,0.26082652808710716,0.25521417358152054,4041.0,4459.0
TOR,MIL,MIL,TOR,Max Scherzer,DOG team pitching,3.82,3.59,1.06,1.23,66.0,1220.2,3.696969696969697,3.7329945910506472,61.0,1200.0,0.25,0.26344676180021953,0.221,0.23,244.0,4555.0,4.27,3.59,1.28,1.23,1141.2,1220.2,3.780231335436383,3.7329945910506472,1148.0,1200.0,0.2661103384330088,0.26344676180021953,4314.0,4555.0
CHC,COL,CHC,COL,FAV team pitching,Tanner Gordon,3.84,6.44,1.2,1.65,1206.0,50.1,3.7620232172470978,4.291417165668663,1036.0,32.0,0.2283447211813974,0.14883720930232558,0.242,0.326,4537.0,215.0,3.84,5.95,1.2,1.61,1206.0,1135.0,3.7620232172470978,4.025550660792952,1036.0,868.0,0.2283447211813974,0.1899759247100022,4537.0,4569.0
