favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
TOR,TB,TOR,TB,Chris Bassitt,Shane Baz,3.9,5.15,1.3,1.37,166.0,157.1,3.9036144578313254,3.851050286441757,163.0,169.0,0.2515432098765432,0.2793388429752066,0.256,0.258,648.0,605.0,4.15,3.69,1.25,1.19,1185.0,1189.0,3.751898734177215,3.7325483599663585,1187.0,1160.0,0.2669815564552407,0.26137899954934657,4446.0,4438.0
BOS,OAK,OAK,BOS,Brayan Bello,Yusei Kikuchi,3.25,4.08,1.22,1.46,157.2,167.2,3.7277353689567434,3.8935406698564594,118.0,166.0,0.20136518771331058,0.25499231950844853,0.237,0.267,586.0,651.0,3.79,5.01,1.3,1.44,1202.9,1176.9,3.7966580763155706,3.844846630979692,1154.0,1035.0,0.25268228596452813,0.2287292817679558,4567.0,4525.0
MIA,COL,MIA,COL,Luis Castillo,Tanner Gordon,3.76,6.14,1.25,1.5,167.1,66.0,3.8599640933572714,4.166666666666667,149.0,55.0,0.2310077519379845,0.2,0.254,0.302,645.0,275.0,3.96,6.02,1.24,1.61,1205.1,1257.1,3.7797693137498967,4.0307055922360995,1177.0,955.0,0.258397365532382,0.18847444247089007,4555.0,5067.0
MIL,LAA,LAA,MIL,Quinn Priester,Randy Vásquez,3.25,3.72,1.23,1.35,146.2,123.1,3.768809849521204,3.7936636880584893,118.0,71.0,0.21415607985480944,0.15203426124197003,0.241,0.251,551.0,467.0,3.65,3.66,1.22,1.18,1206.0,1219.9,3.7255389718076284,3.7101401754242147,1227.0,1261.0,0.27309147562875585,0.27861246133451173,4493.0,4526.0
DET,CLE,CLE,DET,Tarik Skubal,DOG team pitching,2.26,3.77,0.86,1.28,183.1,1343.0,3.6100491534680503,3.7624720774385705,224.0,1258.0,0.3388804841149773,0.24896101325944983,0.197,0.241,661.0,5053.0,4.18,3.77,1.3,1.28,1166.9,1343.0,3.798097523352472,3.7624720774385705,1064.0,1258.0,0.24007220216606498,0.24896101325944983,4432.0,5053.0
NYM,SD,NYM,SD,Jonah Tong,Logan Webb,8.49,3.34,1.71,1.26,11.2,188.2,4.285714285714286,3.8682252922422955,13.0,206.0,0.2708333333333333,0.28296703296703296,0.271,0.268,48.0,728.0,3.99,3.92,1.34,1.32,1331.8,1158.0,3.8046253191169845,3.79706390328152,1282.0,1064.0,0.25300967041642,0.24198317034341596,5067.0,4397.0
SEA,KAN,SEA,KAN,FAV team pitching,Stephen Kolek,3.94,3.71,1.24,1.2,1372.2,99.1,3.7895350531992418,3.733602421796166,1326.0,67.0,0.255,0.1810810810810811,0.243,0.246,5200.0,370.0,3.94,3.8,1.24,1.26,1372.2,1248.9,3.7895350531992418,3.794539194491152,1326.0,1119.0,0.255,0.23612576492930998,5200.0,4739.0
CIN,CHC,CHC,CIN,Hunter Greene,DOG team pitching,3.01,3.82,0.99,1.19,92.2,1349.0,3.698481561822126,3.7509266123054115,116.0,1175.0,0.34017595307917886,0.23221343873517786,0.202,0.241,341.0,5060.0,4.04,3.82,1.26,1.19,1251.8,1349.0,3.7785588752196837,3.7509266123054115,1171.0,1175.0,0.24756871035940803,0.23221343873517786,4730.0,5060.0
LAD,SF,LAD,SF,Yoshinobu Yamamoto,DOG team pitching,2.66,3.84,0.98,1.31,162.1,1346.2,3.584207279457125,3.807012331005794,187.0,1270.0,0.3218588640275387,0.24780487804878049,0.186,0.249,581.0,5125.0,4.24,3.84,1.31,1.31,1187.0,1346.2,3.764111204717776,3.807012331005794,1196.0,1270.0,0.26768128916741274,0.24780487804878049,4468.0,5125.0
NYY,BAL,NYY,BAL,FAV team pitching,Cade Povich,4.05,5.05,1.27,1.45,1349.2,101.2,3.777794248443522,3.9426877470355732,1343.0,109.0,0.26348832646654896,0.2731829573934837,0.233,0.276,5097.0,399.0,4.05,4.55,1.27,1.36,1349.2,1243.0,3.777794248443522,3.8616251005631534,1343.0,1144.0,0.26348832646654896,0.23833333333333334,5097.0,4800.0
