favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
NYY,TEX,NYY,TEX,Carlos Rodón,Jack Leiter,3.34,4.1,1.06,1.32,134.2,96.2,3.6363636363636367,3.773388773388773,156.0,90.0,0.319672131147541,0.24793388429752067,0.186,0.22,488.0,363.0,4.17,3.15,1.29,1.14,873.0,925.9,3.792668957617411,3.6991035749000973,854.0,853.0,0.25792811839323465,0.24905109489051094,3311.0,3425.0
MIA,HOU,HOU,MIA,Janson Junk,Gavin Williams,3.86,3.33,1.1,1.35,65.1,116.1,3.8095238095238098,3.67786391042205,48.0,117.0,0.1935483870967742,0.27400468384074944,0.266,0.222,248.0,427.0,4.47,3.92,1.31,1.29,932.0,890.1,3.8261802575107295,3.76699247275587,835.0,842.0,0.23415591699383062,0.25111840143155384,3566.0,3353.0
TB,LAA,TB,LAA,Jeffrey Springs,Tyler Anderson,4.0,4.49,1.17,1.39,126.0,118.1,3.7698412698412698,3.9458086367485183,102.0,92.0,0.21473684210526317,0.19742489270386265,0.225,0.255,475.0,466.0,5.18,4.58,1.44,1.42,893.0,893.9,3.881298992161254,3.83152477905806,818.0,803.0,0.2360069244085401,0.23445255474452556,3466.0,3425.0
NYM,CLE,NYM,CLE,David Peterson,Matthew Liberatore,2.83,3.96,1.24,1.28,127.0,109.0,3.7401574803149606,3.9174311926605503,105.0,84.0,0.22105263157894736,0.19672131147540983,0.24,0.265,475.0,427.0,3.79,4.27,1.32,1.29,886.0,905.2,3.785553047404063,3.8499779054352627,869.0,749.0,0.25909361955873583,0.21492109038737447,3354.0,3485.0
OAK,WAS,OAK,WAS,Nestor Cortes,DOG team pitching,9.0,5.41,1.75,1.45,8.0,984.1,3.875,3.920333299461437,8.0,846.0,0.25806451612903225,0.2192846034214619,0.226,0.273,31.0,3858.0,3.55,5.41,1.21,1.45,1000.0,984.1,3.714,3.920333299461437,960.0,846.0,0.25848142164781907,0.2192846034214619,3714.0,3858.0
CHC,CIN,CHC,CIN,Cade Horton,Michael Wacha,3.42,3.38,1.29,1.16,73.2,125.1,3.7295081967213113,3.772981614708234,53.0,95.0,0.19413919413919414,0.20127118644067796,0.256,0.235,273.0,472.0,3.96,3.63,1.21,1.24,932.0,888.0,3.781115879828326,3.769144144144144,797.0,808.0,0.22616345062429058,0.24141021810576635,3524.0,3347.0
TOR,COL,TOR,COL,FAV team pitching,Kyle Freeland,4.25,5.26,1.25,1.5,1020.2,104.1,3.778670848853166,4.1114313160422675,1021.0,74.0,0.2648508430609598,0.17289719626168223,0.241,0.306,3855.0,428.0,4.25,5.95,1.25,1.62,1020.2,882.9,3.778670848853166,4.025370936685921,1021.0,665.0,0.2648508430609598,0.18711311198649408,3855.0,3554.0
SD,ARI,SD,ARI,FAV team pitching,Anthony DeSclafani,3.59,4.91,1.21,1.29,1008.0,25.2,3.7152777777777777,3.8095238095238098,968.0,24.0,0.25847797062750333,0.25,0.228,0.25,3745.0,96.0,3.59,4.57,1.21,1.34,1008.0,988.0,3.7152777777777777,3.866396761133603,968.0,915.0,0.25847797062750333,0.2395287958115183,3745.0,3820.0
LAD,STL,LAD,STL,Shohei Ohtani,DOG team pitching,2.4,4.24,1.27,1.29,15.0,1014.2,3.8,3.8572273713271543,17.0,833.0,0.2982456140350877,0.21293456032719837,0.246,0.257,57.0,3912.0,4.19,4.24,1.31,1.29,1000.1,1014.2,3.784621537846215,3.8572273713271543,986.0,833.0,0.2605019815059445,0.21293456032719837,3785.0,3912.0
SEA,CWS,CWS,SEA,George Kirby,DOG team pitching,4.13,4.11,1.13,1.37,72.0,985.0,3.7083333333333335,3.8030456852791876,74.0,840.0,0.27715355805243447,0.22423918846769889,0.236,0.249,267.0,3746.0,3.81,4.11,1.25,1.37,961.2,985.0,3.776529338327091,3.8030456852791876,889.0,840.0,0.24490358126721762,0.22423918846769889,3630.0,3746.0
