favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
BOS,MIA,MIA,BOS,Garrett Crochet,Janson Junk,2.48,4.06,1.1,1.13,152.1,75.1,3.740959894806049,3.8215712383488682,188.0,52.0,0.3304042179261863,0.18118466898954705,0.223,0.268,569.0,287.0,3.93,4.6,1.33,1.31,956.9,1013.0,3.7924548019646775,3.8282329713721617,821.0,917.0,0.2262331220721962,0.2364620938628159,3629.0,3878.0
SF,TB,SF,TB,Logan Webb,Ryan Pepiot,3.34,3.86,1.26,1.18,153.2,142.1,3.8772845953002615,3.6664320900774103,168.0,138.0,0.2828282828282828,0.2648752399232246,0.266,0.228,594.0,521.0,3.78,3.89,1.29,1.21,936.8,954.1,3.780956447480786,3.7669007441567968,871.0,915.0,0.24590626764539808,0.25459098497495825,3542.0,3594.0
CIN,MIL,MIL,CIN,Andrew Abbott,Jose Quintana,2.41,3.44,1.11,1.3,123.0,99.1,3.7235772357723578,3.8143289606458124,105.0,69.0,0.2292576419213974,0.18253968253968253,0.221,0.246,458.0,378.0,4.02,3.63,1.26,1.22,974.2,989.0,3.783617327037569,3.7249747219413547,918.0,993.0,0.2490504612045578,0.2695439739413681,3686.0,3684.0
LAD,SD,LAD,SD,Tyler Glasnow,Yu Darvish,3.08,5.61,1.12,1.22,52.2,33.2,3.5632183908045976,3.795180722891566,64.0,29.0,0.34408602150537637,0.23015873015873015,0.172,0.238,186.0,126.0,4.17,3.5,1.32,1.21,1041.9,1054.8,3.789231212208465,3.698331437239287,1026.0,1024.0,0.25987841945288753,0.26249679569341194,3948.0,3901.0
NYY,STL,NYY,STL,FAV team pitching,Miles Mikolas,4.04,4.97,1.25,1.28,1089.2,117.2,3.7651487330150566,3.993174061433447,1098.0,79.0,0.2677395757132407,0.16880341880341881,0.229,0.269,4101.0,468.0,4.04,4.16,1.25,1.29,1089.2,978.0,3.7651487330150566,3.841513292433538,1098.0,826.0,0.2677395757132407,0.21985626829917487,4101.0,3757.0
LAA,OAK,LAA,OAK,FAV team pitching,Jeffrey Springs,4.7,4.06,1.43,1.15,1090.0,135.1,3.8458715596330277,3.7675795706883792,975.0,109.0,0.2325858778625954,0.21414538310412573,0.26,0.226,4192.0,509.0,4.7,4.96,1.43,1.41,1090.0,972.0,3.8458715596330277,3.8580246913580245,975.0,914.0,0.2325858778625954,0.24373333333333333,4192.0,3750.0
KAN,CWS,CWS,KAN,Ryan Bergert,Erick Fedde,2.87,5.4,1.09,1.49,47.0,116.2,3.574468085106383,3.846815834767642,44.0,70.0,0.2619047619047619,0.15659955257270694,0.179,0.266,168.0,447.0,3.65,4.08,1.25,1.25,1048.0,972.0,3.7843511450381677,3.757201646090535,923.0,1007.0,0.23272818961169944,0.27573932092004383,3966.0,3652.0
HOU,BAL,BAL,HOU,Cristian Javier,Nathan Eovaldi,3.6,1.71,1.0,0.88,5.0,116.0,3.4,3.560344827586207,5.0,114.0,0.29411764705882354,0.27602905569007263,0.176,0.196,17.0,413.0,3.77,3.64,1.2,1.22,1092.0,986.1,3.73992673992674,3.7369435148565056,1163.0,898.0,0.284769833496572,0.24369063772048846,4084.0,3685.0
CLE,ATL,ATL,CLE,Logan Allen,Carmen Mlodzinski,3.94,4.2,1.39,1.39,118.2,75.0,3.8071065989847717,4.0,92.0,62.0,0.20444444444444446,0.20666666666666667,0.26,0.28,450.0,300.0,3.88,4.03,1.3,1.23,968.0,1019.0,3.7582644628099175,3.760549558390579,931.0,897.0,0.2559098405717427,0.2340814196242171,3638.0,3832.0
SEA,NYM,SEA,NYM,FAV team pitching,Clay Holmes,3.82,3.71,1.23,1.35,1123.1,126.0,3.768141750511976,3.7698412698412698,1062.0,101.0,0.250945179584121,0.21263157894736842,0.239,0.248,4232.0,475.0,3.82,3.8,1.23,1.32,1123.1,965.0,3.768141750511976,3.793782383419689,1062.0,950.0,0.250945179584121,0.2594919420923245,4232.0,3661.0
TOR,TEX,TEX,TOR,José Berríos,DOG team pitching,3.74,3.44,1.26,1.18,142.0,1102.1,3.7464788732394365,3.718355866073859,119.0,1012.0,0.2236842105263158,0.24694973157637873,0.244,0.229,532.0,4098.0,4.28,3.44,1.26,1.18,957.2,1102.1,3.7745507730881735,3.718355866073859,981.0,1012.0,0.271519512870191,0.24694973157637873,3613.0,4098.0
DET,MIN,DET,MIN,FAV team pitching,DOG team pitching,3.8,4.27,1.22,1.29,1109.1,1083.0,3.7670183031286633,3.8494921514312095,1069.0,1033.0,0.25586404978458593,0.24778124250419764,0.238,0.254,4178.0,4169.0,3.8,4.27,1.22,1.29,1109.1,1083.0,3.7670183031286633,3.8494921514312095,1069.0,1033.0,0.25586404978458593,0.24778124250419764,4178.0,4169.0
ARI,COL,ARI,COL,FAV team pitching,DOG team pitching,4.57,6.0,1.34,1.6,1102.0,1073.1,3.865698729582577,4.0424937098126925,1001.0,812.0,0.23497652582159625,0.1871830336560627,0.256,0.299,4260.0,4338.0,4.57,6.0,1.34,1.6,1102.0,1073.1,3.865698729582577,4.0424937098126925,1001.0,812.0,0.23497652582159625,0.1871830336560627,4260.0,4338.0
CHC,PIT,CHC,PIT,Javier Assad,DOG team pitching,9.0,4.04,2.25,1.24,4.0,1094.0,4.75,3.776965265082267,2.0,959.0,0.10526315789473684,0.23209099709583736,0.421,0.241,19.0,4132.0,3.8,4.04,1.2,1.24,1078.2,1094.0,3.759970320905212,3.776965265082267,923.0,959.0,0.22767636901825358,0.23209099709583736,4054.0,4132.0
