favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
NYY,WAS,NYY,WAS,Max Fried,Cade Cavalli,3.14,2.82,1.12,1.34,155.0,22.1,3.8129032258064517,4.027149321266968,148.0,18.0,0.25042301184433163,0.20224719101123595,0.227,0.27,591.0,89.0,4.13,5.39,1.29,1.45,1016.2,1135.0,3.758118480614052,3.9030837004405288,1033.0,984.0,0.27048965697826655,0.22212189616252823,3819.0,4430.0
STL,PIT,STL,PIT,Sonny Gray,Carmen Mlodzinski,4.33,3.89,1.2,1.3,145.1,81.0,3.9076498966230186,3.950617283950617,161.0,70.0,0.2839506172839506,0.21875,0.263,0.266,567.0,320.0,4.33,3.95,1.33,1.21,1028.1,1092.2,3.8537107285283536,3.751144479033144,820.0,977.0,0.20696617869762746,0.23846717110080548,3962.0,4097.0
BOS,BAL,BOS,BAL,Drew Rasmussen,Dietrich Enns,2.62,4.97,0.99,1.52,123.2,29.0,3.612012987012987,4.103448275862069,108.0,32.0,0.24269662921348314,0.2689075630252101,0.213,0.303,445.0,119.0,4.13,4.68,1.24,1.38,1044.0,1137.0,3.7739463601532566,3.8698328935795954,1023.0,1057.0,0.2596446700507614,0.24022727272727273,3940.0,4400.0
LAD,CIN,LAD,CIN,Shohei Ohtani,Simeon Woods Richardson,4.61,4.24,1.28,1.4,27.1,80.2,3.9852398523985237,3.85286783042394,35.0,69.0,0.32407407407407407,0.22330097087378642,0.278,0.252,108.0,309.0,4.09,4.41,1.29,1.29,1153.1,1081.8,3.7663689185673404,3.8556110186725827,1136.0,1035.0,0.2615703430808197,0.24814193239031407,4343.0,4171.0
TOR,MIN,MIN,TOR,Eric Lauer,Chase Dollander,2.76,6.91,1.08,1.63,88.0,82.0,3.7045454545454546,4.024390243902439,87.0,68.0,0.2668711656441718,0.20606060606060606,0.215,0.285,326.0,330.0,4.34,5.89,1.27,1.61,1092.2,1069.1,3.7740340596960262,4.04171733233561,1091.0,808.0,0.26467734109655505,0.18699375144642444,4122.0,4321.0
HOU,COL,COL,HOU,Framber Valdez,Jack Kochanowicz,3.32,6.19,1.21,1.69,157.1,107.2,3.6919159770846597,3.9272388059701493,153.0,71.0,0.2637931034482759,0.16864608076009502,0.234,0.302,580.0,421.0,3.99,4.55,1.22,1.4,1018.1,1063.8,3.7589627737943228,3.8287272043617224,1087.0,972.0,0.2840344917690097,0.2386447336115885,3827.0,4073.0
TEX,LAA,LAA,TEX,Jacob Latz,Taijuan Walker,3.05,3.44,1.29,1.28,59.0,96.2,3.6440677966101696,3.877338877338877,56.0,70.0,0.26046511627906976,0.1876675603217158,0.223,0.249,215.0,373.0,3.45,3.86,1.17,1.24,1130.1,1074.9,3.715600389346076,3.817099265047911,1050.0,1147.0,0.25005953798523456,0.2795515476480624,4199.0,4103.0
ATL,MIA,ATL,MIA,FAV team pitching,Ryan Gusto,4.35,5.05,1.31,1.4,1168.2,98.0,3.787022770073617,3.9693877551020407,1135.0,95.0,0.25655515370705245,0.2442159383033419,0.245,0.272,4424.0,389.0,4.35,4.47,1.31,1.28,1168.2,1074.1,3.787022770073617,3.8097011451447726,1135.0,944.0,0.25655515370705245,0.23069403714565004,4424.0,4092.0
TB,CLE,TB,CLE,FAV team pitching,Slade Cecconi,3.97,4.41,1.21,1.28,1167.2,96.0,3.7568540095956133,3.8958333333333335,1131.0,79.0,0.2579247434435576,0.21122994652406418,0.237,0.259,4385.0,374.0,3.97,3.9,1.21,1.31,1167.2,1068.0,3.7568540095956133,3.764044943820225,1131.0,1010.0,0.2579247434435576,0.2512437810945274,4385.0,4020.0
DET,OAK,DET,OAK,FAV team pitching,Luis Morales,3.81,1.72,1.22,1.15,1189.2,15.2,3.769761183989236,3.5526315789473686,1145.0,15.0,0.25540932411331696,0.2777777777777778,0.238,0.185,4483.0,54.0,3.81,4.86,1.22,1.37,1189.2,1174.9,3.769761183989236,3.8420291088603284,1145.0,1088.0,0.25540932411331696,0.2410279131590607,4483.0,4514.0
CHC,SF,CHC,SF,FAV team pitching,Carson Whisenhunt,3.77,4.91,1.19,1.42,1171.2,18.1,3.7568306010928962,3.867403314917127,1012.0,13.0,0.23,0.18571428571428572,0.24,0.243,4400.0,70.0,3.77,3.7,1.19,1.28,1171.2,1149.1,3.7568306010928962,3.7968845183186843,1012.0,1092.0,0.23,0.2502865001146,4400.0,4363.0
NYM,PHI,NYM,PHI,Nolan McLean,DOG team pitching,1.46,3.83,0.81,1.24,12.1,1171.1,3.388429752066116,3.8220476475108875,15.0,1217.0,0.36585365853658536,0.27189454870420016,0.146,0.245,41.0,4476.0,3.85,3.83,1.32,1.24,1156.9,1171.1,3.794623562970006,3.8220476475108875,1119.0,1217.0,0.25489749430523917,0.27189454870420016,4390.0,4476.0
MIL,ARI,ARI,MIL,Quinn Priester,DOG team pitching,3.44,4.58,1.26,1.33,128.1,1183.2,3.778298204527713,3.862407031778228,104.0,1062.0,0.21487603305785125,0.23238512035010941,0.242,0.254,484.0,4570.0,3.64,4.58,1.23,1.33,1056.1,1183.2,3.731654199412935,3.862407031778228,1068.0,1062.0,0.27099720883024614,0.23238512035010941,3941.0,4570.0
SEA,SD,SD,SEA,Bryan Woo,DOG team pitching,2.94,3.59,0.94,1.19,159.0,1176.0,3.6792452830188678,3.695578231292517,160.0,1145.0,0.27350427350427353,0.2634606534744593,0.205,0.223,585.0,4346.0,4.14,3.59,1.31,1.19,1042.1,1176.0,3.8105748008828333,3.695578231292517,977.0,1145.0,0.2460337446487031,0.2634606534744593,3971.0,4346.0
KAN,CWS,KAN,CWS,FAV team pitching,Aaron Civale,3.68,5.02,1.25,1.38,1182.0,84.1,3.7884940778341796,3.8763376932223546,1040.0,70.0,0.23224653863331846,0.2147239263803681,0.241,0.258,4478.0,326.0,3.68,4.07,1.25,1.36,1182.0,1067.0,3.7884940778341796,3.8003748828491095,1040.0,936.0,0.23224653863331846,0.230826140567201,4478.0,4055.0
