favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
TEX,CLE,CLE,TEX,Jack Leiter,Logan Allen,4.06,3.87,1.38,1.4,108.2,123.1,3.807763401109057,3.818034118602762,101.0,98.0,0.24514563106796117,0.20851063829787234,0.226,0.26,412.0,470.0,3.42,3.87,1.17,1.3,1044.9,1006.9,3.7104029093693174,3.7600556162478895,964.0,964.0,0.24864586020118648,0.25462229265715797,3877.0,3786.0
NYM,ATL,NYM,ATL,Andrew Abbott,Cal Quantrill,2.28,5.5,1.08,1.39,130.0,109.2,3.707692307692308,3.9743589743589745,112.0,82.0,0.23236514522821577,0.1889400921658986,0.218,0.281,482.0,434.0,3.97,4.24,1.25,1.3,1013.2,1024.0,3.775167785234899,3.765625,964.0,1033.0,0.2520261437908497,0.2678941908713693,3825.0,3856.0
PHI,WAS,WAS,PHI,Aaron Nola,Michael Wacha,6.92,3.34,1.6,1.17,52.0,142.2,4.115384615384615,3.7834036568213785,56.0,104.0,0.2616822429906542,0.19330855018587362,0.308,0.242,214.0,538.0,3.62,3.65,1.21,1.26,1085.1,1005.8,3.800571375910055,3.7840524955259496,1119.0,908.0,0.2713385063045587,0.23857067787703626,4124.0,3806.0
DET,KAN,KAN,DET,Chris Paddack,Cristian Javier,5.1,3.38,1.26,1.0,132.1,8.0,3.890991672975019,3.5,96.0,7.0,0.1867704280155642,0.25,0.265,0.214,514.0,28.0,3.6,3.9,1.21,1.23,1022.0,1141.2,3.7436399217221137,3.7504381352961795,1015.0,1205.0,0.2652901202300052,0.28154205607476634,3826.0,4280.0
BAL,HOU,HOU,BAL,Dean Kremer,Logan Webb,3.97,3.19,1.21,1.22,147.1,160.2,3.834126444595513,3.857677902621723,123.0,175.0,0.21808510638297873,0.28317152103559873,0.252,0.261,564.0,618.0,4.8,3.85,1.41,1.3,982.9,980.0,3.882388849323431,3.789795918367347,927.0,910.0,0.2429245283018868,0.24501884760366183,3816.0,3714.0
MIL,SF,SF,MIL,Freddy Peralta,Jeffrey Springs,2.78,4.24,1.1,1.19,142.2,140.0,3.6708860759493676,3.7928571428571427,154.0,114.0,0.2950191570881226,0.21468926553672316,0.199,0.232,522.0,531.0,3.68,4.89,1.24,1.39,1006.0,1013.1,3.7335984095427435,3.8466094166419897,965.0,953.0,0.25692225772097976,0.24454708750320758,3756.0,3897.0
CIN,ARI,CIN,ARI,FAV team pitching,Nabil Crismatt,3.78,1.8,1.23,0.8,1143.2,5.0,3.7674947515745276,3.6,1076.0,5.0,0.24982586487114,0.2777777777777778,0.234,0.167,4307.0,18.0,3.78,4.55,1.23,1.33,1143.2,1144.0,3.7674947515745276,3.8575174825174825,1076.0,1029.0,0.24982586487114,0.23317471108089735,4307.0,4413.0
CHC,LAA,CHC,LAA,FAV team pitching,Victor Mederos,3.79,5.54,1.2,1.85,1145.2,13.0,3.75742228431715,3.769230769230769,983.0,10.0,0.22844527074134324,0.20408163265306123,0.241,0.286,4303.0,49.0,3.79,4.65,1.2,1.43,1145.2,1123.0,3.75742228431715,3.8406055209260908,983.0,1005.0,0.22844527074134324,0.23301646185949454,4303.0,4313.0
SEA,OAK,OAK,SEA,George Kirby,DOG team pitching,4.22,4.81,1.18,1.37,89.2,1153.1,3.7780269058295963,3.840083253837482,94.0,1067.0,0.2789317507418398,0.24096657633243,0.246,0.254,337.0,4428.0,3.95,4.81,1.27,1.37,1074.9,1153.1,3.7957019257605356,3.840083253837482,1003.0,1067.0,0.24583333333333332,0.24096657633243,4080.0,4428.0
PIT,COL,COL,PIT,Mike Burrows,DOG team pitching,4.46,6.02,1.27,1.61,72.2,1126.1,3.795013850415512,4.047597904271379,73.0,855.0,0.2664233576642336,0.18758227292672225,0.237,0.3,274.0,4558.0,3.96,6.02,1.23,1.61,1065.8,1126.1,3.7652467629949333,4.047597904271379,928.0,855.0,0.23124844256167457,0.18758227292672225,4013.0,4558.0
