favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
CHC,WAS,CHC,WAS,Javier Assad,Jake Irvin,4.05,5.42,1.35,1.41,20.0,154.1,3.8,3.984425697598962,10.0,102.0,0.13157894736842105,0.16612377850162866,0.289,0.269,76.0,614.0,3.88,5.26,1.21,1.43,1222.0,1065.0,3.7610474631751227,3.883568075117371,1063.0,968.0,0.2312880765883377,0.23404255319148937,4596.0,4136.0
NYM,CIN,NYM,CIN,Payton Tolle,Andrew Abbott,3.38,2.65,0.94,1.12,5.1,139.0,3.7254901960784315,3.741007194244604,8.0,125.0,0.42105263157894735,0.2403846153846154,0.158,0.223,19.0,520.0,3.73,4.11,1.29,1.27,1257.9,1100.2,3.7840845854201444,3.785675331757862,1158.0,1061.0,0.24327731092436974,0.25474189675870346,4760.0,4165.0
DET,CWS,CWS,DET,Jack Flaherty,Logan Gilbert,4.74,3.73,1.29,1.02,142.1,103.2,3.835327234342013,3.7790697674418605,169.0,144.0,0.3100917431192661,0.36923076923076925,0.24,0.205,545.0,390.0,3.78,4.07,1.23,1.28,1108.1,1156.0,3.763198267304395,3.8019031141868513,1021.0,1049.0,0.2448441247002398,0.23868031854379979,4170.0,4395.0
ATL,SEA,SEA,ATL,Chris Sale,Carson Seymour,2.45,4.74,1.13,1.5,95.1,24.2,3.7223974763406944,4.008264462809917,123.0,18.0,0.3474576271186441,0.18556701030927836,0.229,0.268,354.0,97.0,4.52,3.76,1.31,1.29,1143.9,1215.0,3.7940379403794036,3.797530864197531,1076.0,1164.0,0.24792626728110598,0.25227568270481143,4340.0,4614.0
STL,SF,STL,SF,Michael McGreevy,Gavin Williams,4.17,3.26,1.19,1.29,69.0,143.2,3.898550724637681,3.6801675977653634,40.0,143.0,0.14869888475836432,0.2713472485768501,0.264,0.213,269.0,527.0,4.28,4.06,1.32,1.32,1176.2,1090.8,3.854786600918211,3.7962962962962963,1001.0,1013.0,0.2207763564181738,0.2446269017145617,4534.0,4141.0
BOS,ARI,BOS,ARI,FAV team pitching,Eduardo Rodriguez,3.73,5.4,1.29,1.62,1263.0,125.0,3.7838479809976246,4.096,1166.0,120.0,0.24398409709144173,0.234375,0.244,0.297,4779.0,512.0,3.73,4.34,1.29,1.3,1263.0,1130.2,3.7838479809976246,3.8285259246151124,1166.0,1002.0,0.24398409709144173,0.23156921654726137,4779.0,4327.0
TB,CLE,TB,CLE,Griffin Jax,Kevin Gausman,4.98,3.75,1.38,1.05,56.0,160.2,3.982142857142857,3.701622971285893,87.0,157.0,0.3901345291479821,0.26475548060708265,0.26,0.212,223.0,593.0,3.82,4.37,1.19,1.3,1184.1,1082.8,3.7319483151760835,3.804950129294422,1129.0,1087.0,0.2554876668929622,0.2638349514563107,4419.0,4120.0
MIL,PIT,MIL,PIT,FAV team pitching,Johan Oviedo,3.63,3.6,1.24,1.2,1255.2,15.0,3.7396430847673674,3.533333333333333,1234.0,20.0,0.26288879420536854,0.37735849056603776,0.232,0.189,4694.0,53.0,3.63,3.87,1.24,1.22,1255.2,1228.2,3.7396430847673674,3.7673017423872333,1234.0,1096.0,0.26288879420536854,0.2368705424681219,4694.0,4627.0
LAD,BAL,LAD,BAL,FAV team pitching,Dean Kremer,4.13,4.52,1.29,1.27,1240.2,155.1,3.770359619416223,3.8749194068343007,1248.0,128.0,0.2668947818648417,0.2129783693843594,0.241,0.263,4676.0,601.0,4.13,4.73,1.29,1.4,1240.2,1080.9,3.770359619416223,3.881025071699509,1248.0,1022.0,0.2668947818648417,0.2436233611442193,4676.0,4195.0
KAN,MIN,MIN,KAN,Michael Wacha,DOG team pitching,3.52,4.55,1.19,1.32,153.1,1233.0,3.788373612018289,3.8742903487429037,112.0,1177.0,0.19310344827586207,0.24638894703788988,0.247,0.259,580.0,4777.0,3.68,4.55,1.25,1.32,1091.9,1233.0,3.7842293250297643,3.8742903487429037,985.0,1177.0,0.23838334946757017,0.24638894703788988,4132.0,4777.0
NYY,TOR,NYY,TOR,Cam Schlittler,DOG team pitching,2.61,4.29,1.24,1.27,48.1,1243.0,3.67983367983368,3.7916331456154464,54.0,1244.0,0.3050847457627119,0.26395077445363885,0.226,0.243,177.0,4713.0,3.97,4.29,1.26,1.27,1195.1,1243.0,3.770395782779684,3.7916331456154464,1199.0,1244.0,0.2660896582334665,0.26395077445363885,4506.0,4713.0
LAA,OAK,LAA,OAK,José Soriano,DOG team pitching,3.68,4.81,1.33,1.37,161.1,1251.1,3.718187461204221,3.835025177843498,144.0,1157.0,0.24040066777963273,0.24114214255939975,0.244,0.253,599.0,4798.0,4.85,4.81,1.43,1.37,1077.9,1251.1,3.8500788570368307,3.835025177843498,948.0,1157.0,0.22843373493975905,0.24114214255939975,4150.0,4798.0
PHI,MIA,PHI,MIA,FAV team pitching,Valente Bellozo,3.83,3.91,1.24,1.26,1242.1,73.2,3.8193382175348205,3.797814207650273,1278.0,49.0,0.2693929173693086,0.17625899280575538,0.245,0.252,4744.0,278.0,3.83,4.75,1.24,1.31,1242.1,1166.9,3.8193382175348205,3.842660039420687,1278.0,1054.0,0.2693929173693086,0.2350579839429081,4744.0,4484.0
SD,COL,SD,COL,FAV team pitching,Kyle Freeland,3.66,5.41,1.21,1.52,1236.0,131.1,3.709546925566343,4.10373760488177,1207.0,97.0,0.26324972737186475,0.18029739776951673,0.225,0.309,4585.0,538.0,3.66,6.08,1.21,1.62,1236.0,1090.0,3.709546925566343,4.028440366972477,1207.0,835.0,0.26324972737186475,0.19016169437485766,4585.0,4391.0
HOU,TEX,HOU,TEX,FAV team pitching,Merrill Kelly,3.9,3.24,1.22,1.05,1256.2,164.0,3.7494029613118927,3.701219512195122,1337.0,149.0,0.283864118895966,0.24546952224052718,0.233,0.208,4710.0,607.0,3.9,3.48,1.22,1.19,1256.2,1087.1,3.7494029613118927,3.7107901756968085,1337.0,1016.0,0.283864118895966,0.2518591968269707,4710.0,4034.0
