favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
MIN,CLE,CLE,MIN,Joe Ryan,Slade Cecconi,3.35,4.39,1.02,1.22,161.0,121.0,3.68944099378882,3.8595041322314048,180.0,98.0,0.30303030303030304,0.20985010706638116,0.215,0.253,594.0,467.0,4.84,3.68,1.38,1.29,1186.0,1240.0,3.902192242833052,3.7491935483870966,1108.0,1186.0,0.2394122731201383,0.25510862551086255,4628.0,4649.0
DET,ATL,ATL,DET,Bailey Ober,Logan Allen,5.12,4.36,1.31,1.43,135.1,144.1,3.989637305699482,3.858431644691187,114.0,111.0,0.21150278293135436,0.19964028776978418,0.276,0.266,539.0,556.0,4.61,3.67,1.34,1.26,1211.9,1216.9,3.864180212888852,3.7472265592899987,1174.0,1173.0,0.2506939995729233,0.25723684210526315,4683.0,4560.0
TEX,MIA,MIA,TEX,Keider Montero,Joey Wentz,4.32,5.56,1.38,1.52,83.1,89.0,3.9350180505415167,3.966292134831461,63.0,82.0,0.1926605504587156,0.23229461756373937,0.269,0.272,327.0,353.0,3.93,4.3,1.24,1.28,1284.9,1277.0,3.7668301035100007,3.783085356303837,1242.0,1260.0,0.2566115702479339,0.2608155661353757,4840.0,4831.0
HOU,SEA,SEA,HOU,Jack Leiter,Adam Mazur,3.82,4.85,1.29,1.46,139.0,26.0,3.762589928057554,4.1923076923076925,134.0,17.0,0.25621414913957935,0.1559633027522936,0.22,0.257,523.0,109.0,3.41,4.66,1.16,1.31,1232.1,1345.1,3.7188539891242596,3.8376328897479746,1139.0,1197.0,0.24858140549978175,0.23188686555598606,4582.0,5162.0
TB,BOS,TB,BOS,Framber Valdez,George Kirby,3.59,4.46,1.22,1.23,180.1,115.0,3.720155469183787,3.8260869565217392,173.0,120.0,0.2582089552238806,0.2727272727272727,0.236,0.257,670.0,440.0,3.87,3.84,1.22,1.23,1192.9,1275.2,3.7505239332718583,3.782151819322459,1265.0,1225.0,0.2827447474295932,0.2539912917271408,4474.0,4823.0
OAK,PIT,OAK,PIT,Adrian Houser,DOG team pitching,3.11,3.88,1.27,1.23,113.0,1358.2,3.743362831858407,3.7652775732587247,85.0,1232.0,0.20094562647754138,0.24090731325772388,0.26,0.237,423.0,5114.0,3.92,3.88,1.2,1.23,1251.1,1358.2,3.749500439613141,3.7652775732587247,1258.0,1232.0,0.26817309742059264,0.24090731325772388,4691.0,5114.0
SD,CWS,SD,CWS,FAV team pitching,Yoendrys Gómez,3.7,4.91,1.2,1.42,1359.0,51.1,3.7152317880794703,3.85518590998043,1348.0,49.0,0.26698356110120813,0.24873096446700507,0.226,0.234,5049.0,197.0,3.7,4.19,1.2,1.36,1359.0,1296.0,3.7152317880794703,3.8001543209876543,1348.0,1152.0,0.26698356110120813,0.23390862944162435,5049.0,4925.0
NYY,BAL,NYY,BAL,FAV team pitching,Tomoyuki Sugano,4.02,4.39,1.27,1.32,1366.2,149.2,3.7754355145659493,3.974530831099196,1364.0,100.0,0.2644435827840248,0.16863406408094436,0.232,0.273,5158.0,593.0,4.02,4.61,1.27,1.38,1366.2,1213.0,3.7754355145659493,3.8474855729596045,1364.0,1175.0,0.2644435827840248,0.25176773087636595,5158.0,4667.0
NYM,WAS,NYM,WAS,FAV team pitching,Kai-Wei Teng,4.01,6.41,1.33,1.61,1361.0,26.2,3.8060249816311535,3.969465648854962,1315.0,33.0,0.25386100386100385,0.3173076923076923,0.246,0.269,5180.0,104.0,4.01,3.79,1.33,1.29,1361.0,1336.0,3.8060249816311535,3.802395209580838,1315.0,1248.0,0.25386100386100385,0.24566929133858267,5180.0,5080.0
ARI,PHI,PHI,ARI,Nolan McLean,DOG team pitching,1.19,3.84,0.98,1.24,37.2,1367.1,3.4677419354838706,3.813912661838929,40.0,1394.0,0.31007751937984496,0.26735711545838126,0.194,0.245,129.0,5214.0,4.09,3.84,1.34,1.24,1323.8,1367.1,3.81553104698595,3.813912661838929,1275.0,1394.0,0.25242526232429224,0.26735711545838126,5051.0,5214.0
LAD,SF,LAD,SF,Zac Gallen,DOG team pitching,4.73,3.84,1.25,1.3,180.2,1362.2,3.8346281908990014,3.8056085743649977,163.0,1281.0,0.23589001447178004,0.24710648148148148,0.239,0.248,691.0,5184.0,4.42,3.84,1.32,1.3,1192.8,1362.2,3.847250167672703,3.8056085743649977,1054.0,1281.0,0.22967966877315318,0.24710648148148148,4589.0,5184.0
TOR,KAN,TOR,KAN,Tyler Glasnow,Noah Cameron,3.06,2.98,1.03,1.09,82.1,127.0,3.4591961023142512,3.6929133858267718,96.0,103.0,0.3380281690140845,0.21961620469083157,0.165,0.217,284.0,469.0,4.08,3.84,1.29,1.27,1285.0,1239.0,3.756420233463035,3.7933817594834545,1315.0,1096.0,0.27242593743526,0.23319148936170211,4827.0,4700.0
CHC,CIN,CHC,CIN,FAV team pitching,Zack Littell,3.82,3.86,1.19,1.11,1365.0,177.0,3.7487179487179487,3.8192090395480225,1193.0,123.0,0.23314442055892123,0.1819526627218935,0.24,0.249,5117.0,676.0,3.82,3.95,1.19,1.26,1365.0,1185.0,3.7487179487179487,3.762869198312236,1193.0,1183.0,0.23314442055892123,0.2653061224489796,5117.0,4459.0
MIL,STL,MIL,STL,FAV team pitching,Miles Mikolas,3.62,4.8,1.23,1.31,1369.2,146.1,3.7342973999415716,3.9767282683093774,1367.0,93.0,0.2673577156268336,0.16006884681583478,0.23,0.272,5113.0,581.0,3.62,4.21,1.23,1.32,1369.2,1216.9,3.7342973999415716,3.8400854630618784,1367.0,1053.0,0.2673577156268336,0.22533704258506312,5113.0,4673.0
LAA,COL,LAA,COL,FAV team pitching,Germán Márquez,4.9,6.73,1.45,1.77,1360.1,115.0,3.8504521726343652,4.243478260869566,1212.0,77.0,0.2314302081344281,0.15778688524590165,0.261,0.326,5237.0,488.0,4.9,5.98,1.45,1.58,1360.1,1226.1,3.8504521726343652,4.018432428023815,1212.0,948.0,0.2314302081344281,0.19240917393951695,5237.0,4927.0
,,,,FAV team pitching (missing),DOG team pitching (missing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
