favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
BOS,KAN,KAN,BOS,Brayan Bello,Bailey Falter,3.19,3.73,1.28,1.18,110.0,113.1,3.7181818181818183,3.625110521662246,83.0,70.0,0.20293398533007334,0.17073170731707318,0.244,0.232,409.0,410.0,3.76,3.5,1.3,1.24,903.0,884.0,3.7862679955703213,3.7828054298642533,850.0,826.0,0.24861070488446915,0.24700956937799043,3419.0,3344.0
PHI,BAL,BAL,PHI,Jesús Luzardo,Cade Povich,4.31,5.15,1.37,1.5,121.0,64.2,3.884297520661157,4.018691588785047,140.0,68.0,0.2978723404255319,0.26356589147286824,0.26,0.287,470.0,258.0,3.72,4.8,1.23,1.4,867.1,918.9,3.810402491062161,3.887256502339754,877.0,848.0,0.2654358353510896,0.2374020156774916,3304.0,3572.0
MIL,ATL,MIL,ATL,Max Fried,Erick Fedde,2.62,5.33,1.03,1.5,134.0,106.1,3.746268656716418,3.8642789820923658,125.0,66.0,0.24900398406374502,0.16097560975609757,0.211,0.271,502.0,410.0,4.27,4.07,1.28,1.26,856.0,866.1,3.7710280373831777,3.7524535273063155,866.0,922.0,0.26827757125154894,0.2836923076923077,3228.0,3250.0
SD,ARI,SD,ARI,Eric Lauer,Brandon Pfaadt,2.68,5.11,0.95,1.31,74.0,116.1,3.635135135135135,4.022394487510767,75.0,98.0,0.2788104089219331,0.20985010706638116,0.197,0.272,269.0,467.0,4.42,4.5,1.27,1.34,928.2,877.1,3.793363499245852,3.844487515676662,932.0,823.0,0.264697529111048,0.24406880189798338,3521.0,3372.0
LAA,TB,LAA,TB,Yusei Kikuchi,DOG team pitching,3.3,3.86,1.42,1.21,128.0,1002.2,3.8671875,3.755737377768908,132.0,946.0,0.26666666666666666,0.25132837407013814,0.259,0.238,495.0,3764.0,4.77,3.86,1.43,1.21,866.0,1002.2,3.8452655889145495,3.755737377768908,740.0,946.0,0.2222222222222222,0.25132837407013814,3330.0,3764.0
LAD,STL,LAD,STL,Tyler Glasnow,Jason Alexander,3.38,7.36,1.15,1.83,40.0,25.2,3.575,4.246031746031746,49.0,20.0,0.34265734265734266,0.18691588785046728,0.175,0.308,143.0,107.0,4.2,3.62,1.32,1.17,957.1,970.8,3.7927071361404243,3.719612690564483,939.0,1061.0,0.25867768595041324,0.29382442536693437,3630.0,3611.0
NYY,TEX,NYY,TEX,FAV team pitching,Patrick Corbin,4.05,3.78,1.25,1.27,990.0,109.2,3.7676767676767677,3.8369963369963367,991.0,93.0,0.26568364611260054,0.22195704057279236,0.229,0.255,3730.0,419.0,4.05,3.2,1.25,1.16,990.0,893.9,3.7676767676767677,3.6939254950218148,991.0,835.0,0.26568364611260054,0.2528770442156269,3730.0,3302.0
TOR,COL,TOR,COL,FAV team pitching,Tanner Gordon,4.29,4.85,1.25,1.54,1002.2,26.0,3.781680303332668,4.076923076923077,1007.0,15.0,0.2656992084432718,0.14150943396226415,0.241,0.302,3790.0,106.0,4.29,5.79,1.25,1.59,1002.2,943.0,3.781680303332668,4.014846235418876,1007.0,715.0,0.2656992084432718,0.18885367142102483,3790.0,3786.0
DET,MIN,MIN,DET,Casey Mize,DOG team pitching,3.43,4.28,1.33,1.27,94.1,974.0,3.9532412327311373,3.853182751540041,84.0,940.0,0.22580645161290322,0.25046629363176126,0.266,0.253,372.0,3753.0,3.79,4.28,1.22,1.27,906.0,974.0,3.7626931567328916,3.853182751540041,886.0,940.0,0.2599002640070402,0.25046629363176126,3409.0,3753.0
MIA,HOU,HOU,MIA,Sandy Alcantara,DOG team pitching,6.36,3.71,1.42,1.19,109.0,996.0,3.889908256880734,3.7329317269076303,81.0,1081.0,0.19103773584905662,0.2907477138246369,0.267,0.23,424.0,3718.0,4.12,3.71,1.28,1.19,870.1,996.0,3.8087576140673485,3.7329317269076303,792.0,1081.0,0.23898611949305976,0.2907477138246369,3314.0,3718.0
NYM,CLE,NYM,CLE,Sean Manaea,DOG team pitching,2.08,3.87,0.87,1.3,17.1,987.2,3.6257309941520464,3.757090761750405,22.0,940.0,0.3548387096774194,0.25343758425451607,0.177,0.242,62.0,3709.0,3.7,3.87,1.33,1.3,976.9,987.2,3.782372811956188,3.757090761750405,934.0,940.0,0.2527740189445196,0.25343758425451607,3695.0,3709.0
CHC,CIN,CHC,CIN,Michael Soroka,DOG team pitching,4.87,3.89,1.13,1.24,81.1,990.2,3.7484586929716404,3.774994950515047,87.0,932.0,0.28618421052631576,0.24933119315141786,0.224,0.235,304.0,3738.0,3.83,3.89,1.24,1.24,906.1,990.2,3.7799359894051427,3.774994950515047,744.0,932.0,0.21722627737226277,0.24933119315141786,3425.0,3738.0
SF,PIT,SF,PIT,FAV team pitching,DOG team pitching,3.68,3.85,1.28,1.21,991.2,990.0,3.7843018563357544,3.7565656565656567,953.0,856.0,0.2540655825113303,0.2301694003764453,0.243,0.236,3751.0,3719.0,3.68,3.85,1.28,1.21,991.2,990.0,3.7843018563357544,3.7565656565656567,953.0,856.0,0.2540655825113303,0.2301694003764453,3751.0,3719.0
