favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
DET,OAK,DET,OAK,Charlie Morton,Osvaldo Bido,5.09,5.37,1.47,1.58,123.2,65.1,3.896103896103896,3.947772657450077,130.0,49.0,0.2708333333333333,0.19066147859922178,0.263,0.304,480.0,257.0,3.65,4.79,1.19,1.36,1056.9,1115.0,3.7515375153751536,3.831390134529148,1004.0,1041.0,0.2532156368221942,0.24367977528089887,3965.0,4272.0
LAD,CIN,LAD,CIN,Clayton Kershaw,MacKenzie Gore,3.13,4.11,1.2,1.35,83.1,142.1,3.7424789410348978,3.793103448275862,52.0,170.0,0.16720257234726688,0.31539888682745826,0.254,0.258,311.0,539.0,4.18,5.51,1.31,1.45,1088.1,1007.0,3.775388291517324,3.922542204568024,1108.0,826.0,0.2697176241480039,0.20911392405063292,4108.0,3950.0
KAN,CWS,KAN,CWS,Hurston Waldrep,Martín Pérez,0.73,2.51,0.77,1.15,24.2,28.2,3.388429752066116,3.652482269503546,24.0,27.0,0.2926829268292683,0.2621359223300971,0.159,0.194,82.0,103.0,4.45,4.17,1.32,1.37,1135.0,1113.9,3.79295154185022,3.8091390609569977,1108.0,971.0,0.25737514518002325,0.22884751355173227,4305.0,4243.0
NYY,WAS,NYY,WAS,Luis Gil,Brandon Pfaadt,4.26,4.95,1.68,1.34,19.0,140.0,3.6842105263157894,4.021428571428571,17.0,113.0,0.24285714285714285,0.20071047957371227,0.271,0.277,70.0,563.0,4.03,4.48,1.26,1.33,1143.2,1035.0,3.7683694891532538,3.8367149758454104,1152.0,941.0,0.26740947075208915,0.23696801813145305,4308.0,3971.0
ATL,MIA,ATL,MIA,Lucas Giolito,Sandy Alcantara,3.72,6.04,1.27,1.38,111.1,134.0,3.7983798379837985,3.8955223880597014,91.0,106.0,0.2156398104265403,0.20306513409961685,0.246,0.261,422.0,522.0,3.72,4.27,1.29,1.28,1070.9,1029.1,3.777196750396862,3.8101253522495386,997.0,925.0,0.24647713226205192,0.2359092068349911,4045.0,3921.0
CLE,TB,TB,CLE,Parker Messick,Tanner Gordon,1.35,7.11,1.2,1.67,6.2,44.1,4.032258064516129,4.353741496598639,6.0,27.0,0.24,0.140625,0.28,0.333,25.0,192.0,3.98,5.96,1.32,1.61,1148.8,1098.0,3.776114206128134,4.031876138433516,1075.0,842.0,0.24781005071461504,0.19019652134628418,4338.0,4427.0
MIL,ARI,ARI,MIL,Jacob Misiorowski,Yusei Kikuchi,4.19,3.42,1.11,1.42,38.2,150.0,3.5340314136125652,3.86,55.0,153.0,0.4074074074074074,0.26424870466321243,0.17,0.263,135.0,579.0,3.56,4.86,1.23,1.43,1137.0,1013.0,3.737906772207564,3.8361303060217176,1102.0,883.0,0.25929411764705884,0.2272259392691714,4250.0,3886.0
TOR,MIN,MIN,TOR,Chris Bassitt,Mitch Keller,4.18,4.34,1.34,1.31,144.1,145.0,3.95558639833449,3.9379310344827587,142.0,116.0,0.24912280701754386,0.2031523642732049,0.267,0.259,570.0,571.0,4.19,3.91,1.25,1.21,1027.1,1019.2,3.7445234154415346,3.745094191522763,1027.0,918.0,0.2670306812272491,0.2405030128373068,3846.0,3817.0
PHI,NYM,PHI,NYM,FAV team pitching,Sean Manaea,3.81,5.15,1.23,1.12,1163.1,36.2,3.8191041183045313,3.922651933701657,1207.0,45.0,0.27172444844664567,0.31690140845070425,0.244,0.232,4442.0,142.0,3.81,3.78,1.23,1.32,1163.1,1123.8,3.8191041183045313,3.7835913863676813,1207.0,1074.0,0.27172444844664567,0.25258701787394167,4442.0,4252.0
HOU,COL,COL,HOU,Hunter Brown,DOG team pitching,2.36,6.0,1.01,1.61,149.0,1142.1,3.5369127516778525,4.044304351632957,170.0,869.0,0.3225806451612903,0.1881359601645378,0.199,0.3,527.0,4619.0,4.14,6.0,1.26,1.61,1017.2,1142.1,3.7829335430593787,4.044304351632957,1059.0,869.0,0.2752079002079002,0.1881359601645378,3848.0,4619.0
