favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
MIL,TEX,MIL,TEX,Jose Quintana,Jacob Latz,3.72,3.15,1.31,1.28,121.0,68.2,3.793388429752066,3.6803519061583576,83.0,62.0,0.18082788671023964,0.24701195219123506,0.244,0.227,459.0,251.0,3.58,3.48,1.22,1.16,1161.2,1212.9,3.7280399586634516,3.7175364828097943,1181.0,1134.0,0.2728112728112728,0.25149700598802394,4329.0,4509.0
SD,CIN,SD,CIN,Yu Darvish,Ryan Bergert,5.75,2.61,1.18,1.09,51.2,69.0,3.73046875,3.6231884057971016,48.0,65.0,0.2513089005235602,0.26,0.23,0.184,191.0,250.0,3.58,3.7,1.22,1.25,1210.8,1203.0,3.712421539478031,3.791354945968412,1184.0,1057.0,0.26340378197997777,0.23174742381056787,4495.0,4561.0
NYM,PHI,NYM,PHI,Garrett Crochet,Aaron Nola,2.67,6.78,1.08,1.51,178.1,69.0,3.7450870297585626,4.028985507246377,218.0,72.0,0.3268365817091454,0.2589928057553957,0.225,0.291,667.0,278.0,3.96,3.65,1.32,1.22,1109.9,1199.1,3.7904315704117484,3.8070219331165043,968.0,1227.0,0.2300927026384597,0.2687842278203724,4207.0,4565.0
CLE,KAN,KAN,CLE,Slade Cecconi,Miles Mikolas,4.78,4.89,1.3,1.33,107.1,136.1,3.9495798319327733,3.9897134459955916,91.0,86.0,0.21513002364066194,0.15837937384898712,0.27,0.274,423.0,543.0,3.83,4.2,1.31,1.31,1153.9,1136.1,3.76115781263541,3.84121116098935,1086.0,980.0,0.2502304147465438,0.22456461961503207,4340.0,4364.0
LAA,MIN,LAA,MIN,Caden Dana,Nabil Crismatt,4.91,2.14,1.36,1.33,11.0,21.0,3.3636363636363638,3.9047619047619047,10.0,14.0,0.2702702702702703,0.17073170731707318,0.243,0.268,37.0,82.0,4.81,4.47,1.43,1.32,1255.0,1261.2,3.847808764940239,3.8518870916587375,1107.0,1131.0,0.22924000828328847,0.23281185673116508,4829.0,4858.0
SEA,STL,STL,SEA,Bryan Woo,Chase Dollander,3.02,6.77,0.97,1.6,169.2,93.0,3.7056737588652484,3.935483870967742,169.0,77.0,0.26953748006379585,0.2103825136612022,0.207,0.279,627.0,366.0,4.16,5.95,1.3,1.61,1116.0,1155.1,3.8127240143369177,4.047268634750238,1047.0,883.0,0.24606345475910693,0.18887700534759358,4255.0,4675.0
SF,ARI,SF,ARI,Logan Webb,Cade Cavalli,3.17,4.85,1.23,1.48,178.2,29.2,3.8383838383838387,4.178082191780822,194.0,28.0,0.28362573099415206,0.22950819672131148,0.263,0.295,684.0,122.0,3.86,5.29,1.3,1.43,1086.0,1215.9,3.7937384898710866,3.88354305452751,1015.0,1065.0,0.24635922330097088,0.22554002541296062,4120.0,4722.0
BOS,OAK,BOS,OAK,FAV team pitching,Luis Morales,3.78,1.59,1.29,0.99,1288.0,28.1,3.7841614906832297,3.5231316725978647,1186.0,30.0,0.24333196553139105,0.30303030303030304,0.245,0.172,4874.0,99.0,3.78,4.86,1.29,1.37,1288.0,1249.0,3.7841614906832297,3.8382706164931943,1186.0,1160.0,0.24333196553139105,0.24196912807676263,4874.0,4794.0
CHC,ATL,CHC,ATL,FAV team pitching,Bryce Elder,3.89,5.54,1.2,1.43,1269.0,131.2,3.753349093774626,3.9481707317073176,1101.0,105.0,0.23115683392819653,0.20270270270270271,0.242,0.272,4763.0,518.0,3.89,4.35,1.2,1.3,1269.0,1134.8,3.753349093774626,3.780401832922101,1101.0,1122.0,0.23115683392819653,0.26153846153846155,4763.0,4290.0
LAD,COL,LAD,COL,FAV team pitching,DOG team pitching,4.1,6.01,1.29,1.61,1267.0,1248.1,3.7640094711917915,4.0389391875650995,1283.0,960.0,0.2690291465716083,0.19043840507835746,0.24,0.299,4769.0,5041.0,4.1,6.01,1.29,1.61,1267.0,1248.1,3.7640094711917915,4.0389391875650995,1283.0,960.0,0.2690291465716083,0.19043840507835746,4769.0,5041.0
MIA,WAS,WAS,MIA,Janson Junk,DOG team pitching,4.09,5.28,1.13,1.43,88.0,1245.1,3.7954545454545454,3.890450566219581,61.0,1093.0,0.18263473053892215,0.22563996696944674,0.266,0.266,334.0,4844.0,4.77,5.28,1.33,1.43,1179.1,1245.1,3.847850055126792,3.890450566219581,1064.0,1093.0,0.23451620013224597,0.22563996696944674,4537.0,4844.0
