favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
TB,STL,TB,STL,Adrian Houser,Miles Mikolas,2.67,4.99,1.29,1.3,84.1,122.2,3.733650416171225,3.9770867430441896,60.0,80.0,0.1910828025477707,0.1646090534979424,0.264,0.267,314.0,486.0,4.12,4.16,1.21,1.3,1048.1,1017.0,3.767770250930255,3.83874139626352,1035.0,865.0,0.26209166877690554,0.22156762295081966,3949.0,3904.0
MIL,SF,SF,MIL,Jose Quintana,Carson Whisenhunt,3.32,5.02,1.28,1.4,105.2,14.1,3.811787072243346,3.971631205673759,73.0,12.0,0.18204488778054864,0.21428571428571427,0.244,0.232,401.0,56.0,3.58,3.73,1.22,1.29,1034.0,1117.9,3.7195357833655707,3.7972985061275604,1039.0,1065.0,0.2701508060322413,0.2508833922261484,3846.0,4245.0
ARI,CIN,CIN,ARI,Ryne Nelson,Zack Littell,3.58,3.52,1.07,1.11,113.0,151.0,3.743362831858407,3.827814569536424,99.0,103.0,0.23404255319148937,0.1782006920415225,0.215,0.249,423.0,578.0,4.66,3.83,1.36,1.25,1025.0,982.2,3.875121951219512,3.7629810629199754,928.0,963.0,0.23363544813695872,0.26055194805194803,3972.0,3696.0
LAD,SD,LAD,SD,FAV team pitching,Yu Darvish,4.16,5.97,1.31,1.22,1137.2,37.2,3.78737249384453,3.790322580645161,1130.0,34.0,0.2623635941490597,0.24113475177304963,0.245,0.234,4307.0,141.0,4.16,3.46,1.31,1.2,1137.2,1094.8,3.78737249384453,3.6938253562294485,1130.0,1069.0,0.2623635941490597,0.2643422354104847,4307.0,4044.0
PIT,COL,COL,PIT,Braxton Ashcraft,Luis Morales,3.02,1.86,1.27,1.66,41.2,9.2,3.907766990291262,3.695652173913044,37.0,9.0,0.22981366459627328,0.2647058823529412,0.248,0.235,161.0,34.0,4.06,4.84,1.23,1.38,1087.8,1135.9,3.7672366243794815,3.843648208469055,955.0,1050.0,0.23304050756466568,0.24049473202015575,4098.0,4366.0
SEA,OAK,OAK,SEA,FAV team pitching,Slade Cecconi,3.99,4.5,1.26,1.32,1155.1,90.0,3.796208120509047,3.911111111111111,1086.0,76.0,0.2476624857468643,0.2159090909090909,0.245,0.264,4385.0,352.0,3.99,3.82,1.26,1.31,1155.1,1032.0,3.796208120509047,3.752906976744186,1086.0,981.0,0.2476624857468643,0.2532920216886135,4385.0,3873.0
MIN,CWS,MIN,CWS,FAV team pitching,Aaron Civale,4.25,4.88,1.28,1.35,1120.0,79.1,3.8464285714285715,3.881163084702908,1073.0,65.0,0.24907149489322192,0.21172638436482086,0.253,0.257,4308.0,307.0,4.25,4.13,1.28,1.37,1120.0,1027.0,3.8464285714285715,3.804284323271665,1073.0,901.0,0.24907149489322192,0.23061172254927054,4308.0,3907.0
CHC,LAA,CHC,LAA,FAV team pitching,DOG team pitching,3.81,4.67,1.21,1.43,1136.2,1127.0,3.7616616792818163,3.842945874001775,974.0,1005.0,0.22788956481048198,0.2320480258600785,0.242,0.26,4274.0,4331.0,3.81,4.67,1.21,1.43,1136.2,1127.0,3.7616616792818163,3.842945874001775,974.0,1005.0,0.22788956481048198,0.2320480258600785,4274.0,4331.0
TEX,CLE,CLE,TEX,Nathan Eovaldi,Brayan Bello,1.76,3.23,0.87,1.26,123.0,128.0,3.569105691056911,3.71875,120.0,97.0,0.2733485193621868,0.20378151260504201,0.196,0.244,439.0,476.0,3.69,3.8,1.23,1.31,1021.1,1019.0,3.7381255508765054,3.7968596663395484,932.0,949.0,0.2441708147760021,0.24528301886792453,3817.0,3869.0
BAL,HOU,HOU,BAL,Cade Povich,Cade Cavalli,4.98,2.2,1.44,1.29,81.1,16.1,3.933415536374846,3.975155279503105,90.0,14.0,0.28213166144200624,0.21875,0.273,0.266,319.0,64.0,4.64,5.37,1.38,1.44,1039.9,1100.0,3.869602846427541,3.902727272727273,951.0,950.0,0.2363320079522863,0.2212904728627999,4024.0,4293.0
ATL,NYM,NYM,ATL,Joey Wentz,Ryan Bergert,4.72,2.75,1.38,1.13,68.2,52.1,3.826979472140762,3.6468330134357005,59.0,51.0,0.2260536398467433,0.26842105263157895,0.241,0.189,261.0,190.0,4.27,3.62,1.28,1.25,1056.0,1087.9,3.771780303030303,3.7852743818365657,1051.0,954.0,0.2638714536781321,0.23166585721223895,3983.0,4118.0
TOR,MIA,TOR,MIA,FAV team pitching,DOG team pitching,4.22,4.52,1.27,1.3,1133.2,1124.1,3.7725026473702785,3.830620051596833,1131.0,1007.0,0.26456140350877194,0.23385973060845333,0.24,0.248,4275.0,4306.0,4.22,4.52,1.27,1.3,1133.2,1124.1,3.7725026473702785,3.830620051596833,1131.0,1007.0,0.26456140350877194,0.23385973060845333,4275.0,4306.0
NYY,BOS,NYY,BOS,Max Fried,DOG team pitching,3.26,3.74,1.12,1.3,149.0,1147.0,3.825503355704698,3.7881429816913688,141.0,1046.0,0.24736842105263157,0.24073647871116224,0.228,0.245,570.0,4345.0,4.1,3.74,1.28,1.3,977.2,1147.0,3.7597216537044615,3.7881429816913688,990.0,1046.0,0.2694610778443114,0.24073647871116224,3674.0,4345.0
PHI,WAS,WAS,PHI,Taijuan Walker,DOG team pitching,3.34,5.32,1.29,1.44,91.2,1116.1,3.9254385964912277,3.9037720634351762,65.0,964.0,0.18156424581005587,0.2212531558411751,0.251,0.271,358.0,4357.0,3.8,5.32,1.22,1.44,1036.9,1116.1,3.8084675474973477,3.9037720634351762,1101.0,964.0,0.27880476069891114,0.2212531558411751,3949.0,4357.0
DET,KAN,KAN,DET,Casey Mize,DOG team pitching,3.63,3.58,1.24,1.24,111.2,1140.0,3.8758992805755397,3.778947368421053,103.0,1005.0,0.23897911832946636,0.23328690807799443,0.255,0.239,431.0,4308.0,3.77,3.58,1.21,1.24,1033.9,1140.0,3.74697746397137,3.778947368421053,1006.0,1005.0,0.2596799173980382,0.23328690807799443,3874.0,4308.0
