favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
SF,COL,SF,COL,Logan Webb,McCade Brown,3.3,7.54,1.25,1.81,201.2,22.2,3.8568588469184895,4.099099099099099,216.0,21.0,0.27835051546391754,0.23076923076923078,0.267,0.286,776.0,91.0,3.96,5.97,1.31,1.58,1223.0,1376.9,3.7972199509403106,4.023531120633306,1129.0,1066.0,0.24310938845822566,0.19241877256317688,4644.0,5540.0
PHI,MIN,MIN,PHI,Cristopher Sánchez,Simeon Woods Richardson,2.57,4.27,1.08,1.34,196.1,105.1,3.7531871494135647,3.796384395813511,204.0,98.0,0.27717391304347827,0.24561403508771928,0.23,0.238,736.0,399.0,4.01,4.59,1.27,1.32,1234.0,1311.9,3.8241491085899515,3.869959600579312,1251.0,1263.0,0.26509853782581055,0.2487689580460902,4719.0,5077.0
SEA,LAD,LAD,SEA,Bryce Miller,Clayton Kershaw,5.53,3.52,1.39,1.23,86.1,107.1,3.844367015098723,3.734827264239029,72.0,77.0,0.2175226586102719,0.1925,0.266,0.245,331.0,400.0,3.75,4.01,1.21,1.26,1367.1,1324.9,3.777338892546266,3.73462148086648,1344.0,1414.0,0.26026336173508907,0.28577202910266775,5164.0,4948.0
KAN,OAK,KAN,OAK,Lance McCullers Jr.,Brady Basso,6.71,1.74,1.85,1.55,52.1,10.1,4.1266794625719765,3.9603960396039604,57.0,8.0,0.2651162790697674,0.2,0.274,0.225,215.0,40.0,3.77,4.7,1.21,1.36,1380.9,1418.1,3.7359692953870662,3.826951554897398,1438.0,1307.0,0.2787361891839504,0.24083287267366868,5159.0,5427.0
NYY,BAL,NYY,BAL,Luis Gil,Johan Oviedo,3.29,3.57,1.44,1.22,52.0,35.1,3.673076923076923,3.618233618233618,39.0,39.0,0.20418848167539266,0.30708661417322836,0.23,0.181,191.0,127.0,3.94,3.76,1.24,1.22,1378.2,1387.1,3.76723262226092,3.7625261336601543,1395.0,1268.0,0.26868258859784283,0.24295842115347768,5192.0,5219.0
DET,BOS,DET,BOS,FAV team pitching,DOG team pitching,3.94,3.71,1.25,1.29,1428.1,1439.1,3.7791471185491217,3.7863942741991523,1367.0,1351.0,0.2532888641838058,0.24793540099100753,0.241,0.243,5397.0,5449.0,3.94,3.71,1.25,1.29,1428.1,1439.1,3.7791471185491217,3.7863942741991523,1367.0,1351.0,0.2532888641838058,0.24793540099100753,5397.0,5449.0
NYM,MIA,NYM,MIA,FAV team pitching,Edward Cabrera,4.03,3.66,1.32,1.22,1424.0,132.2,3.804073033707865,3.8048411497730714,1381.0,143.0,0.2549381576518368,0.28429423459244535,0.245,0.237,5417.0,503.0,4.03,4.72,1.32,1.31,1424.0,1301.9,3.804073033707865,3.848221829633612,1381.0,1140.0,0.2549381576518368,0.2275449101796407,5417.0,5010.0
ATL,PIT,PIT,ATL,Charlie Morton,Brandon Pfaadt,5.89,5.0,1.57,1.33,140.2,172.2,3.937232524964337,4.018583042973287,148.0,142.0,0.26811594202898553,0.20520231213872833,0.272,0.277,552.0,692.0,4.22,4.38,1.28,1.31,1288.8,1263.8,3.784140285536934,3.82892862794746,1257.0,1137.0,0.25774041418905064,0.23496590204587725,4877.0,4839.0
TOR,TB,TB,TOR,Kevin Gausman,Brady Singer,3.47,3.95,1.03,1.23,189.1,166.1,3.6911686938127977,3.708609271523179,184.0,158.0,0.2636103151862464,0.2564935064935065,0.211,0.235,698.0,616.0,4.3,3.85,1.31,1.22,1239.9,1260.9,3.8011129929833047,3.768736616702355,1232.0,1210.0,0.2614046255039253,0.25462962962962965,4713.0,4752.0
CLE,TEX,TEX,CLE,FAV team pitching,Shane Smith,3.69,3.98,1.26,1.24,1432.0,140.1,3.7534916201117317,3.7330478229835835,1373.0,137.0,0.2554418604651163,0.26195028680688337,0.239,0.222,5375.0,523.0,3.69,4.34,1.26,1.38,1432.0,1266.9,3.7534916201117317,3.822716867945378,1373.0,1136.0,0.2554418604651163,0.23456535205451168,5375.0,4843.0
