favorite_team,underdog_team,away_team,home_team,fav_sp_starter,dog_sp_starter,fav_sp_era,dog_sp_era,fav_sp_whip,dog_sp_whip,fav_sp_ip,dog_sp_ip,fav_sp_ab_per_ip,dog_sp_ab_per_ip,fav_sp_so,dog_sp_so,fav_sp_so_per_ab,dog_sp_so_per_ab,fav_sp_avg,dog_sp_avg,fav_sp_ab,dog_sp_ab,fav_sp_bp_era,dog_sp_bp_era,fav_sp_bp_whip,dog_sp_bp_whip,fav_sp_bp_ip,dog_sp_bp_ip,fav_bp_ab_per_ip,dog_bp_ab_per_ip,fav_sp_bp_so,dog_sp_bp_so,fav_bp_so_per_ab,dog_bp_so_per_ab,fav_sp_bp_ab,dog_sp_bp_ab
SEA,COL,COL,SEA,FAV team pitching,Bradley Blalock,3.87,9.16,1.22,1.82,1426.2,55.0,3.782078249894825,4.127272727272727,1383.0,26.0,0.25639599555061177,0.1145374449339207,0.241,0.348,5394.0,227.0,3.87,5.86,1.22,1.58,1426.2,1320.1,3.782078249894825,4.024695098856148,1383.0,1044.0,0.25639599555061177,0.19649915302089216,5394.0,5313.0
TB,BAL,TB,BAL,Michael Lorenzen,Cade Povich,4.7,5.06,1.35,1.46,136.0,106.2,3.9338235294117645,3.9171374764595104,118.0,114.0,0.2205607476635514,0.27403846153846156,0.269,0.276,535.0,416.0,3.65,4.53,1.24,1.35,1265.0,1293.0,3.765217391304348,3.8553750966744005,1110.0,1202.0,0.23304639932815452,0.241123370110331,4763.0,4985.0
TEX,MIN,MIN,TEX,Tyler Mahle,Davis Martin,2.2,4.03,1.13,1.27,81.2,138.1,3.6699507389162562,3.7798696596669084,62.0,99.0,0.2080536912751678,0.1896551724137931,0.215,0.249,298.0,522.0,3.53,4.27,1.18,1.38,1325.9,1243.9,3.7280337883701633,3.8105957070504055,1245.0,1143.0,0.2518713331984625,0.24113924050632912,4943.0,4740.0
KAN,LAA,KAN,LAA,Framber Valdez,Mitch Farris,3.75,6.52,1.24,1.45,185.0,19.1,3.7243243243243245,3.8219895287958114,177.0,19.0,0.25689404934687954,0.2602739726027397,0.238,0.26,689.0,73.0,3.9,4.84,1.22,1.44,1222.0,1376.0,3.7545008183306057,3.84375,1291.0,1224.0,0.281386224934612,0.23142370958593306,4588.0,5289.0
NYY,CWS,NYY,CWS,Carlos Rodón,Janson Junk,3.04,4.27,1.06,1.14,189.1,105.1,3.6012691697514545,3.8249286393910564,198.0,73.0,0.2907488986784141,0.18159203980099503,0.188,0.266,681.0,402.0,4.08,4.69,1.29,1.32,1214.1,1303.0,3.794580347582572,3.8472755180353033,1203.0,1181.0,0.26112437594964183,0.23558747257131457,4607.0,5013.0
NYM,CHC,NYM,CHC,FAV team pitching,Shota Imanaga,4.03,3.37,1.33,0.96,1398.0,139.0,3.80829756795422,3.683453237410072,1356.0,114.0,0.25469571750563486,0.22265625,0.246,0.211,5324.0,512.0,4.03,3.86,1.33,1.2,1398.0,1260.0,3.80829756795422,3.7603174603174603,1356.0,1107.0,0.25469571750563486,0.23364288729421698,5324.0,4738.0
TOR,BOS,BOS,TOR,Louis Varland,DOG team pitching,3.1,3.73,1.22,1.28,69.2,1413.1,3.699421965317919,3.7860024060576043,70.0,1324.0,0.2734375,0.2474766355140187,0.25,0.243,256.0,5350.0,4.3,3.73,1.28,1.28,1332.8,1413.1,3.7965186074429775,3.7860024060576043,1318.0,1324.0,0.26047430830039525,0.2474766355140187,5060.0,5350.0
HOU,OAK,HOU,OAK,FAV team pitching,J.T. Ginn,3.88,4.57,1.22,1.32,1407.0,86.2,3.7505330490405115,3.9095127610208817,1468.0,95.0,0.27818836460109914,0.2818991097922849,0.233,0.255,5277.0,337.0,3.88,4.67,1.22,1.36,1407.0,1315.0,3.7505330490405115,3.8220532319391634,1468.0,1196.0,0.27818836460109914,0.2379625945085555,5277.0,5026.0
LAD,ARI,LAD,ARI,FAV team pitching,Jalen Beeks,4.02,3.67,1.26,1.08,1405.0,56.1,3.7338078291814947,3.6363636363636362,1452.0,46.0,0.27678231033168127,0.22549019607843138,0.233,0.201,5246.0,204.0,4.02,4.45,1.26,1.32,1405.0,1354.9,3.7338078291814947,3.852682854823234,1452.0,1208.0,0.27678231033168127,0.23141762452107278,5246.0,5220.0
PHI,MIA,MIA,PHI,Walker Buehler,DOG team pitching,5.13,4.66,1.53,1.31,121.0,1408.1,3.9173553719008263,3.8456075562815144,90.0,1254.0,0.189873417721519,0.23157894736842105,0.268,0.249,474.0,5415.0,3.73,4.66,1.21,1.31,1282.1,1408.1,3.809375243740738,3.8456075562815144,1337.0,1254.0,0.2737510237510237,0.23157894736842105,4884.0,5415.0
CLE,DET,DET,CLE,Parker Messick,DOG team pitching,2.08,3.97,1.3,1.25,34.2,1402.0,4.0058479532163735,3.7796005706134093,31.0,1337.0,0.22627737226277372,0.2523117569352708,0.292,0.242,137.0,5299.0,3.72,3.97,1.26,1.25,1370.8,1402.0,3.743799241318938,3.7796005706134093,1310.0,1337.0,0.25526110678098207,0.2523117569352708,5132.0,5299.0
