game_pk,date,venue,away_team,home_team,away_runs,away_hits,away_doubles,away_triples,away_homeruns,away_rbi,away_walks,away_strikeouts,away_stolen_bases,away_caught_stealing,away_hit_by_pitch,away_at_bats,away_obp,away_slg,away_ops,away_avg,away_left_on_base,away_sac_bunts,away_sac_flies,away_ground_into_dp,away_total_bases,home_runs,home_hits,home_doubles,home_triples,home_homeruns,home_rbi,home_walks,home_strikeouts,home_stolen_bases,home_caught_stealing,home_hit_by_pitch,home_at_bats,home_obp,home_slg,home_ops,home_avg,home_left_on_base,home_sac_bunts,home_sac_flies,home_ground_into_dp,home_total_bases,away_innings_pitched,away_earned_runs,away_pitcher_strikeouts,away_pitcher_walks,away_pitcher_hits,away_pitcher_homeruns,away_pitcher_era,away_pitcher_whip,away_hit_batters,away_wild_pitches,away_balks,away_pitches_thrown,away_strikes,home_innings_pitched,home_earned_runs,home_pitcher_strikeouts,home_pitcher_walks,home_pitcher_hits,home_pitcher_homeruns,home_pitcher_era,home_pitcher_whip,home_hit_batters,home_wild_pitches,home_balks,home_pitches_thrown,home_strikes,away_errors,away_putouts,away_assists,away_chances,away_passed_balls,away_double_plays,home_errors,home_putouts,home_assists,home_chances,home_passed_balls,home_double_plays
778525,2025-03-30,Rogers Centre,Baltimore Orioles,Toronto Blue Jays,1,9,1,0,0,0,2,11,1,0,0,35,.338,.525,.863,.273,18,0,0,1,10,3,7,2,0,1,3,2,6,0,0,0,32,.333,.391,.724,.258,14,0,0,0,12,8.0,3,6,2,7,1,4.50,1.41,0,0,0,128,84,9.0,1,11,2,9,0,6.00,1.39,0,1,0,149,99,1,0,10,35,0,0,0,0,9,36,0,0
778522,2025-03-30,Great American Ball Park,San Francisco Giants,Cincinnati Reds,6,7,2,0,2,6,2,7,1,0,0,33,.250,.408,.658,.214,7,1,1,0,15,3,5,0,0,2,3,2,5,0,0,0,30,.282,.368,.650,.221,7,0,0,1,11,9.0,3,5,2,5,2,3.46,1.08,0,0,0,123,76,9.0,4,7,2,7,2,4.00,0.93,0,0,0,140,90,0,0,11,38,0,0,2,0,7,36,0,0
778524,2025-03-30,George M. Steinbrenner Field,Colorado Rockies,Tampa Bay Rays,4,9,1,0,1,4,0,10,0,0,1,35,.255,.300,.555,.220,15,0,0,1,13,6,9,2,0,1,5,3,7,3,1,1,33,.349,.398,.747,.286,15,0,0,0,14,8.0,6,7,3,9,1,3.60,1.48,1,0,0,151,91,9.0,4,10,0,9,1,2.33,0.93,1,1,0,127,85,1,0,6,31,0,0,0,0,9,36,0,0
778519,2025-03-30,loanDepot park,Pittsburgh Pirates,Miami Marlins,2,5,1,0,1,2,5,9,1,1,0,30,.317,.279,.596,.184,13,0,0,0,9,3,7,1,0,1,2,2,5,2,0,1,30,.331,.368,.699,.250,12,0,0,1,11,8.0,2,5,2,7,1,3.22,1.35,1,1,0,129,81,9.0,1,9,5,5,1,2.31,1.28,0,0,0,144,83,1,0,8,33,0,0,1,0,9,37,0,0
778510,2025-03-30,Kauffman Stadium,Cleveland Guardians,Kansas City Royals,6,11,1,0,3,6,6,6,0,0,0,35,.336,.485,.821,.263,22,0,1,2,21,2,5,2,1,0,2,4,6,0,1,2,32,.282,.350,.632,.220,17,0,0,0,9,9.0,0,6,4,5,0,2.67,1.07,2,0,0,160,92,9.0,6,6,6,11,3,4.82,1.39,0,0,0,195,115,1,0,7,35,0,0,0,0,10,37,0,0
778527,2025-03-30,Rate Field,Los Angeles Angels,Chicago White Sox,3,6,1,0,1,3,2,6,0,0,1,30,.276,.287,.563,.202,12,0,1,3,10,2,7,2,0,1,2,2,6,1,0,0,32,.260,.370,.630,.196,13,0,0,1,12,9.0,2,6,2,7,1,3.46,1.00,0,1,0,112,75,9.0,1,6,2,6,1,1.00,1.00,1,0,0,138,89,0,0,9,36,0,0,1,0,13,41,0,0
778517,2025-03-30,Busch Stadium,Minnesota Twins,St. Louis Cardinals,2,5,2,0,1,2,2,5,0,0,0,32,.208,.281,.489,.167,11,0,0,0,10,9,10,3,0,3,9,5,4,1,0,0,33,.389,.520,.909,.306,10,0,0,1,22,8.0,9,4,5,10,3,6.38,1.75,0,1,0,156,86,9.0,2,5,2,5,1,2.00,0.78,0,1,0,129,85,0,0,9,33,0,0,0,0,17,44,0,0
778516,2025-03-30,Globe Life Field,Boston Red Sox,Texas Rangers,2,5,3,0,0,1,5,11,4,0,1,33,.285,.299,.584,.194,17,0,0,0,8,3,6,0,0,2,3,0,5,0,0,0,29,.285,.397,.682,.240,7,0,1,0,12,8.0,3,5,0,6,2,3.55,1.06,0,0,0,87,65,9.0,1,11,5,5,0,2.50,1.17,1,0,0,144,99,0,0,9,33,0,0,1,0,6,34,0,0
778515,2025-03-30,Chase Field,Chicago Cubs,Arizona Diamondbacks,6,9,1,0,3,6,4,10,0,0,0,35,.290,.348,.638,.208,13,0,0,1,19,10,14,4,0,1,10,9,6,2,0,0,35,.398,.543,.941,.329,28,1,1,0,21,8.0,10,6,9,14,1,6.23,1.73,0,0,0,168,101,9.0,6,10,4,9,3,5.25,1.31,0,0,0,160,97,0,0,5,29,0,0,0,0,12,39,0,0
778513,2025-03-30,T-Mobile Park,Athletics,Seattle Mariners,1,4,1,0,1,1,3,8,0,0,0,30,.276,.391,.667,.211,12,1,0,1,8,2,5,0,0,1,2,0,9,0,1,0,28,.291,.263,.554,.175,5,0,0,0,8,8.0,2,9,0,5,1,1.59,1.06,0,0,0,107,74,9.0,1,8,3,4,1,3.25,1.08,0,0,0,116,77,0,0,7,31,0,0,1,0,10,38,0,0
778514,2025-03-30,Petco Park,Atlanta Braves,San Diego Padres,0,1,0,0,0,0,1,8,0,0,0,26,.246,.238,.484,.148,4,0,0,1,1,5,9,5,0,0,5,6,9,4,0,0,31,.336,.418,.754,.270,18,0,0,1,14,8.0,5,9,6,9,0,4.78,1.41,0,1,0,146,83,9.0,0,8,1,1,0,1.75,0.94,0,0,0,107,71,0,0,9,33,0,0,0,0,11,38,0,0
778506,2025-03-31,Rate Field,Minnesota Twins,Chicago White Sox,0,2,0,0,0,0,4,13,0,0,1,30,.206,.230,.436,.143,11,0,0,0,2,9,8,0,0,3,9,5,5,2,0,0,32,.283,.411,.694,.210,17,0,1,0,17,8.0,9,5,5,8,3,7.31,1.72,0,1,0,152,93,9.0,0,13,4,2,0,0.75,0.92,1,0,0,146,86,1,0,4,29,0,0,1,0,6,34,0,0
778504,2025-03-31,American Family Field,Kansas City Royals,Milwaukee Brewers,11,14,2,0,2,11,5,7,2,0,2,41,.329,.404,.733,.255,25,0,0,0,22,1,6,2,0,0,1,3,11,0,0,1,32,.293,.324,.617,.225,16,0,0,1,8,9.0,1,11,3,6,0,3.89,1.30,1,0,0,144,96,9.0,11,7,5,14,2,12.27,2.09,2,0,0,183,109,0,0,12,39,0,0,1,0,0,28,0,0
778512,2025-03-31,Oriole Park at Camden Yards,Boston Red Sox,Baltimore Orioles,5,8,1,1,0,5,4,13,1,0,0,35,.289,.302,.591,.201,16,0,0,0,11,8,15,2,0,0,8,3,7,1,1,0,35,.364,.517,.881,.305,21,0,0,3,17,8.0,8,7,3,15,0,4.61,1.29,0,0,0,121,75,9.0,5,13,4,8,0,4.60,1.40,0,1,0,167,106,2,0,10,36,0,0,1,0,8,36,0,0
778502,2025-03-31,Citizens Bank Park,Colorado Rockies,Philadelphia Phillies,1,6,0,0,1,1,4,13,0,0,0,33,.259,.293,.552,.211,16,0,0,0,9,6,11,4,0,3,6,1,5,0,0,0,33,.377,.528,.905,.289,10,0,0,1,24,8.0,6,5,1,11,3,4.36,1.48,0,0,0,142,87,9.0,1,13,4,6,1,3.75,1.19,0,0,0,154,98,0,0,11,35,0,0,0,0,7,34,0,0
778511,2025-03-31,Great American Ball Park,Texas Rangers,Cincinnati Reds,3,5,2,0,1,3,4,9,0,0,0,32,.277,.379,.656,.222,9,0,0,0,10,14,14,2,0,3,14,4,8,2,0,2,38,.333,.451,.784,.263,16,0,0,1,25,8.0,10,8,4,14,3,4.09,1.36,2,1,0,155,100,9.0,3,9,4,5,1,3.75,0.94,0,2,0,134,80,2,0,9,35,0,0,0,0,8,35,0,0
778509,2025-03-31,loanDepot park,New York Mets,Miami Marlins,10,11,3,0,4,10,3,4,0,0,2,36,.297,.363,.660,.185,10,0,0,2,26,4,9,1,0,2,4,4,12,0,0,1,34,.337,.388,.725,.253,18,1,0,1,16,9.0,4,12,4,9,2,2.38,1.21,1,0,0,143,89,9.0,10,4,3,11,4,3.75,1.33,2,0,0,170,104,0,0,11,38,1,0,0,0,13,40,0,0
778508,2025-03-31,George M. Steinbrenner Field,Pittsburgh Pirates,Tampa Bay Rays,1,4,1,0,0,1,0,10,2,0,0,31,.287,.257,.544,.174,5,0,0,0,5,6,10,4,0,0,6,5,10,2,0,0,32,.361,.408,.769,.292,19,0,1,1,14,8.0,6,10,5,10,0,3.86,1.44,0,0,0,141,90,9.0,1,10,0,4,0,2.00,0.81,0,0,0,126,83,0,0,6,30,0,0,0,0,9,36,0,0
778507,2025-03-31,Rogers Centre,Washington Nationals,Toronto Blue Jays,2,5,0,0,2,2,3,9,0,0,0,32,.293,.459,.752,.230,11,0,0,0,11,5,10,5,0,1,5,3,3,1,1,1,32,.344,.425,.769,.269,13,0,0,0,18,8.0,5,3,3,10,1,5.75,1.69,1,0,0,137,88,9.0,2,9,3,5,2,5.20,1.29,0,2,0,148,96,0,0,11,35,0,0,0,0,11,38,0,0
778503,2025-03-31,Busch Stadium,Los Angeles Angels,St. Louis Cardinals,5,4,0,1,0,5,5,10,2,0,0,30,.266,.266,.532,.185,10,1,3,0,6,4,11,1,0,2,4,5,9,0,0,0,38,.382,.507,.889,.301,19,1,1,0,18,10.0,3,9,5,11,2,3.25,1.17,0,0,1,190,124,10.0,4,10,5,4,0,2.43,0.81,0,0,0,147,92,0,0,10,40,0,0,0,0,12,42,0,0
778505,2025-03-31,Daikin Park,San Francisco Giants,Houston Astros,7,9,2,0,1,7,5,10,3,0,0,35,.276,.406,.682,.226,15,0,1,0,14,2,3,1,0,0,2,3,10,0,0,1,30,.269,.200,.469,.157,9,0,0,0,4,9.0,2,10,3,3,0,3.09,0.97,1,0,0,125,82,9.0,7,10,5,9,1,2.75,1.08,0,0,0,166,105,0,0,9,36,0,0,0,0,6,33,0,0
778499,2025-03-31,Petco Park,Cleveland Guardians,San Diego Padres,2,8,2,0,2,2,1,8,0,1,1,33,.325,.485,.810,.258,11,0,0,0,16,7,12,3,0,0,7,5,4,1,0,0,33,.358,.426,.784,.290,15,0,1,0,15,8.0,7,4,5,12,0,3.86,1.31,0,0,0,134,89,9.0,2,8,1,8,2,1.80,0.96,1,1,0,143,90,1,0,10,35,0,0,1,0,8,36,0,0
778496,2025-03-31,T-Mobile Park,Detroit Tigers,Seattle Mariners,9,18,4,0,1,9,4,5,0,1,0,42,.369,.456,.825,.293,18,0,0,2,25,6,8,2,1,3,6,6,9,0,0,0,35,.303,.342,.645,.188,16,0,0,0,21,9.0,6,9,6,8,3,6.55,1.22,0,0,0,164,100,9.0,9,5,4,18,1,4.40,1.36,0,0,0,182,113,1,0,8,36,0,0,0,0,12,39,0,0
778501,2025-03-31,Sutter Health Park,Chicago Cubs,Athletics,18,21,6,1,4,18,10,7,0,0,1,48,.340,.443,.783,.251,29,0,1,0,41,3,10,2,0,1,3,2,6,0,0,0,36,.284,.396,.680,.225,14,0,0,1,15,9.0,3,6,2,10,1,5.75,1.67,0,0,0,122,74,9.0,16,7,10,21,4,4.60,1.56,1,0,0,246,144,0,0,11,38,0,0,1,0,5,33,0,0
778500,2025-03-31,Dodger Stadium,Atlanta Braves,Los Angeles Dodgers,1,4,0,0,1,1,4,14,0,0,0,31,.243,.235,.478,.144,18,0,0,0,7,6,9,1,0,2,6,6,7,1,0,0,31,.329,.505,.834,.234,14,0,1,1,16,8.0,6,7,6,9,2,5.18,1.50,0,1,0,170,103,9.0,1,14,4,4,1,2.62,1.22,0,0,0,140,87,0,0,6,30,0,0,0,0,4,31,0,0
