Rk,Tm,W,L,W-L%,Strk,R,RA,Rdiff,SOS,SRS,pythWL,Luck,vEast,vCent,vWest,Inter,Home,Road,ExInn,1Run,vRHP,vLHP,≥.500,<.500,last10,last20,last30
1.0,Detroit Tigers,40,21,0.656,W 2,5.1,3.5,1.6,-0.1,1.5,41-20,-1.0,10-2,12-6,7-6,11-7,21-8,19-13,2-3,11-6,29-17,11-4,23-18,17-3,7-3,14-6,21-9
2.0,New York Mets,38,22,0.633,W 4,4.4,3.3,1.1,-0.1,1.0,38-22,0.0,9-4,9-4,9-4,11-10,24-7,14-15,3-2,13-8,30-16,8-6,19-10,19-12,8-2,13-7,17-13
3.0,Chicago Cubs,37,22,0.627,W 2,5.8,4.1,1.6,-0.1,1.5,38-21,-1.0,6-6,8-4,15-11,8-1,20-11,17-11,3-3,9-4,28-15,9-7,12-13,25-9,8-2,15-5,20-10
4.0,New York Yankees,36,22,0.621,W 1,5.5,3.8,1.7,-0.1,1.6,38-20,-2.0,7-6,5-4,10-2,14-10,18-9,18-13,1-3,10-11,28-17,8-5,22-15,14-7,7-3,14-6,19-11
5.0,Philadelphia Phillies,36,23,0.61,L 4,4.8,4.4,0.4,-0.2,0.1,32-27,4.0,9-9,7-8,13-4,7-2,19-12,17-11,4-4,11-4,28-13,8-10,13-15,23-8,5-5,13-7,20-10
6.0,Los Angeles Dodgers,36,24,0.6,L 2,5.8,4.5,1.3,0.0,1.3,37-23,-1.0,13-9,5-5,7-3,11-7,21-10,15-14,4-3,8-8,28-13,8-11,12-11,24-13,5-5,10-10,16-14
7.0,San Diego Padres,34,24,0.586,W 2,4.2,3.9,0.3,-0.1,0.1,31-27,3.0,8-2,8-4,8-1,10-17,20-10,14-14,2-3,12-5,23-17,11-7,12-18,22-6,7-3,9-11,17-13
8.0,St. Louis Cardinals,33,26,0.559,L 1,4.6,4.1,0.5,0.1,0.6,33-26,0.0,10-9,8-5,3-0,12-12,19-8,14-18,0-4,10-8,23-17,10-9,16-12,17-14,6-4,13-7,21-9
9.0,Seattle Mariners,32,26,0.552,W 2,4.5,4.4,0.1,-0.1,0.0,30-28,2.0,5-7,5-4,14-8,8-7,16-14,16-12,4-5,12-7,22-19,10-7,12-16,20-10,4-6,10-10,16-14
10.0,Cleveland Guardians,32,26,0.552,W 2,4.1,4.3,-0.3,0.0,-0.2,27-31,5.0,6-6,14-5,3-3,9-12,17-11,15-15,4-0,8-4,29-18,3-8,19-15,13-11,6-4,9-11,17-13
11.0,San Francisco Giants,33,27,0.55,L 1,4.1,3.5,0.7,-0.1,0.6,35-25,-2.0,6-4,8-5,4-6,15-12,17-10,16-17,4-2,11-11,27-15,6-12,16-16,17-11,4-6,9-11,14-16
12.0,Houston Astros,32,27,0.542,W 1,4.1,3.8,0.3,0.2,0.4,31-28,1.0,6-4,8-7,10-6,8-10,22-12,10-15,2-0,10-7,28-25,4-2,23-21,9-6,7-3,12-8,16-14
13.0,Minnesota Twins,32,27,0.542,W 1,4.1,3.5,0.6,-0.1,0.5,34-25,-2.0,9-3,10-12,6-4,7-8,18-8,14-19,3-4,7-9,27-23,5-4,16-21,16-6,5-5,13-7,19-11
14.0,Milwaukee Brewers,33,28,0.541,W 8,4.5,4.2,0.3,0.0,0.3,32-29,1.0,3-0,8-7,4-6,18-15,18-10,15-18,3-2,9-8,21-20,12-8,15-19,18-9,8-2,13-7,17-13
