team,division,wins,losses,winPct,gamesBack,runDiff,wildCardGB,lastTen
Toronto Blue Jays,Unknown,68,50,.576,-,43,-,5-5
Boston Red Sox,Unknown,65,53,.551,3.0,88,+2.5,8-2
New York Yankees,Unknown,62,55,.530,5.5,87,-,4-6
Tampa Bay Rays,Unknown,57,61,.483,11.0,43,5.5,3-7
Baltimore Orioles,Unknown,53,64,.453,14.5,-87,9.0,4-6
Detroit Tigers,Unknown,67,51,.568,-,73,-,5-5
Cleveland Guardians,Unknown,61,55,.526,5.0,-17,0.5,9-1
Kansas City Royals,Unknown,58,59,.496,8.5,-17,4.0,6-4
Minnesota Twins,Unknown,55,61,.474,11.0,-26,6.5,4-6
Chicago White Sox,Unknown,42,75,.359,24.5,-77,20.0,3-7
Houston Astros,Unknown,65,52,.556,-,48,-,5-5
Seattle Mariners,Unknown,65,53,.551,0.5,34,+2.5,8-2
Texas Rangers,Unknown,60,58,.508,5.5,61,2.5,4-6
Los Angeles Angels,Unknown,56,61,.479,9.0,-66,6.0,4-6
Athletics,Unknown,52,67,.437,14.0,-99,11.0,6-4
Philadelphia Phillies,Unknown,67,49,.578,-,88,-,7-3
New York Mets,Unknown,63,54,.538,4.5,31,-,1-9
Miami Marlins,Unknown,57,60,.487,10.5,-54,6.0,5-5
Atlanta Braves,Unknown,50,67,.427,17.5,-24,13.0,5-5
Washington Nationals,Unknown,46,70,.397,21.0,-151,16.5,2-8
Milwaukee Brewers,Unknown,72,44,.621,-,131,-,9-1
Chicago Cubs,Unknown,67,49,.578,5.0,118,+4.5,5-5
Cincinnati Reds,Unknown,61,57,.517,12.0,35,2.5,5-5
St. Louis Cardinals,Unknown,59,59,.500,14.0,-19,4.5,4-6
Pittsburgh Pirates,Unknown,51,67,.432,22.0,-52,12.5,5-5
Los Angeles Dodgers,Unknown,68,49,.581,-,86,-,6-4
San Diego Padres,Unknown,65,52,.556,3.0,31,+2.0,7-3
San Francisco Giants,Unknown,59,58,.504,9.0,19,4.0,5-5
Arizona Diamondbacks,Unknown,56,61,.479,12.0,-5,7.0,5-5
Colorado Rockies,Unknown,30,86,.259,37.5,-322,32.5,2-8
