Rk,Tm,W,L,W-L%,Strk,R,RA,Rdiff,SOS,SRS,pythWL,Luck,vEast,vCent,vWest,Inter,Home,Road,ExInn,1Run,vRHP,vLHP,≥.500,<.500,last10,last20,last30
1.0,Detroit Tigers,39,21,0.65,W 1,4.9,3.5,1.4,-0.1,1.4,39-21,0.0,10-2,11-6,7-6,11-7,21-8,18-13,2-3,11-6,28-17,11-4,23-18,16-3,6-4,13-7,21-9
2.0,Chicago Cubs,37,22,0.627,W 2,5.8,4.1,1.6,-0.1,1.5,38-21,-1.0,6-6,8-4,15-11,8-1,20-11,17-11,3-3,9-4,28-15,9-7,12-13,25-9,8-2,15-5,20-10
3.0,New York Mets,37,22,0.627,W 3,4.4,3.3,1.1,-0.1,1.0,37-22,0.0,9-4,9-4,8-4,11-10,24-7,13-15,2-2,12-8,29-16,8-6,18-10,19-12,8-2,12-8,17-13
4.0,New York Yankees,36,22,0.621,W 1,5.5,3.8,1.7,-0.1,1.6,38-20,-2.0,7-6,5-4,10-2,14-10,18-9,18-13,1-3,10-11,28-17,8-5,22-15,14-7,7-3,14-6,19-11
5.0,Los Angeles Dodgers,36,23,0.61,L 1,5.8,4.5,1.4,-0.1,1.3,37-22,-1.0,13-8,5-5,7-3,11-7,21-9,15-14,4-2,8-7,28-12,8-11,12-10,24-13,6-4,10-10,17-13
6.0,Philadelphia Phillies,36,23,0.61,L 4,4.8,4.4,0.4,-0.2,0.1,32-27,4.0,9-9,7-8,13-4,7-2,19-12,17-11,4-4,11-4,28-13,8-10,13-15,23-8,5-5,13-7,20-10
7.0,San Diego Padres,33,24,0.579,W 1,4.2,4.0,0.3,-0.2,0.1,30-27,3.0,8-2,8-4,7-1,10-17,20-10,13-14,1-3,11-5,22-17,11-7,11-18,22-6,6-4,9-11,16-14
8.0,St. Louis Cardinals,33,26,0.559,L 1,4.6,4.1,0.5,0.1,0.6,33-26,0.0,10-9,8-5,3-0,12-12,19-8,14-18,0-4,10-8,23-17,10-9,16-12,17-14,6-4,13-7,21-9
9.0,San Francisco Giants,33,26,0.559,W 1,4.2,3.5,0.7,-0.1,0.6,34-25,-1.0,6-4,8-5,4-5,15-12,17-9,16-17,4-1,11-10,27-14,6-12,16-15,17-11,4-6,9-11,14-16
10.0,Seattle Mariners,32,26,0.552,W 2,4.5,4.4,0.1,-0.1,0.0,30-28,2.0,5-7,5-4,14-8,8-7,16-14,16-12,4-5,12-7,22-19,10-7,12-16,20-10,4-6,10-10,16-14
11.0,Cleveland Guardians,32,26,0.552,W 2,4.1,4.3,-0.3,0.0,-0.2,27-31,5.0,6-6,14-5,3-3,9-12,17-11,15-15,4-0,8-4,29-18,3-8,19-15,13-11,6-4,9-11,17-13
12.0,Houston Astros,32,27,0.542,W 1,4.1,3.8,0.3,0.2,0.4,31-28,1.0,6-4,8-7,10-6,8-10,22-12,10-15,2-0,10-7,28-25,4-2,23-21,9-6,7-3,12-8,16-14
13.0,Minnesota Twins,31,27,0.534,L 2,4.0,3.5,0.5,-0.1,0.5,33-25,-2.0,9-3,10-12,5-4,7-8,18-8,13-19,3-4,7-9,26-23,5-4,16-21,15-6,4-6,13-7,19-11
14.0,Milwaukee Brewers,32,28,0.533,W 7,4.6,4.3,0.3,0.0,0.3,32-28,0.0,3-0,7-7,4-6,18-15,18-10,14-18,3-2,8-8,20-20,12-8,15-19,17-9,8-2,13-7,17-13
15.0,Toronto Blue Jays,31,28,0.525,W 5,4.2,4.3,-0.1,0.0,-0.1,29-30,2.0,10-12,2-4,11-8,8-4,20-12,11-16,4-2,7-8,24-23,7-5,11-19,20-9,6-4,12-8,18-12
16.0,Kansas City Royals,31,29,0.517,L 1,3.2,3.4,-0.1,0.1,0.0,29-31,2.0,8-7,12-12,3-3,8-7,19-13,12-16,4-2,12-8,25-25,6-4,18-23,13-6,4-6,7-13,16-14
17.0,Tampa Bay Rays,30,29,0.508,L 1,4.3,3.6,0.7,0.0,0.7,34-25,-4.0,9-7,2-4,5-8,14-10,18-19,12-10,3-1,8-10,21-20,9-9,19-16,11-13,7-3,12-8,16-14
18.0,Texas Rangers,29,31,0.483,W 1,3.4,3.4,0.1,0.0,0.0,30-30,-1.0,8-8,3-3,8-12,10-8,20-13,9-18,0-0,9-11,24-21,5-10,14-20,15-11,4-6,10-10,13-17
19.0,Cincinnati Reds,29,31,0.483,L 2,4.6,4.1,0.5,-0.1,0.4,33-27,-4.0,3-7,9-11,6-3,11-10,14-14,15-17,0-5,5-9,22-19,7-12,15-17,14-14,4-6,10-10,13-17
20.0,Boston Red Sox,29,32,0.475,W 1,4.6,4.4,0.2,-0.1,0.1,32-29,-3.0,8-9,9-10,4-6,8-7,16-14,13-18,4-6,6-15,24-25,5-7,15-19,14-13,4-6,8-12,12-18
21.0,Washington Nationals,28,31,0.475,L 1,4.5,5.1,-0.6,-0.2,-0.8,26-33,2.0,8-11,3-7,9-6,8-7,13-14,15-17,2-1,11-7,22-23,6-8,10-18,18-13,6-4,11-9,15-15
22.0,Arizona Diamondbacks,28,31,0.475,W 1,5.0,5.2,-0.2,0.3,0.1,29-30,-1.0,10-11,6-10,7-6,5-4,15-17,13-14,2-4,8-11,20-22,8-9,17-21,11-10,2-8,8-12,13-17
23.0,Atlanta Braves,27,31,0.466,L 1,4.1,3.8,0.2,0.0,0.2,31-27,-4.0,7-7,6-4,6-13,8-7,17-11,10-20,5-1,9-14,21-24,6-7,12-19,15-12,3-7,9-11,14-16
24.0,Los Angeles Angels,26,32,0.448,L 2,4.1,5.0,-1.0,0.0,-1.0,23-35,3.0,5-7,6-10,5-7,10-8,10-15,16-17,2-0,8-4,23-26,3-6,17-22,9-10,3-7,10-10,14-16
25.0,Miami Marlins,23,34,0.404,L 1,4.1,5.5,-1.4,0.2,-1.2,21-36,2.0,6-8,7-6,3-12,7-8,14-17,9-17,3-3,8-9,16-26,7-8,11-22,12-12,4-6,9-11,11-19
26.0,Athletics,23,37,0.383,L 6,4.2,6.1,-1.8,0.0,-1.8,20-40,3.0,1-6,5-1,8-12,9-18,9-19,14-18,3-2,7-10,17-31,6-6,9-28,14-9,1-9,2-18,8-22
27.0,Baltimore Orioles,22,36,0.379,W 3,3.8,5.4,-1.6,0.1,-1.5,20-38,2.0,8-8,7-14,2-1,5-13,12-17,10-19,1-2,7-7,18-25,4-11,11-22,11-14,6-4,8-12,11-19
28.0,Pittsburgh Pirates,22,38,0.367,L 1,3.2,4.2,-1.0,0.3,-0.7,23-37,-1.0,7-10,7-12,4-8,4-8,13-16,9-22,3-3,10-13,18-29,4-9,10-27,12-11,5-5,9-11,11-19
29.0,Chicago White Sox,18,41,0.305,L 3,3.4,4.3,-0.9,-0.1,-0.9,23-36,-5.0,3-7,2-14,7-11,6-9,12-15,6-26,1-2,3-15,12-32,6-9,7-24,11-17,3-7,7-13,11-19
30.0,Colorado Rockies,9,50,0.153,L 8,3.1,6.3,-3.1,0.4,-2.8,13-46,-4.0,2-14,1-8,3-13,3-15,6-22,3-28,0-4,4-11,8-33,1-17,5-36,4-14,1-9,3-17,5-25
,Average,29,29,0.5,,4.3,4.3,,,,29-29,,7-6,6-7,6-6,9-9,16-12,12-16,2-2,8-8,22-21,6-7,14-19,15-10,4-5,10-10,15-14
