Rk,Tm,W,L,W-L%,Strk,R,RA,Rdiff,SOS,SRS,pythWL,Luck,vEast,vCent,vWest,Inter,Home,Road,ExInn,1Run,vRHP,vLHP,≥.500,<.500,last10,last20,last30
1.0,Detroit Tigers,38,20,0.655,W 5,5.1,3.6,1.5,-0.1,1.4,38-20,0.0,10-2,10-5,7-6,11-7,21-8,17-12,2-3,10-5,28-16,10-4,22-17,16-3,7-3,13-7,20-10
2.0,Philadelphia Phillies,36,21,0.632,L 2,4.8,4.2,0.6,-0.3,0.3,32-25,4.0,9-9,7-6,13-4,7-2,19-10,17-11,4-4,11-4,28-12,8-9,13-13,23-8,7-3,14-6,22-8
3.0,New York Yankees,35,21,0.625,L 1,5.5,3.6,2.0,-0.2,1.8,39-17,-4.0,7-6,5-4,10-2,13-9,18-9,17-12,1-3,10-11,27-16,8-5,21-14,14-7,8-2,15-5,20-10
4.0,Chicago Cubs,35,22,0.614,L 1,5.8,4.2,1.6,-0.2,1.4,37-20,-2.0,6-6,6-4,15-11,8-1,18-11,17-11,3-3,9-4,27-15,8-7,14-15,21-7,7-3,13-7,18-12
5.0,Los Angeles Dodgers,35,22,0.614,W 1,5.6,4.5,1.2,-0.1,1.1,35-22,0.0,13-8,5-5,7-3,10-6,20-8,15-14,4-2,8-7,27-12,8-10,11-9,24-13,6-4,10-10,18-12
6.0,New York Mets,35,22,0.614,W 1,4.3,3.3,1.0,0.0,1.0,35-22,0.0,9-4,9-4,6-4,11-10,22-7,13-15,2-2,12-8,28-16,7-6,18-10,17-12,6-4,12-8,16-14
7.0,San Diego Padres,32,23,0.582,W 1,4.3,3.9,0.3,-0.2,0.2,30-25,2.0,8-2,7-3,7-1,10-17,19-9,13-14,1-3,11-5,22-17,10-6,11-18,21-5,5-5,9-11,15-15
8.0,St. Louis Cardinals,32,25,0.561,L 1,4.7,4.1,0.6,0.1,0.7,32-25,0.0,10-9,8-5,3-0,11-11,19-8,13-17,0-4,10-8,23-16,9-9,18-14,14-11,6-4,14-6,20-10
9.0,San Francisco Giants,32,25,0.561,W 1,4.3,3.6,0.7,0.0,0.7,33-24,-1.0,5-3,8-5,4-5,15-12,17-9,15-16,4-1,11-9,27-13,5-12,19-18,13-7,4-6,9-11,15-15
10.0,Minnesota Twins,31,25,0.554,W 1,4.1,3.5,0.6,-0.1,0.5,32-24,-1.0,9-3,10-12,5-2,7-8,18-8,13-17,3-3,7-7,26-21,5-4,16-19,15-6,5-5,15-5,21-9
11.0,Houston Astros,31,26,0.544,W 1,4.1,3.6,0.5,0.1,0.6,32-25,-1.0,5-3,8-7,10-6,8-10,21-11,10-15,2-0,9-7,27-24,4-2,24-21,7-5,6-4,12-8,17-13
12.0,Seattle Mariners,30,26,0.536,L 3,4.6,4.5,0.1,-0.1,0.0,29-27,1.0,5-7,3-4,14-8,8-7,14-14,16-12,3-5,10-7,20-19,10-7,12-17,18-9,3-7,8-12,16-14
13.0,Cleveland Guardians,30,26,0.536,L 1,4.0,4.4,-0.4,0.1,-0.3,26-30,4.0,6-6,14-5,1-3,9-12,15-11,15-15,4-0,8-4,27-18,3-8,19-18,11-8,5-5,9-11,15-15
14.0,Milwaukee Brewers,30,28,0.517,W 5,4.3,4.3,0.1,0.0,0.1,30-28,0.0,1-0,7-7,4-6,18-15,18-10,12-18,3-2,8-8,20-20,10-8,16-20,14-8,7-3,11-9,17-13
