Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home AB,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Home BP AB,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away AB,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO,Away BP AB
2025-07-18,Chicago Cubs,Colin Rea,3.91,1.26,92.0,65.0,.264,352.0,3.83,1.23,763.2,653.0,2874.0,Boston Red Sox,Lucas Giolito,3.36,1.23,72.1,64.0,.253,269.0,3.83,1.31,806.1,758.0,3057.0
2025-07-18,Pittsburgh Pirates,Bailey Falter,3.79,1.2,97.1,59.0,.235,353.0,3.72,1.2,756.1,661.0,2839.0,Chicago White Sox,Jonathan Cannon,4.44,1.44,77.0,61.0,.268,306.0,4.12,1.37,766.2,635.0,2915.0
2025-07-18,Washington Nationals,Michael Soroka,5.35,1.16,67.1,74.0,.230,256.0,5.2,1.43,776.0,669.0,3027.0,San Diego Padres,Dylan Cease,4.88,1.33,103.1,129.0,.247,397.0,3.47,1.23,746.9,698.0,2775.0
2025-07-18,Philadelphia Phillies,Jesús Luzardo,4.14,1.41,104.1,122.0,.272,408.0,3.59,1.23,749.0,756.0,2838.0,Los Angeles Angels,TBD,,,,,,,,,,,
2025-07-18,Toronto Blue Jays,Chris Bassitt,4.12,1.35,107.0,104.0,.271,425.0,4.17,1.26,745.2,750.0,2789.0,San Francisco Giants,Justin Verlander,4.7,1.42,76.2,67.0,.273,304.0,3.38,1.23,783.0,761.0,2929.0
2025-07-18,New York Mets,Sean Manaea,2.7,1.5,3.1,7.0,.333,15.0,3.56,1.3,857.0,820.0,3218.0,Cincinnati Reds,Nick Lodolo,3.38,1.11,106.2,97.0,.237,405.0,3.98,1.26,751.0,686.0,2826.0
2025-07-18,Cleveland Guardians,Slade Cecconi,3.44,1.27,55.0,56.0,.246,211.0,3.95,1.34,788.1,747.0,2964.0,Athletics,JP Sears,4.79,1.25,97.2,79.0,.256,383.0,5.25,1.48,773.8,705.0,3023.0
2025-07-18,Miami Marlins,Sandy Alcantara,7.22,1.48,91.0,71.0,.271,361.0,4.26,1.31,754.0,682.0,2885.0,Kansas City Royals,TBD,,,,,,,,,,,
2025-07-18,Atlanta Braves,Spencer Strider,3.94,1.17,61.2,74.0,.215,223.0,3.88,1.25,779.0,804.0,2916.0,New York Yankees,TBD,,,,,,,,,,,
2025-07-18,Tampa Bay Rays,Taj Bradley,4.6,1.27,103.2,89.0,.237,389.0,3.67,1.19,759.0,710.0,2834.0,Baltimore Orioles,Charlie Morton,5.18,1.52,83.1,88.0,.272,327.0,4.89,1.4,754.0,696.0,2946.0
2025-07-18,Texas Rangers,Patrick Corbin,4.15,1.32,93.1,74.0,.266,361.0,3.17,1.15,768.0,698.0,2843.0,Detroit Tigers,Reese Olson,2.95,1.24,58.0,55.0,.234,214.0,3.74,1.23,805.1,765.0,3034.0
2025-07-18,Colorado Rockies,Kyle Freeland,5.44,1.54,89.1,67.0,.314,369.0,5.57,1.57,748.9,566.0,2990.0,Minnesota Twins,Chris Paddack,4.95,1.28,100.0,70.0,.265,389.0,3.95,1.25,743.0,741.0,2840.0
2025-07-18,Arizona Diamondbacks,Brandon Pfaadt,5.16,1.31,99.1,84.0,.270,396.0,4.58,1.34,763.1,737.0,2924.0,St. Louis Cardinals,Andre Pallante,4.49,1.3,100.1,64.0,.252,389.0,4.06,1.27,760.1,641.0,2902.0
2025-07-18,Seattle Mariners,TBD,,,,,,,,,,,,Houston Astros,Brandon Walter,3.98,1.01,40.2,40.0,.245,159.0,3.59,1.17,813.0,890.0,3019.0
2025-07-18,Los Angeles Dodgers,Tyler Glasnow,3.52,1.22,23.0,28.0,.171,82.0,4.31,1.31,843.1,823.0,3190.0,Milwaukee Brewers,Quinn Priester,3.55,1.25,88.2,70.0,.234,337.0,3.67,1.25,764.9,761.0,2863.0
