Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home AB,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Home BP AB,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away AB,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO,Away BP AB
2025-08-22,Pittsburgh Pirates,Braxton Ashcraft,3.02,1.27,41.2,37.0,.248,161.0,4.06,1.23,1087.8,955.0,4098.0,Colorado Rockies,Antonio Senzatela,7.0,1.87,108.0,57.0,.354,461.0,5.88,1.58,1010.1,792.0,4060.0
2025-08-22,Philadelphia Phillies,Taijuan Walker,3.34,1.29,91.2,65.0,.251,358.0,3.8,1.22,1036.9,1101.0,3949.0,Washington Nationals,Cade Cavalli,2.2,1.29,16.1,14.0,.266,64.0,5.37,1.44,1100.0,950.0,4293.0
2025-08-22,Baltimore Orioles,Cade Povich,4.98,1.44,81.1,90.0,.273,319.0,4.64,1.38,1039.9,951.0,4024.0,Houston Astros,Lance McCullers Jr.,6.9,1.74,44.1,50.0,.267,180.0,3.75,1.2,1096.1,1151.0,4090.0
2025-08-22,New York Yankees,Max Fried,3.26,1.12,149.0,141.0,.228,570.0,4.1,1.28,977.2,990.0,3674.0,Boston Red Sox,Brayan Bello,3.23,1.26,128.0,97.0,.244,476.0,3.8,1.31,1019.0,949.0,3869.0
2025-08-22,Detroit Tigers,Casey Mize,3.63,1.24,111.2,103.0,.255,431.0,3.77,1.21,1033.9,1006.0,3874.0,Kansas City Royals,Ryan Bergert,2.75,1.13,52.1,51.0,.189,190.0,3.62,1.25,1087.9,954.0,4118.0
2025-08-22,Miami Marlins,TBD,,,,,,,,,,,,Toronto Blue Jays,Shane Bieber,,,,,,,,,,,
2025-08-22,Atlanta Braves,Joey Wentz,4.72,1.38,68.2,59.0,.241,261.0,4.27,1.28,1056.0,1051.0,3983.0,New York Mets,Nolan McLean,0.0,1.13,5.1,8.0,.118,17.0,3.83,1.31,1119.9,1080.0,4246.0
2025-08-22,Tampa Bay Rays,Adrian Houser,2.67,1.29,84.1,60.0,.264,314.0,4.12,1.21,1048.1,1035.0,3949.0,St. Louis Cardinals,Miles Mikolas,4.99,1.3,122.2,80.0,.267,486.0,4.16,1.3,1017.0,865.0,3904.0
2025-08-22,Chicago White Sox,Aaron Civale,4.88,1.35,79.1,65.0,.257,307.0,4.13,1.37,1027.0,901.0,3907.0,Minnesota Twins,Zebby Matthews,5.06,1.44,48.0,63.0,.278,194.0,4.21,1.27,1072.0,1010.0,4114.0
2025-08-22,Texas Rangers,Nathan Eovaldi,1.76,0.87,123.0,120.0,.196,439.0,3.69,1.23,1021.1,932.0,3817.0,Cleveland Guardians,Slade Cecconi,4.5,1.32,90.0,76.0,.264,352.0,3.82,1.31,1032.0,981.0,3873.0
2025-08-22,Milwaukee Brewers,Jose Quintana,3.32,1.28,105.2,73.0,.244,401.0,3.58,1.22,1034.0,1039.0,3846.0,San Francisco Giants,Carson Whisenhunt,5.02,1.4,14.1,12.0,.232,56.0,3.73,1.29,1117.9,1065.0,4245.0
2025-08-22,Los Angeles Angels,TBD,,,,,,,,,,,,Chicago Cubs,TBD,,,,,,,,,,,
2025-08-22,Arizona Diamondbacks,Ryne Nelson,3.58,1.07,113.0,99.0,.215,423.0,4.66,1.36,1025.0,928.0,3972.0,Cincinnati Reds,Zack Littell,3.52,1.11,151.0,103.0,.249,578.0,3.83,1.25,982.2,963.0,3696.0
2025-08-22,San Diego Padres,Yu Darvish,5.97,1.22,37.2,34.0,.234,141.0,3.46,1.2,1094.8,1069.0,4044.0,Los Angeles Dodgers,Blake Snell,1.8,1.44,25.0,25.0,.242,95.0,4.21,1.31,1112.2,1105.0,4212.0
2025-08-22,Seattle Mariners,TBD,,,,,,,,,,,,Athletics,Luis Morales,1.86,1.66,9.2,9.0,.235,34.0,4.84,1.38,1135.9,1050.0,4366.0
