Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home AB,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Home BP AB,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away AB,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO,Away BP AB
2025-07-25,Milwaukee Brewers,Freddy Peralta,2.85,1.08,116.2,122,.201,427,3.69,1.25,789.9,760,2960,Miami Marlins,Cal Quantrill,5.24,1.37,87.2,70,.281,342,4.4,1.3,812.8,721,3103
2025-07-25,Pittsburgh Pirates,Mike Burrows,4.7,1.41,46.0,48,.257,179,3.79,1.2,861.2,728,3225,Arizona Diamondbacks,Ryne Nelson,3.52,1.06,84.1,69,.204,309,4.69,1.36,832.1,797,3221
2025-07-25,Baltimore Orioles,Dean Kremer,4.06,1.25,115.1,94,.256,446,5.12,1.45,780.0,740,3054,Colorado Rockies,Kyle Freeland,5.19,1.53,95.1,70,.309,392,5.54,1.57,796.9,600,3178
2025-07-25,New York Yankees,Will Warren,4.91,1.44,99.0,117,.250,384,3.76,1.2,801.2,779,2995,Philadelphia Phillies,Taijuan Walker,3.75,1.38,62.1,53,.250,244,3.71,1.24,848.0,899,3222
2025-07-25,Boston Red Sox,Brayan Bello,3.23,1.27,97.2,74,.244,365,3.86,1.29,834.0,791,3162,Los Angeles Dodgers,Emmet Sheehan,4.41,1.35,16.1,16,.274,62,4.28,1.32,904.0,892,3423
2025-07-25,Cincinnati Reds,Nick Martinez,4.73,1.22,116.0,81,.262,439,3.79,1.24,792.2,756,2990,Tampa Bay Rays,Zack Littell,3.53,1.09,122.1,83,.252,461,3.9,1.22,794.1,771,2973
2025-07-25,Detroit Tigers,Keider Montero,4.28,1.38,69.1,50,.265,268,3.75,1.22,852.0,841,3210,Toronto Blue Jays,José Berríos,3.87,1.26,121.0,102,.244,451,4.12,1.25,794.2,815,2997
2025-07-25,St. Louis Cardinals,Miles Mikolas,5.2,1.3,97.0,69,.268,385,4.12,1.29,821.2,697,3149,San Diego Padres,Nick Pivetta,2.81,1.0,115.1,127,.202,421,3.75,1.27,793.9,747,2974
2025-07-25,Chicago White Sox,Adrian Houser,1.89,1.23,62.0,44,.251,227,4.24,1.39,834.2,707,3190,Chicago Cubs,Shota Imanaga,2.4,0.92,75.0,53,.192,271,3.99,1.25,834.2,711,3161
2025-07-25,Texas Rangers,Nathan Eovaldi,1.58,0.85,91.0,94,.194,325,3.33,1.19,824.1,733,3072,Atlanta Braves,Joey Wentz,5.71,1.61,41.0,36,.270,163,3.97,1.24,853.2,885,3189
2025-07-25,Kansas City Royals,Michael Wacha,3.62,1.24,112.0,85,.246,426,3.48,1.22,802.1,748,3016,Cleveland Guardians,Gavin Williams,3.54,1.38,104.1,106,.223,385,3.97,1.31,802.0,749,3026
2025-07-25,Houston Astros,Ryan Gusto,4.46,1.42,76.2,77,.270,307,3.52,1.16,840.8,907,3106,Athletics,Jeffrey Springs,4.18,1.22,114.0,90,.232,435,5.34,1.46,815.0,750,3183
2025-07-25,Minnesota Twins,Zebby Matthews,6.26,1.61,23.0,31,.298,94,4.11,1.25,870.2,835,3336,Washington Nationals,MacKenzie Gore,3.59,1.27,112.2,140,.247,425,5.43,1.43,784.9,637,3063
2025-07-25,Los Angeles Angels,José Soriano,3.83,1.43,120.0,103,.256,449,4.8,1.44,792.0,703,3063,Seattle Mariners,Bryan Woo,2.91,0.94,120.2,115,.207,444,4.06,1.32,814.8,752,3099
2025-07-25,San Francisco Giants,Logan Webb,3.08,1.21,131.2,140,.259,502,3.69,1.28,778.0,733,2928,New York Mets,Clay Holmes,3.48,1.27,108.2,86,.236,402,3.58,1.3,805.9,795,3036
