Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home AB,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Home BP AB,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away AB,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO,Away BP AB
2025-08-23,New York Yankees,Will Warren,4.25,1.37,127.0,143,.242,491,3.93,1.25,1008.2,997,3786,Boston Red Sox,Garrett Crochet,2.43,1.07,159.1,196,.219,593,3.91,1.33,996.9,859,3780
2025-08-23,Miami Marlins,Janson Junk,4.04,1.12,82.1,58,.265,313,4.57,1.31,1051.0,951,4025,Toronto Blue Jays,José Berríos,4.0,1.29,146.1,121,.254,552,4.23,1.26,996.1,1021,3754
2025-08-23,Philadelphia Phillies,Aaron Nola,6.92,1.6,52.0,56,.308,214,3.62,1.21,1085.1,1119,4124,Washington Nationals,Mitchell Parker,5.83,1.5,129.2,84,.276,515,5.24,1.43,995.9,890,3877
2025-08-23,Detroit Tigers,Chris Paddack,5.1,1.26,132.1,96,.265,514,3.6,1.21,1022.0,1015,3826,Kansas City Royals,Michael Wacha,3.34,1.17,142.2,104,.242,538,3.65,1.26,1005.8,908,3806
2025-08-23,Pittsburgh Pirates,Mike Burrows,4.46,1.27,72.2,73,.237,274,3.96,1.23,1065.8,928,4013,Colorado Rockies,Kyle Freeland,5.16,1.5,120.1,85,.305,489,6.12,1.62,1006.0,770,4069
2025-08-23,Baltimore Orioles,Dean Kremer,3.97,1.21,147.1,123,.252,564,4.8,1.41,982.9,927,3816,Houston Astros,Cristian Javier,3.38,1.0,8.0,7,.214,28,3.9,1.23,1141.2,1205,4280
2025-08-23,Texas Rangers,Jack Leiter,4.06,1.38,108.2,101,.226,412,3.42,1.17,1044.9,964,3877,Cleveland Guardians,Logan Allen,3.87,1.4,123.1,98,.260,470,3.87,1.3,1006.9,964,3786
2025-08-23,Chicago White Sox,Davis Martin,3.94,1.27,107.1,74,.251,407,4.23,1.38,1008.0,902,3846,Minnesota Twins,Mick Abel,5.04,1.36,25.0,21,.255,98,4.25,1.29,1104.0,1058,4246
2025-08-23,Milwaukee Brewers,Freddy Peralta,2.78,1.1,142.2,154,.199,522,3.68,1.24,1006.0,965,3756,San Francisco Giants,Logan Webb,3.19,1.22,160.2,175,.261,618,3.85,1.3,980.0,910,3714
2025-08-23,Atlanta Braves,Cal Quantrill,5.5,1.39,109.2,82,.281,434,4.24,1.3,1024.0,1033,3856,New York Mets,Clay Holmes,3.64,1.34,131.0,105,.249,494,3.85,1.31,1003.0,991,3805
2025-08-23,Arizona Diamondbacks,Nabil Crismatt,1.8,0.8,5.0,5,.167,18,4.55,1.33,1144.0,1029,4413,Cincinnati Reds,Andrew Abbott,2.28,1.08,130.0,112,.218,482,3.97,1.25,1013.2,964,3825
2025-08-23,San Diego Padres,Nestor Cortes,5.87,1.65,23.0,22,.261,88,3.47,1.19,1118.0,1089,4125,Los Angeles Dodgers,Tyler Glasnow,3.12,1.14,57.2,72,.184,206,4.2,1.32,1088.0,1063,4125
2025-08-23,Los Angeles Angels,Victor Mederos,5.54,1.85,13.0,10,.286,49,4.65,1.43,1123.0,1005,4313,Chicago Cubs,Cade Horton,3.08,1.2,87.2,70,.238,323,3.85,1.2,1058.0,913,3980
2025-08-23,Seattle Mariners,George Kirby,4.22,1.18,89.2,94,.246,337,3.95,1.27,1074.9,1003,4080,Athletics,Jeffrey Springs,4.24,1.19,140.0,114,.232,531,4.89,1.39,1013.1,953,3897
