Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home AB,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Home BP AB,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away AB,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO,Away BP AB
2025-07-21,Cleveland Guardians,Tanner Bibee,4.29,1.24,109.0,95,.248,412,3.91,1.35,761.1,733,2872,Baltimore Orioles,Tomoyuki Sugano,4.44,1.3,99.1,59,.272,394,5.03,1.42,763.0,745,2979
2025-07-21,Pittsburgh Pirates,Paul Skenes,2.01,0.93,121.0,131,.189,435,4.19,1.27,759.2,612,2869,Detroit Tigers,Jack Flaherty,4.65,1.24,100.2,124,.226,376,3.53,1.21,787.9,729,2958
2025-07-21,Miami Marlins,Eury Pérez,3.18,0.91,34.0,35,.168,119,4.63,1.34,839.0,734,3228,San Diego Padres,Randy Vásquez,3.8,1.39,94.2,50,.242,356,3.59,1.21,781.8,799,2910
2025-07-21,Washington Nationals,Jake Irvin,4.58,1.29,116.0,83,.248,452,5.32,1.43,754.1,679,2936,Cincinnati Reds,Brady Singer,4.32,1.35,100.0,92,.251,378,3.81,1.23,783.2,718,2952
2025-07-21,Philadelphia Phillies,Zack Wheeler,2.36,0.86,122.0,154,.181,436,3.95,1.32,758.1,754,2923,Boston Red Sox,Walker Buehler,6.12,1.56,78.0,63,.282,309,3.57,1.28,825.2,779,3114
2025-07-21,Toronto Blue Jays,Kevin Gausman,4.19,1.16,109.2,104,.228,408,4.11,1.27,770.0,780,2907,New York Yankees,Carlos Rodón,3.08,1.0,119.2,135,.184,430,4.03,1.25,756.0,747,2845
2025-07-21,New York Mets,Kodai Senga,1.39,1.13,77.2,74,.199,277,3.79,1.32,809.9,777,3057,Los Angeles Angels,Tyler Anderson,4.34,1.41,101.2,82,.259,402,4.7,1.46,777.8,693,2981
2025-07-21,Atlanta Braves,Bryce Elder,5.65,1.51,79.2,69,.287,321,3.77,1.22,788.0,831,2924,San Francisco Giants,Hayden Birdsong,4.11,1.42,65.2,68,.239,251,3.55,1.25,818.0,772,3080
2025-07-21,Tampa Bay Rays,Shane Baz,4.17,1.25,110.0,107,.239,410,3.69,1.19,779.2,719,2917,Chicago White Sox,Sean Burke,4.36,1.4,97.0,80,.251,371,4.03,1.37,773.2,640,2949
2025-07-21,Chicago Cubs,Ryan Brasier,1.04,0.92,17.1,14,.217,60,3.84,1.23,865.1,731,3264,Kansas City Royals,Noah Cameron,2.31,1.0,70.0,58,.190,253,3.59,1.24,818.1,754,3089
2025-07-21,Texas Rangers,Jack Leiter,4.37,1.36,80.1,69,.233,305,3.1,1.14,808.0,726,2991,Athletics,Jacob Lopez,4.2,1.33,55.2,69,.244,217,5.29,1.45,840.8,739,3283
2025-07-21,Colorado Rockies,Austin Gomber,5.65,1.6,28.2,14,.320,122,5.57,1.57,836.8,639,3341,St. Louis Cardinals,Michael McGreevy,4.22,1.03,21.1,16,.232,82,4.19,1.29,863.1,712,3310
2025-07-21,Arizona Diamondbacks,Zac Gallen,5.4,1.37,115.0,110,.254,445,4.46,1.32,774.2,733,2976,Houston Astros,Colton Gordon,4.67,1.42,52.0,44,.302,215,3.58,1.15,829.0,917,3061
2025-07-21,Seattle Mariners,George Kirby,4.5,1.15,54.0,56,.245,204,3.88,1.27,845.0,773,3198,Milwaukee Brewers,Brandon Woodruff,2.61,0.68,10.1,18,.184,38,3.67,1.25,870.0,837,3260
2025-07-21,Los Angeles Dodgers,Shohei Ohtani,1.0,0.78,9.0,10,.167,30,4.33,1.33,884.1,863,3353,Minnesota Twins,David Festa,5.25,1.31,48.0,48,.245,184,4.06,1.26,820.0,794,3150
