Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home AB,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Home BP AB,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away AB,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO,Away BP AB
2025-08-09,Atlanta Braves,Hurston Waldrep,1.59,0.88,5.2,4,.158,19,4.26,1.29,1012.0,1015,3816,Miami Marlins,Ryan Gusto,4.92,1.43,86.0,87.0,.276,344.0,4.39,1.29,937.1,820.0,3570.0
2025-08-09,Atlanta Braves,Erick Fedde,5.32,1.48,111.2,66,.266,428,4.12,1.27,906.0,953,3407,Miami Marlins,Sandy Alcantara,6.44,1.42,116.0,86.0,.269,454.0,4.17,1.28,907.1,821.0,3460.0
2025-08-09,New York Yankees,Luis Gil,13.5,2.7,3.1,3,.357,14,4.01,1.26,1023.1,1023,3855,Houston Astros,Framber Valdez,2.83,1.12,140.0,144.0,.219,511.0,3.84,1.2,892.0,972.0,3344.0
2025-08-09,San Francisco Giants,Carson Whisenhunt,4.35,1.16,10.1,7,.205,39,3.61,1.27,1016.9,985,3838,Washington Nationals,Brad Lord,3.42,1.23,79.0,65.0,.242,293.0,5.54,1.47,931.1,806.0,3667.0
2025-08-09,Detroit Tigers,Charlie Morton,5.2,1.52,107.1,107,.272,419,3.66,1.2,929.0,887,3497,Los Angeles Angels,Yusei Kikuchi,3.22,1.4,134.0,139.0,.256,516.0,4.8,1.42,895.0,776.0,3440.0
2025-08-09,Pittsburgh Pirates,Braxton Ashcraft,3.24,1.38,33.1,28,.262,130,3.85,1.2,1001.9,871,3762,Cincinnati Reds,Nick Martinez,4.66,1.21,129.1,93.0,.256,488.0,3.78,1.24,903.1,878.0,3407.0
2025-08-09,Baltimore Orioles,Brandon Young,5.88,1.67,41.1,38,.307,166,4.81,1.4,976.0,912,3800,Athletics,Jack Perkins,3.97,1.15,22.2,23.0,.195,82.0,4.97,1.4,1021.9,927.0,3942.0
2025-08-09,Minnesota Twins,Bailey Ober,5.38,1.41,97.0,78,.289,395,4.16,1.26,912.0,896,3493,Kansas City Royals,Noah Cameron,2.68,1.01,87.1,72.0,.200,320.0,3.73,1.26,943.0,841.0,3569.0
2025-08-09,Chicago White Sox,Sean Burke,4.23,1.41,110.2,100,.248,427,4.16,1.37,901.9,774,3421,Cleveland Guardians,Joey Cantillo,4.37,1.44,55.2,72.0,.236,212.0,3.8,1.29,969.0,904.0,3632.0
2025-08-09,Milwaukee Brewers,Tobias Myers,4.3,1.61,23.0,19,.284,95,3.59,1.23,1000.1,979,3727,New York Mets,TBD,,,,,,,,,,,
2025-08-09,St. Louis Cardinals,Andre Pallante,4.57,1.32,122.0,80,.255,475,4.13,1.29,910.2,765,3505,Chicago Cubs,Colin Rea,4.23,1.32,110.2,79.0,.274,427.0,3.87,1.21,912.0,788.0,3434.0
2025-08-09,Texas Rangers,Jacob deGrom,2.8,0.94,128.2,135,.198,465,3.35,1.2,911.9,822,3390,Philadelphia Phillies,Jesús Luzardo,4.32,1.35,127.0,147.0,.258,493.0,3.65,1.21,897.1,907.0,3415.0
2025-08-09,Arizona Diamondbacks,Eduardo Rodriguez,5.53,1.66,97.2,103,.308,406,4.44,1.31,934.0,850,3575,Colorado Rockies,Bradley Blalock,7.68,1.66,38.2,18.0,.333,159.0,5.94,1.62,965.8,733.0,3902.0
2025-08-09,San Diego Padres,Michael King,2.59,1.02,55.2,64,.195,205,3.69,1.23,970.8,918,3601,Boston Red Sox,Lucas Giolito,3.57,1.19,95.2,81.0,.243,358.0,3.72,1.31,953.8,885.0,3611.0
2025-08-09,Los Angeles Dodgers,Blake Snell,3.21,1.64,14.0,12,.263,57,4.14,1.31,1019.1,1012,3857,Toronto Blue Jays,Chris Bassitt,4.12,1.31,129.0,126.0,.267,510.0,4.25,1.24,908.2,913.0,3407.0
2025-08-09,Seattle Mariners,Logan Evans,4.3,1.41,69.0,53,.273,271,3.78,1.22,993.2,944,3733,Tampa Bay Rays,Joe Boyle,2.3,0.88,27.1,26.0,.137,95.0,3.89,1.22,1009.1,959.0,3797.0
