Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home AB,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Home BP AB,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away AB,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO,Away BP AB
2025-08-11,Cincinnati Reds,Andrew Abbott,2.34,1.13,115.1,99.0,.221,430.0,4.07,1.26,935.1,884.0,3535.0,Philadelphia Phillies,Taijuan Walker,3.53,1.3,79.0,60.0,.252,309.0,3.71,1.22,963.1,1010.0,3667.0
2025-08-11,New York Yankees,Will Warren,4.44,1.42,115.2,133.0,.246,447.0,4.01,1.25,929.0,914.0,3494.0,Minnesota Twins,Zebby Matthews,5.17,1.38,38.1,48.0,.279,154.0,4.2,1.27,990.9,938.0,3806.0
2025-08-11,Kansas City Royals,Bailey Falter,4.14,1.23,117.1,72.0,.240,429.0,3.55,1.23,932.9,862.0,3532.0,Washington Nationals,Cade Cavalli,0.0,0.92,4.1,6.0,.167,18.0,5.31,1.44,1024.0,888.0,4004.0
2025-08-11,Chicago White Sox,Elvis Peguero,4.91,1.64,7.1,5.0,.258,31.0,4.15,1.37,1023.0,886.0,3884.0,Detroit Tigers,Chris Paddack,4.91,1.25,121.0,88.0,.264,470.0,3.72,1.23,933.1,926.0,3514.0
2025-08-11,Milwaukee Brewers,Jose Quintana,3.57,1.34,93.1,66.0,.252,357.0,3.64,1.23,948.0,950.0,3533.0,Pittsburgh Pirates,Andrew Heaney,4.77,1.27,115.0,80.0,.250,440.0,3.8,1.21,938.0,840.0,3525.0
2025-08-11,St. Louis Cardinals,Miles Mikolas,5.11,1.32,111.0,76.0,.275,443.0,4.09,1.29,939.2,783.0,3610.0,Colorado Rockies,TBD,,,,,,,,,,,
2025-08-11,Texas Rangers,Nathan Eovaldi,1.38,0.84,111.0,111.0,.186,392.0,3.5,1.21,947.1,861.0,3526.0,Arizona Diamondbacks,Ryne Nelson,3.2,1.05,101.1,89.0,.204,373.0,4.69,1.38,948.1,875.0,3682.0
2025-08-11,Houston Astros,Cristian Javier,,,,,,,,,,,,Boston Red Sox,Garrett Crochet,2.24,1.07,148.1,183.0,.218,550.0,3.97,1.34,917.9,797.0,3482.0
2025-08-11,Los Angeles Angels,José Soriano,4.01,1.4,137.0,119.0,.254,515.0,4.71,1.42,909.0,814.0,3507.0,Los Angeles Dodgers,Yoshinobu Yamamoto,2.51,1.04,122.0,139.0,.199,443.0,4.32,1.35,929.1,913.0,3537.0
2025-08-11,San Francisco Giants,Logan Webb,3.24,1.25,147.1,165.0,.265,567.0,3.71,1.28,897.9,842.0,3390.0,San Diego Padres,Yu Darvish,6.51,1.34,27.2,23.0,.248,105.0,3.54,1.22,1017.8,987.0,3770.0
2025-08-11,Athletics,Jeffrey Springs,3.89,1.12,132.0,107.0,.219,494.0,5.05,1.42,930.1,863.0,3592.0,Tampa Bay Rays,Ryan Pepiot,3.77,1.18,136.0,134.0,.228,500.0,3.93,1.23,916.2,870.0,3453.0
