Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home AB,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Home BP AB,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away AB,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO,Away BP AB
2025-07-08,Baltimore Orioles,Brandon Young,7.02,1.98,16.2,15,.328,67,4.9,1.41,765.9,719,2993,New York Mets,Clay Holmes,2.99,1.24,93.1,76,.224,343,3.61,1.31,714.9,710,2693
2025-07-08,Detroit Tigers,Jack Flaherty,4.84,1.24,89.1,109,.222,333,3.26,1.18,729.0,669,2724,Tampa Bay Rays,Ryan Pepiot,3.34,1.15,102.1,101,.227,374,3.84,1.21,711.0,660,2673
2025-07-08,New York Yankees,Will Warren,5.02,1.42,84.1,107,.248,327,3.7,1.2,710.1,702,2640,Seattle Mariners,Logan Gilbert,3.4,0.95,50.1,74,.198,187,3.79,1.27,767.0,673,2900
2025-07-08,Boston Red Sox,Brayan Bello,3.42,1.38,76.1,55,.251,287,3.99,1.32,748.1,717,2844,Colorado Rockies,Kyle Freeland,5.49,1.58,83.2,61,.322,348,5.55,1.57,713.8,538,2839
2025-07-08,Cincinnati Reds,Nick Martinez,4.2,1.17,100.2,71,.257,378,3.91,1.25,703.0,663,2657,Miami Marlins,Eury Pérez,4.5,1.18,22.0,21,.185,81,4.66,1.34,772.0,681,2968
2025-07-08,Kansas City Royals,Seth Lugo,2.65,1.09,95.0,83,.216,343,3.58,1.23,722.0,663,2732,Pittsburgh Pirates,Mitch Keller,3.64,1.19,106.1,84,.245,413,3.69,1.2,706.0,601,2612
2025-07-08,Minnesota Twins,Simeon Woods Richardson,4.41,1.34,63.1,55,.251,243,4.13,1.24,725.9,711,2780,Chicago Cubs,Shota Imanaga,2.78,1.0,55.0,41,.198,202,3.85,1.25,749.2,635,2832
2025-07-08,Chicago White Sox,Aaron Civale,4.6,1.49,43.0,33,.272,169,4.11,1.38,746.0,619,2852,Toronto Blue Jays,Chris Bassitt,4.32,1.39,100.0,102,.275,403,4.15,1.25,713.2,711,2661
2025-07-08,Milwaukee Brewers,Jacob Misiorowski,3.2,0.92,19.2,21,.123,65,3.74,1.28,787.9,754,2969,Los Angeles Dodgers,Clayton Kershaw,3.43,1.25,44.2,32,.251,167,4.41,1.32,776.8,776,2943
2025-07-08,St. Louis Cardinals,Sonny Gray,3.51,1.08,100.0,107,.239,376,4.16,1.3,706.2,553,2709,Washington Nationals,Jake Irvin,4.71,1.29,105.0,75,.248,411,5.23,1.42,689.0,630,2679
2025-07-08,Houston Astros,Hunter Brown,1.82,0.9,104.0,126,.180,361,3.77,1.2,701.2,750,2637,Cleveland Guardians,Joey Cantillo,3.41,1.39,31.2,41,.223,121,3.99,1.36,754.8,700,2856
2025-07-08,Los Angeles Angels,José Soriano,3.72,1.42,104.0,91,.260,389,4.58,1.44,695.0,620,2680,Texas Rangers,Nathan Eovaldi,1.75,0.85,77.1,80,.191,277,3.43,1.2,729.9,638,2724
2025-07-08,San Diego Padres,Nick Pivetta,3.25,1.04,97.0,107,.216,356,3.75,1.27,699.0,666,2619,Arizona Diamondbacks,Merrill Kelly,3.55,1.09,104.0,103,.215,391,4.85,1.37,708.1,683,2736
2025-07-08,San Francisco Giants,Robbie Ray,2.68,1.09,107.1,117,.201,388,3.52,1.26,705.1,668,2658,Philadelphia Phillies,Taijuan Walker,3.64,1.33,54.1,46,.236,212,3.7,1.24,756.9,795,2881
2025-07-08,Athletics,Jeffrey Springs,4.07,1.23,97.1,79,.226,368,5.49,1.5,717.9,652,2832,Atlanta Braves,Didier Fuentes,9.0,1.83,12.0,10,.346,52,3.69,1.23,775.1,809,2880
