Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home AB,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Home BP AB,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away AB,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO,Away BP AB
2025-09-26,Chicago Cubs,TBD,,,,,,,,,,,,St. Louis Cardinals,Miles Mikolas,4.76,1.33,151.1,96,.274,603,4.17,1.32,1256.9,1089,4827
2025-09-26,Philadelphia Phillies,Aaron Nola,6.46,1.45,86.1,88.0,.281,345.0,3.65,1.23,1326.0,1345.0,5043.0,Minnesota Twins,Joe Ryan,3.47,1.04,166.0,185,.218,614,4.77,1.36,1234.0,1151,4798
2025-09-26,Washington Nationals,Cade Cavalli,4.23,1.43,44.2,34.0,.282,177.0,5.38,1.45,1351.9,1184.0,5266.0,Chicago White Sox,Yoendrys Gómez,4.92,1.39,56.2,53,.239,218,4.22,1.37,1333.8,1197,5076
2025-09-26,New York Yankees,Will Warren,4.35,1.37,157.1,164.0,.249,610.0,3.89,1.23,1255.1,1245.0,4708.0,Baltimore Orioles,Trevor Rogers,1.35,0.87,106.2,100,.178,376,4.83,1.41,1302.0,1225,5063
2025-09-26,Toronto Blue Jays,Shane Bieber,3.57,0.96,35.1,34.0,.221,131.0,4.24,1.28,1375.9,1362.0,5214.0,Tampa Bay Rays,Adrian Houser,3.18,1.27,119.0,87,.260,443,3.93,1.2,1288.1,1302,4830
2025-09-26,Boston Red Sox,Kyle Harrison,3.58,1.19,32.2,32.0,.224,125.0,3.72,1.29,1388.9,1297.0,5256.0,Detroit Tigers,Casey Mize,3.91,1.28,142.2,131,.264,557,3.97,1.25,1268.8,1214,4774
2025-09-26,Cleveland Guardians,Slade Cecconi,4.15,1.18,128.0,106.0,.245,489.0,3.63,1.28,1286.0,1245.0,4815.0,Texas Rangers,Jack Leiter,3.92,1.31,144.2,138,.225,547,3.4,1.17,1271.9,1178,4729
2025-09-26,Miami Marlins,Sandy Alcantara,5.48,1.28,167.2,139.0,.247,643.0,4.53,1.3,1248.9,1125.0,4803.0,New York Mets,Brandon Sproat,3.94,1.19,16.0,15,.228,57,4.04,1.33,1391.0,1355,5300
2025-09-26,Atlanta Braves,Joey Wentz,5.46,1.52,94.0,89.0,.273,373.0,4.28,1.28,1317.0,1302.0,4981.0,Pittsburgh Pirates,Mitch Keller,4.22,1.24,172.2,144,.250,672,3.73,1.22,1232.0,1142,4608
2025-09-26,Milwaukee Brewers,Quinn Priester,3.25,1.21,152.1,128.0,.238,571.0,3.65,1.23,1262.9,1274.0,4705.0,Cincinnati Reds,Zack Littell,3.86,1.1,182.0,127,.246,694,3.88,1.24,1227.0,1225,4610
2025-09-26,Los Angeles Angels,Kyle Hendricks,4.79,1.28,159.2,106.0,.263,616.0,4.9,1.46,1244.9,1146.0,4783.0,Houston Astros,Jason Alexander,4.83,1.39,72.2,61,.264,288,3.84,1.22,1343.8,1419,5028
2025-09-26,San Diego Padres,Yu Darvish,5.51,1.15,67.0,64.0,.239,251.0,3.55,1.2,1339.0,1328.0,4964.0,Arizona Diamondbacks,Zac Gallen,4.7,1.24,187.2,172,.236,716,4.39,1.32,1232.8,1092,4748
2025-09-26,Seattle Mariners,TBD,,,,,,,,,,,,Los Angeles Dodgers,Emmet Sheehan,2.86,0.97,72.1,86,.185,260,4.06,1.28,1341.9,1378,5018
2025-09-26,Athletics,TBD,,,,,,,,,,,,Kansas City Royals,Noah Cameron,2.9,1.08,133.2,108,.214,491,3.84,1.26,1276.8,1133,4841
2025-09-26,San Francisco Giants,Trevor McDonald,3.38,1.38,8.0,4.0,.290,31.0,3.88,1.31,1398.2,1320.0,5323.0,Colorado Rockies,Germán Márquez,6.49,1.7,122.0,82,.318,512,5.94,1.58,1261.1,994,5061
