Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home AB,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Home BP AB,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away AB,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO,Away BP AB
2025-09-28,Boston Red Sox,José De León,,,,,,,,,,,,Detroit Tigers,Chris Paddack,5.27,1.25,153.2,107,.265,599,3.78,1.25,1274.9,1260,4798
2025-09-28,Athletics,Brady Basso,1.74,1.55,10.1,8.0,.225,40.0,4.7,1.36,1418.1,1307.0,5427.0,Kansas City Royals,Cole Ragans,5.02,1.22,57.1,90,.235,217,3.69,1.24,1370.1,1167,5179
2025-09-28,San Francisco Giants,Logan Webb,3.3,1.25,201.2,216.0,.267,776.0,3.96,1.31,1223.0,1129.0,4644.0,Colorado Rockies,McCade Brown,7.54,1.81,22.2,21,.286,91,5.97,1.58,1376.9,1066,5540
2025-09-28,Philadelphia Phillies,Cristopher Sánchez,2.57,1.08,196.1,204.0,.230,736.0,4.01,1.27,1234.0,1251.0,4719.0,Minnesota Twins,Simeon Woods Richardson,4.27,1.34,105.1,98,.238,399,4.59,1.32,1311.9,1263,5077
2025-09-28,Washington Nationals,Brad Lord,4.12,1.28,126.2,104.0,.254,477.0,5.45,1.47,1287.9,1136.0,5040.0,Chicago White Sox,Shane Smith,3.98,1.24,140.1,137,.222,523,4.34,1.38,1266.9,1136,4843
2025-09-28,New York Yankees,Luis Gil,3.29,1.44,52.0,39.0,.230,191.0,3.94,1.24,1378.2,1395.0,5192.0,Baltimore Orioles,Kyle Bradish,2.25,1.0,28.0,39,.184,98,4.66,1.38,1396.2,1300,5402
2025-09-28,Los Angeles Angels,Sam Aldegheri,8.0,2.22,9.0,7.0,.342,38.0,4.86,1.42,1413.1,1264.0,5429.0,Houston Astros,Lance McCullers Jr.,6.71,1.85,52.1,57,.274,215,3.77,1.21,1380.9,1438,5159
2025-09-28,Toronto Blue Jays,Kevin Gausman,3.47,1.03,189.1,184.0,.211,698.0,4.3,1.31,1239.9,1232.0,4713.0,Tampa Bay Rays,Ian Seymour,2.85,1.08,53.2,57,.204,201,3.92,1.22,1369.9,1347,5131
2025-09-28,San Diego Padres,JP Sears,5.12,1.3,130.0,113.0,.266,511.0,3.48,1.2,1294.0,1302.0,4766.0,Arizona Diamondbacks,Brandon Pfaadt,5.0,1.33,172.2,142,.277,692,4.38,1.31,1263.8,1137,4839
2025-09-28,Seattle Mariners,Bryce Miller,5.53,1.39,86.1,72.0,.266,331.0,3.75,1.21,1367.1,1344.0,5164.0,Los Angeles Dodgers,Clayton Kershaw,3.52,1.23,107.1,77,.245,400,4.01,1.26,1324.9,1414,4948
2025-09-28,Cleveland Guardians,TBD,,,,,,,,,,,,Texas Rangers,Patrick Corbin,4.34,1.36,151.1,126,.267,587,3.35,1.15,1282.9,1209,4750
2025-09-28,Miami Marlins,Edward Cabrera,3.66,1.22,132.2,143.0,.237,503.0,4.72,1.31,1301.9,1140.0,5010.0,New York Mets,Sean Manaea,5.8,1.22,59.0,72,.263,236,3.95,1.32,1365.0,1309,5181
2025-09-28,Milwaukee Brewers,Freddy Peralta,2.68,1.07,174.2,201.0,.191,634.0,3.72,1.25,1258.8,1221.0,4713.0,Cincinnati Reds,Brady Singer,3.95,1.23,166.1,158,.235,616,3.85,1.22,1260.9,1210,4752
2025-09-28,Atlanta Braves,Charlie Morton,5.89,1.57,140.2,148.0,.272,552.0,4.22,1.28,1288.8,1257.0,4877.0,Pittsburgh Pirates,Johan Oviedo,3.57,1.22,35.1,39,.181,127,3.76,1.22,1387.1,1268,5219
2025-09-28,Chicago Cubs,Javier Assad,4.26,1.29,31.2,17.0,.254,118.0,3.81,1.18,1394.8,1238.0,5233.0,St. Louis Cardinals,Kyle Leahy,3.18,1.26,85.0,79,.248,319,4.37,1.33,1339.0,1121,5180
