game_pk,home_batting_r_per_g_rolling_5,away_batting_r_per_g_rolling_5,home_batting_r_per_g_rolling_10,away_batting_r_per_g_rolling_10
446873,,,,
446877,,,,
446911,,,,
446868,,,,
446869,,,,
446871,,,,
446872,,,,
446874,,,,
446875,,,,
446876,,,,
446878,3.0,5.0,3.0,5.0
446879,,,,
446889,,,,
446867,,,,
446870,,,,
446880,0.0,9.0,0.0,9.0
446881,3.0,4.0,3.0,4.0
446882,5.0,10.0,5.0,10.0
446883,,,,
446884,0.0,15.0,0.0,15.0
446885,3.0,12.0,3.0,12.0
446886,3.0,2.0,3.0,2.0
446887,3.0,5.0,3.0,5.0
446896,4.0,3.0,4.0,3.0
446910,4.0,1.0,4.0,1.0
446888,2.0,6.0,2.0,6.0
446890,3.5,4.5,3.5,4.5
446891,8.0,8.0,8.0,8.0
446892,7.0,8.0,7.0,8.0
446893,3.0,5.0,3.0,5.0
446894,0.0,9.0,0.0,9.0
446895,3.0,2.0,3.0,2.0
446897,6.0,2.0,6.0,2.0
446898,2.0,7.0,2.0,7.0
446899,2.5,6.0,2.5,6.0
446900,5.0,3.0,5.0,3.0
446901,3.0,4.0,3.0,4.0
446902,3.0,4.0,3.0,4.0
446904,6.333333333333333,7.5,6.333333333333333,7.5
446905,3.0,3.3333333333333335,3.0,3.3333333333333335
446906,9.5,5.5,9.5,5.5
446907,5.666666666666667,8.333333333333334,5.666666666666667,8.333333333333334
446908,3.5,2.0,3.5,2.0
446909,4.5,2.0,4.5,2.0
446917,3.5,5.0,3.5,5.0
448298,0.5,3.3333333333333335,0.5,3.3333333333333335
446912,3.75,6.0,3.75,6.0
446913,6.25,9.666666666666666,6.25,9.666666666666666
446914,4.0,4.5,4.0,4.5
446915,2.6666666666666665,5.333333333333333,2.6666666666666665,5.333333333333333
446916,7.25,7.75,7.25,7.75
446918,2.0,2.0,2.0,2.0
446919,7.5,9.0,7.5,9.0
446920,7.0,2.5,7.0,2.5
446921,2.5,3.3333333333333335,2.5,3.3333333333333335
446922,6.333333333333333,5.0,6.333333333333333,5.0
446923,6.666666666666667,0.0,6.666666666666667,0.0
446924,2.0,2.3333333333333335,2.0,2.3333333333333335
446925,3.6666666666666665,3.5,3.6666666666666665,3.5
446926,1.6666666666666667,3.25,1.6666666666666667,3.25
446927,4.4,6.666666666666667,4.4,6.666666666666667
446928,5.6,7.75,5.6,7.75
446929,3.4,5.333333333333333,3.4,5.333333333333333
446930,3.5,5.0,3.5,5.0
446931,6.4,6.6,6.4,6.6
446933,2.6666666666666665,2.25,2.6666666666666665,2.25
446934,6.333333333333333,6.75,6.333333333333333,6.75
446935,5.75,2.6,5.75,2.6
446936,4.0,3.0,4.0,3.0
446937,6.0,5.25,6.0,5.25
446938,6.5,3.25,6.5,3.25
446939,2.6666666666666665,3.5,2.6666666666666665,3.5
446941,2.0,4.0,2.0,4.0
446942,4.2,7.0,4.333333333333333,7.0
446943,5.0,7.0,5.0,7.0
446945,3.6,5.2,3.6,5.2
446946,4.4,4.2,5.666666666666667,6.0
446947,3.6666666666666665,5.333333333333333,3.6666666666666665,5.333333333333333
446948,3.75,1.8,3.75,1.8
446950,4.8,3.2,4.8,3.1666666666666665
446951,3.0,2.6,3.0,2.6
446952,5.8,4.4,5.8,4.4
446953,5.8,5.8,5.8,5.8
446954,2.5,5.2,2.5,5.2
446955,4.25,3.0,4.25,3.0
446956,1.8,4.2,1.8,4.0
446957,3.75,3.4,3.75,3.4
446958,5.6,4.4,5.6,4.4
446959,2.0,4.0,2.0,4.0
446960,6.6,5.0,7.0,5.166666666666667
446961,4.6,3.8,4.666666666666667,3.8
446962,2.8,2.4,3.0,2.0
446963,2.8,4.5,2.8,4.5
446964,7.4,3.6,6.333333333333333,3.5
446965,5.75,3.8,5.75,3.8333333333333335
446966,3.2,6.4,3.0,5.333333333333333
446967,4.6,4.0,4.166666666666667,3.5714285714285716
446968,4.8,3.4,6.0,4.714285714285714
446969,4.2,3.6,4.2,3.5
446970,5.8,5.6,5.833333333333333,5.166666666666667
446971,3.0,4.75,3.0,4.75
446972,5.0,3.4,5.142857142857143,3.5
446973,2.6,3.0,2.75,2.2857142857142856
446974,2.8,5.6,2.8333333333333335,5.6
446976,3.8,7.0,4.142857142857143,7.0
446977,5.4,4.0,5.4,4.285714285714286
446978,3.4,7.2,3.0,5.142857142857143
446979,5.0,5.8,5.833333333333333,6.142857142857143
446980,3.2,4.4,4.0,4.0
446975,8.4,3.6,6.857142857142857,3.142857142857143
446981,3.8,3.6,5.5,4.625
446982,3.8,3.6,3.8333333333333335,3.142857142857143
446983,5.6,6.6,5.714285714285714,5.714285714285714
446984,1.8,3.8,1.8571428571428572,4.0
446985,6.4,5.0,6.714285714285714,4.857142857142857
446986,3.4,4.0,3.2857142857142856,4.0
446987,3.4,5.4,4.0,5.833333333333333
446988,4.4,4.0,4.75,3.4285714285714284
446989,3.2,3.2,2.888888888888889,2.625
446990,2.6,4.6,2.5714285714285716,5.0
446992,3.8,7.0,3.875,6.333333333333333
446993,2.8,7.2,3.0,4.5
446994,4.2,6.6,5.285714285714286,6.25
446995,1.4,5.4,3.5,4.444444444444445
446991,9.0,4.0,6.5,3.5
446996,3.2,2.6,5.222222222222222,4.222222222222222
446997,3.8,2.8,3.7142857142857144,2.75
446998,4.4,6.2,4.2,5.25
446999,1.4,4.2,1.625,3.875
447000,5.4,3.4,7.0,4.5
447001,3.0,4.4,3.0,4.0
447002,2.8,5.4,3.888888888888889,6.0
447003,4.0,4.0,4.444444444444445,3.5
447004,4.6,4.2,4.222222222222222,5.714285714285714
447005,2.8,4.8,2.888888888888889,4.111111111111111
447006,5.4,5.4,5.875,6.222222222222222
447007,1.6,2.4,3.7,4.0
447008,4.2,2.8,4.428571428571429,2.6666666666666665
447009,4.8,5.6,4.5,5.0
447010,2.0,3.6,2.6666666666666665,3.7777777777777777
447011,9.0,2.6,6.555555555555555,4.111111111111111
447012,6.6,6.4,7.111111111111111,6.444444444444445
447013,3.2,6.0,4.2,6.125
447014,2.8,3.8,2.7,3.7777777777777777
447015,1.0,3.6,1.5555555555555556,2.888888888888889
447016,3.4,2.8,3.9,3.111111111111111
447017,4.2,1.6,4.285714285714286,2.5
447018,3.8,6.0,5.2,6.2
447019,3.0,1.8,5.25,3.5555555555555554
447020,4.8,4.0,5.5,4.2
447021,3.2,4.2,2.9,4.0
447022,1.4,2.6,3.9,3.8
447023,3.6,2.6,4.25,3.0
447024,5.6,6.8,4.8,5.6
447025,1.8,3.6,2.4,3.5
447026,9.4,2.2,7.3,4.0
447027,6.0,7.0,6.5,6.4
447028,3.0,5.2,3.8,5.444444444444445
447029,2.0,3.8,2.6,3.8
447030,2.0,4.2,1.9,3.0
447031,4.0,3.6,3.9,3.6
447032,3.8,2.8,4.375,2.888888888888889
447033,4.6,6.2,4.4,5.3
447034,3.2,3.0,4.777777777777778,3.9
447035,4.2,3.8,5.444444444444445,4.0
447036,2.4,5.2,2.8,4.555555555555555
447037,1.6,2.6,4.4,3.0
447038,4.0,3.0,4.222222222222222,3.3
447040,2.6,2.6,2.8,3.3
447041,8.6,3.6,8.0,4.3
447042,5.8,6.2,6.2,5.6
447043,2.0,5.4,3.5,5.4
447044,2.6,4.0,2.7,3.7
447045,2.6,4.4,2.3,3.4
447046,3.6,3.0,3.8,3.3
447047,4.6,3.4,4.666666666666667,3.1
447048,4.0,5.2,4.4,5.5
447049,2.0,3.4,4.5,4.0
447050,5.0,3.6,5.3,3.7
447051,2.0,5.6,2.7,4.9
447052,4.0,3.2,5.3,3.4
447053,7.4,4.8,7.9,5.6
447054,3.6,6.2,4.3,5.2
447055,2.2,4.0,3.0,3.5
447056,3.0,3.4,2.4,3.5
447057,4.2,4.2,5.0,4.0
447058,3.0,5.6,4.3,4.7
447067,2.0,4.0,2.4,3.4
447059,4.2,4.8,4.8,3.7
447060,6.6,4.0,7.8,4.7
447061,3.4,5.2,3.4,5.3
447062,3.8,4.6,3.9,5.0
447063,5.8,2.6,5.1,3.5
447064,1.6,4.4,2.9,3.8
447065,4.0,4.2,3.8,4.0
447066,4.4,3.0,2.9,3.5
447068,2.2,3.0,4.6,2.8
447069,2.2,5.0,4.7,4.2
447070,4.4,3.4,4.2,3.3
447071,3.8,2.2,4.7,2.8
447072,5.8,3.6,5.7,4.1
447073,3.8,5.2,4.2,4.5
447082,2.0,4.8,2.4,3.7
447074,3.0,5.0,4.5,3.7
447075,5.4,2.8,7.2,4.7
447076,4.0,3.6,3.3,5.0
447077,4.6,4.4,4.3,4.9
447078,5.6,3.2,5.5,3.6
447079,2.0,3.4,2.8,3.5
447080,5.6,3.8,4.2,3.5
447081,4.2,5.2,3.5,3.1
447083,2.2,2.8,3.2,3.0
447084,3.0,5.2,3.9,4.0
447085,4.2,3.8,4.3,2.6
447086,3.0,2.6,3.9,2.8
447087,4.6,3.6,5.6,3.8
447088,3.6,5.4,3.9,4.8
447096,1.6,6.6,2.4,4.1
447089,2.6,4.8,4.4,3.7
447090,4.6,3.2,3.4,4.6
447091,3.8,3.6,3.8,4.8
447092,5.6,3.0,5.0,3.1
447093,2.2,2.8,2.9,3.5
447094,5.8,3.8,4.3,3.8
447095,4.6,5.2,4.1,3.6
447097,2.2,3.6,2.6,3.2
447098,4.6,4.8,3.1,4.1
447099,3.2,3.4,3.7,2.6
447100,3.4,3.2,3.8,2.6
447101,5.0,3.6,5.6,3.7
447102,3.2,4.2,3.4,4.7
447103,3.8,5.0,3.8,5.3
447104,3.6,4.2,3.3,4.6
447105,2.8,5.2,3.2,5.5
447106,3.6,3.6,4.4,3.7
447107,3.4,2.8,5.2,3.7
447108,2.2,3.4,3.7,3.7
447109,2.8,5.6,4.2,4.1
447110,4.8,6.2,3.7,4.5
447111,3.6,4.6,3.6,3.3
447112,4.8,2.4,3.9,2.4
447113,5.4,6.2,4.0,5.1
447114,2.6,4.0,3.5,3.5
447115,4.4,3.6,2.9,6.5
447116,2.6,5.6,2.9,3.7
447117,2.2,5.8,2.4,5.3
447118,4.0,3.2,4.0,5.0
447119,3.4,4.8,2.7,4.5
447120,2.4,6.8,3.0,5.8
447121,2.8,2.6,4.1,3.6
447122,4.4,3.2,5.3,3.6
447123,3.6,2.6,3.8,2.8
447124,4.0,5.8,4.8,4.4
447125,4.2,6.4,3.6,4.9
447126,3.6,5.2,3.9,3.9
447127,4.6,3.2,4.0,2.6
447128,5.4,6.8,4.3,5.2
447129,2.6,4.4,3.3,3.9
447130,4.2,2.2,2.9,5.4
447131,3.4,4.8,2.7,3.7
447132,2.8,4.8,2.5,5.2
447133,4.2,4.0,4.0,4.9
447134,4.0,4.8,3.3,4.3
447135,4.8,6.8,4.1,5.4
447136,2.2,4.6,3.4,4.5
447137,4.2,3.4,5.2,3.8
447138,3.6,1.8,3.9,2.8
447139,4.2,4.4,4.7,4.4
447140,3.4,6.8,3.7,5.4
447141,4.6,5.2,4.1,4.1
447142,5.0,4.6,4.0,3.3
447143,5.0,5.2,4.9,5.1
447144,2.0,4.2,3.2,3.8
447145,4.0,3.6,3.1,5.5
447146,3.2,4.6,2.7,3.4
447147,3.6,3.8,2.6,4.8
447148,5.6,3.6,4.1,4.1
447149,2.2,6.2,3.9,4.6
447150,5.0,3.4,4.3,2.7
447151,6.4,4.0,5.6,4.0
447152,4.4,5.2,4.8,4.7
447153,5.6,4.0,4.7,3.6
447154,2.8,3.8,3.1,4.2
447155,5.6,2.8,4.7,3.2
447156,2.6,3.0,4.1,2.6
447157,1.6,5.2,3.0,4.0
447158,5.2,6.8,5.2,6.0
447159,4.4,4.0,3.7,3.5
447160,6.4,5.2,5.7,5.9
447161,5.4,2.8,4.3,3.9
447162,1.6,5.0,3.7,4.2
447163,5.4,4.4,4.5,3.3
