game_pk,home_fielding_e_per_g_rolling_10,away_fielding_e_per_g_rolling_10
446873,,
446877,,
446911,,
446868,,
446869,,
446871,,
446872,,
446874,,
446875,,
446876,,
446878,1.0,2.0
446879,,
446889,,
446867,,
446870,,
446880,1.0,0.0
446881,2.0,1.0
446882,0.0,0.0
446883,,
446884,2.0,0.0
446885,1.0,0.0
446886,1.0,2.0
446887,0.5,1.5
446896,0.0,1.0
446910,1.0,0.0
446888,1.0,0.0
446890,1.0,0.5
446891,0.0,0.0
446892,2.0,1.0
446893,1.0,0.0
446894,1.5,0.0
446895,0.0,0.0
446897,0.0,2.0
446898,0.5,0.0
446899,1.0,1.5
446900,1.5,0.5
446901,0.6666666666666666,1.0
446902,2.0,0.0
446904,0.0,0.5
446905,0.6666666666666666,0.3333333333333333
446906,0.5,0.5
446907,0.0,0.3333333333333333
446908,0.0,0.0
446909,0.0,1.0
446917,0.0,1.5
448298,0.5,0.6666666666666666
446912,0.75,0.5
446913,0.5,0.3333333333333333
446914,0.5,0.5
446915,1.0,0.6666666666666666
446916,0.0,0.5
446918,0.0,0.0
446919,0.5,0.3333333333333333
446920,1.0,1.0
446921,0.5,1.0
446922,0.3333333333333333,1.0
446923,0.3333333333333333,1.0
446924,1.5,1.3333333333333333
446925,0.3333333333333333,0.5
446926,0.6666666666666666,0.5
446927,0.8,0.3333333333333333
446928,0.4,0.5
446929,0.6,0.3333333333333333
446930,0.75,0.5
446931,0.0,0.4
446933,0.0,0.25
446934,0.3333333333333333,0.25
446935,1.25,1.2
446936,0.6666666666666666,1.0
446937,1.0,1.5
446938,0.25,0.75
446939,1.0,1.5
446941,0.75,0.4
446942,0.8333333333333334,0.5
446943,0.5,0.4
446945,1.0,0.4
446946,0.16666666666666666,0.3333333333333333
446947,0.3333333333333333,1.3333333333333333
446948,0.0,0.6
446950,1.0,1.0
446951,0.5,0.8
446952,1.0,1.4
446953,0.6,0.8
446954,1.5,1.8
446955,0.25,0.4
446956,1.0,0.3333333333333333
446957,0.25,1.2
446958,0.6,0.4
446959,0.6666666666666666,0.6666666666666666
446960,0.3333333333333333,0.8333333333333334
446961,0.5,0.4
446962,1.0,0.8333333333333334
446963,0.4,1.0
446964,1.6666666666666667,1.0
446965,0.5,1.1666666666666667
446966,0.6666666666666666,0.6666666666666666
446967,0.8333333333333334,0.42857142857142855
446968,0.2857142857142857,0.42857142857142855
446969,0.2,1.1666666666666667
446970,0.5,0.6666666666666666
446971,0.3333333333333333,1.0
446972,0.42857142857142855,0.3333333333333333
446973,0.875,0.7142857142857143
446974,0.3333333333333333,1.0
446976,0.7142857142857143,0.4
446977,0.4,1.1428571428571428
446978,0.5714285714285714,0.5714285714285714
446979,0.6666666666666666,0.14285714285714285
446980,0.7142857142857143,0.375
446975,1.4285714285714286,1.0
446981,0.375,0.375
446982,0.3333333333333333,1.0
446983,0.42857142857142855,0.5714285714285714
446984,0.7142857142857143,0.5714285714285714
446985,0.2857142857142857,0.8571428571428571
446986,0.2857142857142857,0.8
446987,1.125,0.5
446988,0.375,0.2857142857142857
446989,0.7777777777777778,0.75
446990,0.2857142857142857,0.8333333333333334
446992,0.75,0.5
446993,0.625,0.75
446994,0.5714285714285714,0.25
446995,0.625,0.4444444444444444
446991,1.5,1.0
446996,0.3333333333333333,0.6666666666666666
446997,0.2857142857142857,0.875
446998,0.7,0.5
446999,0.625,0.5
447000,0.25,0.75
447001,0.5,0.6666666666666666
447002,1.0,0.42857142857142855
447003,0.4444444444444444,0.375
447004,0.6666666666666666,0.5714285714285714
447005,0.6666666666666666,1.0
447006,0.5,0.3333333333333333
447007,1.0,0.7
447008,0.7142857142857143,0.7777777777777778
447009,0.6,0.4444444444444444
447010,0.6666666666666666,0.5555555555555556
447011,1.3333333333333333,0.8888888888888888
447012,0.2222222222222222,0.7777777777777778
447013,0.4,0.625
447014,0.7,0.3333333333333333
447015,0.6666666666666666,0.7777777777777778
447016,1.0,0.8888888888888888
447017,0.5714285714285714,0.25
447018,0.3,0.4
447019,0.5,0.6666666666666666
447020,0.375,0.6
447021,0.6,0.25
447022,0.9,0.8
447023,0.625,0.9
447024,0.6,0.5
447025,0.6,0.6
447026,1.2,1.1
447027,0.6,0.8
447028,0.4,0.6666666666666666
447029,0.6,0.4
447030,0.7,0.7
447031,1.0,1.0
447032,0.625,0.4444444444444444
447033,0.4,0.7
447034,0.5555555555555556,0.6
447035,0.3333333333333333,0.5
447036,0.5,0.3333333333333333
447037,1.0,0.9
447038,0.6666666666666666,0.7
447040,0.5,0.5
447041,1.2,1.3
447042,0.6,0.9
447043,0.4,0.6
447044,0.8,0.5
447045,0.7,0.6
447046,0.8,0.9
447047,0.5555555555555556,0.4
447048,0.4,0.7
447049,0.6,0.5
447050,0.3,0.4
447051,0.6,0.3
447052,0.7,1.1
447053,1.3,0.6
447054,1.4,0.9
447055,0.6,0.6
447056,0.8,1.0
447057,0.3,0.5
447058,0.7,0.3
447067,0.5,0.3
447059,0.7,0.9
447060,1.1,0.6
447061,1.3,0.9
447062,0.5,0.6
447063,0.6,0.4
447064,0.7,0.5
447065,0.6,0.3
447066,0.9,0.9
447068,0.6,0.9
447069,1.0,0.8
447070,0.7,0.5
447071,0.3,0.5
447072,0.6,0.5
447073,0.5,0.4
447082,0.4,0.3
447074,0.7,0.9
447075,0.9,0.5
447076,1.0,1.0
447077,0.6,0.6
447078,0.6,0.5
447079,0.6,0.4
447080,0.6,0.5
447081,1.0,1.0
447083,0.6,0.8
447084,1.2,0.5
447085,0.6,0.5
447086,0.4,0.4
447087,0.7,0.4
447088,0.4,0.3
447096,0.5,0.2
447089,0.6,0.8
447090,0.9,0.6
447091,0.6,0.7
447092,0.7,0.7
447093,0.6,0.3
447094,0.5,0.6
447095,0.8,0.9
447097,0.7,0.8
447098,1.2,0.4
447099,0.7,0.4
447100,0.3,0.4
447101,0.6,0.3
447102,0.3,0.3
447103,0.5,0.6
447104,0.7,0.3
447105,1.0,0.6
447106,0.7,0.7
447107,0.8,0.7
447108,0.7,0.3
447109,0.3,0.8
447110,0.8,0.2
447111,0.3,0.9
447112,0.8,0.5
447113,0.8,0.4
447114,0.3,0.5
447115,1.2,0.6
447116,0.7,0.7
447117,0.5,0.7
447118,0.5,0.5
447119,0.7,0.4
447120,1.0,0.6
447121,0.7,0.4
447122,0.8,0.7
447123,0.7,0.2
447124,0.3,0.7
447125,0.8,0.3
447126,0.4,0.8
447127,0.7,0.5
447128,0.9,0.4
447129,0.3,0.5
447130,1.2,0.6
447131,0.7,0.8
447132,0.5,0.7
447133,0.5,0.4
447134,0.8,0.4
447135,1.1,0.8
447136,0.7,0.5
447137,0.8,0.7
447138,0.7,0.2
447139,0.3,0.7
447140,0.9,0.3
447141,0.4,0.9
447142,0.7,0.4
447143,0.6,0.4
447144,0.2,0.6
447145,1.0,0.7
447146,0.6,1.0
447147,0.6,0.7
447148,0.8,0.5
447149,0.9,0.5
447150,0.4,0.6
447151,0.3,0.9
447152,0.7,0.5
447153,0.6,1.0
447154,0.4,0.4
447155,0.9,0.4
447156,0.6,0.5
447157,0.7,0.9
447158,0.9,0.4
447159,0.6,0.8
447160,0.7,0.7
447161,0.6,0.5
447162,1.1,0.5
447163,0.3,0.5
447164,0.4,0.6
447165,0.7,0.5
447166,0.5,1.0
447167,0.5,0.4
447168,0.9,0.5
447169,0.8,0.8
447170,0.3,0.6
447171,0.7,0.9
447172,0.3,0.5
447173,0.6,0.3
447174,0.3,0.7
447175,0.6,0.8
447176,0.6,0.9
447177,0.6,0.5
447178,0.4,0.5
447179,0.3,0.4
447180,0.7,0.4
447181,0.6,1.1
447182,0.5,0.4
447183,0.8,0.5
447185,0.3,0.5
447186,0.6,0.8
447187,0.2,0.6
447188,0.5,0.3
447189,0.3,0.6
447190,0.5,0.8
447191,0.7,0.9
447192,0.4,0.4
447193,0.8,0.4
447194,0.4,0.7
447195,0.6,0.8
447196,0.3,0.5
447198,0.4,0.9
447199,0.6,1.1
447200,0.3,0.4
447201,0.3,0.6
447202,0.4,0.6
447203,0.5,0.4
447204,0.8,0.5
447205,0.7,1.0
447206,0.6,0.3
447207,0.2,0.5
447208,0.9,0.5
447209,0.6,0.4
447210,0.8,0.5
447211,0.5,0.3
447212,0.6,0.3
447213,0.7,0.3
447215,0.2,0.6
447216,0.3,0.6
447217,0.4,0.5
447218,0.5,0.4
447219,0.7,0.5
447220,0.6,1.0
447221,0.7,0.3
447222,0.2,0.5
447223,0.8,0.7
447224,0.5,0.4
447225,0.6,0.5
447226,0.6,0.3
447227,0.6,0.3
447228,0.6,0.3
447229,0.5,1.1
447230,0.4,0.7
447231,0.5,0.6
447232,0.4,0.5
447233,0.6,0.3
447234,0.7,0.5
447235,0.4,0.9
447236,0.7,0.2
447237,0.2,0.7
447238,0.8,0.7
447239,0.6,0.4
447240,0.5,0.3
447241,0.7,0.3
447242,0.7,0.4
447243,0.9,0.4
447244,0.7,1.0
447245,0.9,0.6
447246,0.3,0.3
447247,0.7,0.7
447248,0.7,0.6
447249,0.9,0.5
447250,0.6,0.3
447251,0.3,0.7
447252,0.4,0.1
447253,0.2,0.4
447254,0.8,0.6
447255,0.7,0.7
447256,0.7,0.5
447257,1.1,0.6
447258,0.3,0.3
447259,0.4,0.4
447260,0.7,0.8
447261,0.8,0.4
447262,0.6,0.6
447263,0.4,0.5
447264,0.8,0.6
447265,0.5,0.2
447266,0.4,0.6
447267,0.4,0.1
447268,0.1,0.4
447269,0.8,0.6
447270,0.6,0.7
447271,0.7,0.4
447272,1.0,0.6
447273,0.3,0.2
447274,0.4,0.4
447275,0.6,0.8
447276,0.6,0.4
447277,0.7,0.6
447278,0.4,0.7
447279,0.7,0.6
447280,0.4,0.1
447281,0.3,0.6
447282,0.3,0.0
447283,0.1,0.3
447284,0.8,0.7
447285,0.6,0.4
447286,0.1,0.2
447287,0.4,0.3
447288,0.3,0.6
447289,0.4,0.6
447290,0.4,0.6
447291,0.5,0.6
447292,0.6,0.7
447293,0.3,0.0
447294,0.6,0.4
447295,0.6,0.5
447296,0.6,0.3
447297,0.3,0.1
447298,0.4,0.4
447299,0.4,0.4
447300,0.3,0.6
447301,0.5,0.7
447302,0.3,0.7
447304,0.6,0.4
447305,0.5,0.9
447306,0.3,0.7
447307,0.8,0.5
447308,0.4,0.0
447309,0.6,0.4
447303,0.3,0.5
447310,0.8,0.6
447311,0.6,0.3
447312,0.4,0.1
447313,0.4,0.4
447314,0.4,0.2
447315,0.3,0.5
447316,0.5,0.7
447317,0.3,0.6
447318,0.3,0.6
447319,0.5,0.4
447320,0.5,1.0
447321,0.3,0.8
447322,0.5,0.4
447323,0.2,0.1
447324,0.4,0.4
447325,0.7,0.6
447326,0.6,0.2
447327,0.4,0.1
447328,0.4,0.4
447329,0.5,0.2
447330,0.6,0.6
447331,0.5,0.6
447332,0.3,0.5
447333,0.3,0.7
447334,0.5,0.4
447335,0.5,1.0
447336,0.3,0.7
447337,0.6,0.5
447338,0.2,0.1
447339,0.5,0.3
447340,0.1,0.5
447342,0.1,0.5
447343,0.3,0.4
447344,0.4,0.3
447345,0.7,0.5
447346,0.6,0.4
447347,0.3,0.3
447348,0.1,0.5
447349,0.3,0.9
447351,0.8,0.5
447352,0.4,0.6
447353,0.1,0.5
447354,0.6,0.4
447355,0.3,0.4
447356,0.3,0.3
447357,0.3,0.4
447358,0.8,0.5
447359,0.6,0.7
447360,0.4,0.4
447361,0.2,0.5
447362,0.7,0.5
447364,0.6,0.4
447365,0.6,0.5
447366,0.6,0.6
447367,0.4,0.6
447350,0.5,0.4
447368,0.1,0.6
447369,0.5,0.4
447370,0.4,0.2
447371,0.3,0.2
447372,0.2,0.4
447373,0.7,0.6
447374,0.6,0.6
447375,0.5,0.3
447376,0.3,0.7
