game_pk,home_batting_bb_per_g_rolling_10,away_batting_bb_per_g_rolling_10
446873,,
446877,,
446911,,
446868,,
446869,,
446871,,
446872,,
446874,,
446875,,
446876,,
446878,1.0,3.0
446879,,
446889,,
446867,,
446870,,
446880,1.0,7.0
446881,3.0,1.0
446882,3.0,4.0
446883,,
446884,2.0,4.0
446885,5.0,5.0
446886,6.0,3.0
446887,2.5,2.5
446896,2.0,6.0
446910,5.0,5.0
446888,3.0,6.0
446890,1.5,1.5
446891,3.5,2.5
446892,3.0,4.0
446893,4.0,3.0
446894,1.0,3.0
446895,5.0,0.0
446897,3.0,1.0
446898,2.5,3.5
446899,5.5,3.5
446900,3.5,4.0
446901,1.6666666666666667,3.0
446902,5.0,5.0
446904,2.6666666666666665,3.5
446905,2.0,2.3333333333333335
446906,5.5,2.0
446907,3.6666666666666665,3.0
446908,5.5,3.0
446909,1.5,1.5
446917,3.5,3.5
448298,0.5,4.333333333333333
446912,2.75,4.5
446913,2.5,5.666666666666667
446914,2.0,4.5
446915,4.0,1.3333333333333333
446916,3.5,2.25
446918,1.5,2.0
446919,3.5,4.0
446920,4.333333333333333,2.25
446921,5.5,2.3333333333333335
446922,2.6666666666666665,4.666666666666667
446923,1.6666666666666667,0.6666666666666666
446924,4.0,3.3333333333333335
446925,3.6666666666666665,1.5
446926,1.6666666666666667,3.75
446927,3.2,4.0
446928,2.6,5.25
446929,2.4,3.6666666666666665
446930,4.0,1.75
446931,3.8,2.2
446933,2.3333333333333335,3.5
446934,2.3333333333333335,4.0
446935,3.75,2.0
446936,5.0,1.75
446937,3.5,5.0
446938,2.75,1.75
446939,4.333333333333333,3.0
446941,2.5,4.4
446942,2.8333333333333335,4.0
446943,2.3333333333333335,5.2
446945,3.8,2.2
446946,3.5,2.3333333333333335
446947,5.333333333333333,3.6666666666666665
446948,3.0,3.2
446950,3.4,1.8333333333333333
446951,4.75,1.4
446952,3.6,4.6
446953,2.8,2.6
446954,4.0,4.2
446955,3.25,1.8
446956,2.6,3.8333333333333335
446957,5.25,5.0
446958,3.6,2.6
446959,3.0,2.5
446960,5.166666666666667,3.3333333333333335
446961,2.6666666666666665,2.8
446962,2.0,3.0
446963,4.0,3.25
446964,5.0,4.333333333333333
446965,2.75,4.833333333333333
446966,1.8333333333333333,2.3333333333333335
446967,3.6666666666666665,3.4285714285714284
446968,2.4285714285714284,2.0
446969,5.2,4.666666666666667
446970,3.6666666666666665,2.8333333333333335
446971,2.1666666666666665,3.25
446972,2.7142857142857144,2.5
446973,2.0,3.0
446974,4.0,3.6
446976,3.0,4.0
446977,2.6,4.571428571428571
446978,1.7142857142857142,2.2857142857142856
446979,3.0,3.4285714285714284
446980,3.4285714285714284,3.25
446975,4.571428571428571,4.142857142857143
446981,2.25,2.125
446982,4.5,4.571428571428571
446983,3.2857142857142856,3.142857142857143
446984,3.0,2.857142857142857
446985,5.428571428571429,3.142857142857143
446986,2.2857142857142856,2.8
446987,4.5,3.5
446988,3.25,2.4285714285714284
446989,1.8888888888888888,3.0
446990,4.0,3.6666666666666665
446992,3.375,4.0
446993,2.125,2.625
446994,2.857142857142857,3.125
446995,3.25,3.0
446991,4.25,4.0
446996,2.111111111111111,2.3333333333333335
446997,4.142857142857143,4.375
446998,2.9,3.375
446999,3.25,2.5
447000,6.0,3.25
447001,2.125,2.5
447002,4.555555555555555,3.7142857142857144
447003,3.3333333333333335,2.375
447004,3.3333333333333335,3.857142857142857
447005,2.2222222222222223,2.5555555555555554
447006,3.0,3.111111111111111
447007,2.3,2.2
447008,3.7142857142857144,4.111111111111111
447009,2.5,3.3333333333333335
447010,2.2222222222222223,2.3333333333333335
447011,4.111111111111111,3.3333333333333335
447012,5.888888888888889,3.111111111111111
447013,3.2,3.625
447014,2.0,2.2222222222222223
447015,3.111111111111111,3.111111111111111
447016,4.4,3.6666666666666665
447017,3.142857142857143,3.75
447018,2.4,3.0
447019,3.625,3.3333333333333335
447020,3.375,3.3
447021,2.5,3.75
447022,2.4,2.3
447023,3.875,3.8
447024,2.2,3.3
447025,2.0,2.2
447026,4.1,3.1
447027,5.7,3.1
447028,3.5,3.3333333333333335
447029,2.2,2.5
447030,3.1,3.3
447031,4.3,4.3
447032,3.125,3.5555555555555554
447033,2.2,2.5
447034,4.0,3.4
447035,3.6666666666666665,3.2
447036,2.7,3.6666666666666665
447037,2.9,2.3
447038,4.0,3.5
447040,2.4,2.1
447041,4.2,3.1
447042,5.5,2.8
447043,3.6,3.1
447044,2.6,2.5
447045,3.3,3.5
447046,4.7,4.3
447047,3.111111111111111,3.5
447048,2.3,2.9
447049,4.2,3.2
447050,3.5,3.0
447051,2.6,3.6
447052,2.8,2.3
447053,4.2,5.6
447054,3.2,2.9
447055,2.0,3.8
447056,3.2,4.7
447057,3.3,2.7
447058,3.8,3.6
447067,2.4,3.1
447059,3.2,2.3
447060,4.2,4.7
447061,2.8,3.2
447062,2.6,2.8
447063,2.4,3.8
447064,1.9,3.6
447065,4.0,2.3
447066,3.3,4.2
447068,4.0,2.7
447069,3.2,4.7
447070,3.0,2.8
447071,3.1,2.0
447072,3.1,3.2
447073,3.8,3.9
447082,2.7,2.9
447074,3.1,2.6
447075,4.3,4.9
447076,2.3,2.8
447077,2.6,3.1
447078,2.5,3.8
447079,2.0,3.4
447080,3.8,2.7
447081,4.2,3.1
447083,3.6,2.5
447084,3.7,4.3
447085,3.2,2.5
447086,3.0,2.5
447087,2.7,3.3
447088,3.6,3.3
447096,2.9,2.8
447089,3.0,2.6
447090,1.9,4.8
447091,2.4,3.3
447092,2.1,3.7
447093,2.0,3.1
447094,3.8,3.0
447095,4.5,3.2
447097,3.8,2.7
447098,3.5,4.5
447099,2.7,2.6
447100,2.9,2.6
447101,3.1,3.9
447102,3.3,3.0
447103,2.7,3.5
447104,3.4,3.2
447105,2.1,4.9
447106,3.0,3.1
447107,2.9,3.2
447108,3.3,3.4
447109,2.6,3.9
447110,3.0,2.6
447111,3.9,2.9
447112,3.9,2.8
447113,2.9,4.4
447114,3.3,2.9
447115,3.4,3.7
447116,3.9,2.9
447117,2.1,2.1
447118,2.7,3.6
447119,3.8,2.9
447120,2.0,4.7
447121,2.9,3.1
447122,2.8,3.3
447123,3.9,2.9
447124,3.0,3.8
447125,2.9,2.8
447126,3.8,2.8
447127,3.9,2.8
447128,2.8,4.3
447129,3.1,2.8
447130,3.4,2.9
447131,3.8,2.8
447132,2.0,2.2
447133,2.6,3.6
447134,3.6,3.0
447135,2.0,4.5
447136,2.1,3.2
447137,2.7,3.5
447138,4.0,2.6
447139,3.0,3.7
447140,2.5,2.7
447141,3.7,2.7
447142,4.0,2.9
447143,2.9,4.1
447144,3.1,2.8
447145,3.3,3.2
447146,3.7,2.6
447147,2.7,2.4
447148,2.7,3.3
447149,2.2,3.1
447150,3.9,3.1
447151,2.7,1.8
447152,3.8,3.7
447153,3.1,3.7
447154,2.9,2.6
447155,4.4,2.5
447156,2.6,3.5
447157,2.0,2.9
447158,3.2,4.4
447159,4.4,3.4
447160,3.6,3.4
447161,2.8,2.8
447162,2.3,2.8
447163,4.0,3.5
447164,2.8,1.8
447165,3.9,3.3
447166,3.4,3.7
447167,2.9,3.0
447168,4.1,2.3
447169,4.4,3.9
447170,2.6,3.5
447171,1.8,2.7
447172,3.3,2.6
447173,3.1,4.3
447174,4.8,3.6
447175,3.8,3.2
447176,2.9,2.5
447177,3.2,2.6
447178,4.2,3.8
447179,2.9,1.8
447180,4.0,3.0
447181,3.2,3.6
447182,3.1,2.9
447183,4.4,1.9
447185,2.6,2.9
447186,1.7,2.2
447187,3.5,2.6
447188,3.4,4.4
447189,4.6,3.4
447190,3.5,3.4
447191,3.1,2.6
447192,2.5,4.3
447193,4.6,1.9
447194,4.6,3.2
447195,2.3,2.0
447196,3.5,2.8
447198,3.6,3.5
447199,5.2,2.3
447200,2.6,4.2
447201,4.2,1.8
447202,3.0,3.0
447203,3.7,3.7
447204,3.8,2.7
447205,2.5,3.7
447206,3.4,3.0
447207,2.7,3.0
447208,3.4,1.8
447209,3.3,2.5
447210,4.7,3.2
447211,3.2,5.0
447212,3.0,4.4
447213,3.5,3.3
447215,2.7,4.2
447216,3.9,1.8
447217,3.0,3.1
447218,3.5,3.8
447219,3.9,2.5
447220,2.5,3.9
447221,4.1,3.1
447222,2.6,2.8
447223,3.6,2.0
447224,3.1,2.6
447225,4.7,3.1
447226,3.6,4.9
447227,3.2,4.1
447228,3.5,3.0
447229,5.8,2.2
447230,2.6,4.2
447231,4.2,1.9
447232,3.0,2.7
447233,3.7,3.9
447234,3.4,2.5
447235,2.5,4.0
447236,4.6,2.7
447237,2.4,2.5
447238,3.6,2.8
447239,3.4,2.4
447240,4.7,2.6
447241,3.5,5.2
447242,3.0,4.1
447243,3.4,3.2
447244,3.6,2.3
447245,4.2,6.0
447246,2.2,4.2
447247,3.5,3.0
447248,4.4,3.4
447249,3.1,3.0
447250,2.4,5.4
447251,2.3,4.6
447252,3.8,2.3
447253,2.4,3.0
447254,2.7,3.6
447255,3.9,2.2
447256,4.4,3.2
447257,4.0,5.9
447258,2.5,4.1
447259,3.0,2.4
447260,3.3,2.7
447261,3.0,4.4
447262,4.8,3.0
447263,2.6,2.3
447264,3.4,2.8
447265,2.2,5.2
447266,2.3,4.2
447267,3.8,2.5
447268,2.1,3.1
447269,3.2,3.7
447270,3.8,2.3
447271,4.7,3.1
447272,4.1,6.0
447273,2.4,4.1
447274,2.8,2.4
447275,3.7,2.9
447276,2.7,4.3
447277,4.5,3.0
447278,2.7,2.2
447279,3.0,3.0
447280,2.3,5.0
447281,2.4,3.9
447282,3.9,2.5
447283,2.2,2.7
447284,3.3,3.5
447285,4.3,3.2
447286,4.8,4.4
447287,2.9,2.6
447288,2.0,3.8
447289,2.1,4.0
447290,2.7,2.4
447291,3.1,2.5
447292,4.7,4.0
447293,4.0,2.4
447294,5.9,2.7
447295,2.3,2.8
447296,2.2,3.4
447297,4.4,3.6
447298,3.0,2.3
447299,4.1,4.7
447300,2.1,3.5
447301,4.7,2.8
447302,2.0,3.8
447304,3.2,2.5
447305,3.4,4.1
447306,4.6,3.9
447307,3.1,2.6
447308,2.4,2.2
447309,5.6,2.7
447303,2.7,2.2
447310,2.4,2.7
447311,2.4,3.3
447312,4.3,3.4
447313,3.1,2.2
447314,4.4,4.0
447315,2.3,3.9
447316,4.5,2.8
447317,2.0,4.0
447318,3.1,2.6
447319,3.1,2.3
447320,3.0,3.6
447321,4.9,3.4
447322,3.3,2.9
447323,2.5,2.1
447324,5.3,2.4
447325,2.4,3.2
447326,2.6,3.0
447327,4.4,3.1
447328,3.0,1.8
447329,4.2,4.0
447330,2.1,3.8
447331,4.8,2.6
447332,2.0,4.4
447333,3.4,2.7
447334,3.1,2.1
447335,2.7,3.6
447336,4.6,3.3
447337,3.0,2.9
447338,3.3,2.0
447339,5.6,2.7
447340,2.8,3.1
447342,2.1,4.4
447343,4.6,3.4
447344,3.4,3.1
447345,2.6,1.5
447346,3.1,3.6
447347,3.9,4.2
447348,2.5,2.9
447349,2.3,3.5
447351,3.1,2.9
447352,4.1,4.0
447353,2.8,3.3
447354,2.6,3.7
447355,2.3,4.6
447356,4.7,3.3
447357,3.6,3.0
447358,2.5,1.4
447359,3.4,3.8
447360,3.6,4.1
447361,2.7,2.3
447362,2.6,2.0
447364,5.3,1.9
447365,2.8,2.9
447366,3.0,2.8
447367,4.0,4.2
447350,4.7,2.0
447368,2.5,3.2
447369,2.5,3.5
447370,2.6,5.1
447371,4.7,3.2
447372,3.6,3.0
447373,2.6,1.2
447374,3.3,4.4
447375,3.3,4.1
447376,3.1,2.3
447377,2.5,2.0
447378,2.4,3.5
447379,4.6,2.1
447380,2.7,3.1
447381,2.2,2.8
