game_pk,date,home_hr_per_9_rolling_10,away_hr_per_9_rolling_10
661042,2022-04-07,0.0,0.0
661577,2022-04-07,0.0,0.0
662021,2022-04-07,0.0,0.0
662571,2022-04-07,0.0,0.0
662766,2022-04-07,0.0,0.0
663178,2022-04-07,0.0,0.0
663418,2022-04-07,0.0,0.0
661041,2022-04-08,0.0,0.0
661131,2022-04-08,0.0,0.0
661333,2022-04-08,0.0,0.0
661576,2022-04-08,0.0,0.0
661750,2022-04-08,0.0,0.0
661782,2022-04-08,0.0,0.0
661918,2022-04-08,0.0,0.0
662124,2022-04-08,0.0,0.0
662559,2022-04-08,0.0,0.0
662888,2022-04-08,0.0,0.0
662933,2022-04-08,0.0,0.0
663417,2022-04-08,0.0,0.0
661040,2022-04-09,0.0,0.0
661130,2022-04-09,0.0,0.0
661332,2022-04-09,0.0,0.0
661575,2022-04-09,0.0,0.0
661756,2022-04-09,0.0,0.0
661803,2022-04-09,0.0,0.0
661917,2022-04-09,0.0,0.0
662020,2022-04-09,0.0,0.0
662123,2022-04-09,0.0,0.0
662588,2022-04-09,0.0,0.0
662765,2022-04-09,0.0,0.0
662864,2022-04-09,0.0,0.0
662931,2022-04-09,0.0,0.0
663205,2022-04-09,0.0,0.0
663404,2022-04-09,0.0,0.0
661039,2022-04-10,0.0,0.0
661129,2022-04-10,0.0,0.0
661316,2022-04-10,0.0,0.0
661573,2022-04-10,0.0,0.0
661738,2022-04-10,0.0,0.0
661802,2022-04-10,0.0,0.0
661916,2022-04-10,0.0,0.0
662019,2022-04-10,0.0,0.0
662122,2022-04-10,0.0,0.0
662570,2022-04-10,0.0,0.0
662755,2022-04-10,0.0,0.0
662887,2022-04-10,0.0,0.0
662934,2022-04-10,0.0,0.0
663204,2022-04-10,0.0,0.0
663395,2022-04-10,0.0,0.0
661036,2022-04-11,0.0,0.0
661315,2022-04-11,0.0,0.0
661572,2022-04-11,0.0,0.0
661637,2022-04-11,0.0,0.0
661754,2022-04-11,0.0,0.0
661915,2022-04-11,0.0,0.0
662042,2022-04-11,0.0,0.0
662116,2022-04-11,0.0,0.0
662754,2022-04-11,0.0,0.0
662863,2022-04-11,0.0,0.0
663403,2022-04-11,0.0,0.0
661038,2022-04-12,0.0,0.0
661314,2022-04-12,0.0,0.0
661538,2022-04-12,0.0,0.0
661571,2022-04-12,0.0,0.0
661636,2022-04-12,0.0,0.0
661753,2022-04-12,0.0,0.0
661944,2022-04-12,0.0,0.0
661995,2022-04-12,0.0,0.0
662017,2022-04-12,0.0,0.0
662104,2022-04-12,0.0,0.0
662318,2022-04-12,0.0,0.0
662862,2022-04-12,0.0,0.0
663088,2022-04-12,0.0,0.0
663295,2022-04-12,0.0,0.0
663411,2022-04-12,0.0,0.0
661313,2022-04-13,2.25,27.002700270027002
661530,2022-04-13,0.0,1.2857142857142858
661570,2022-04-13,0.0,2.25
661643,2022-04-13,3.0,1.5
661734,2022-04-13,0.0,0.0
661943,2022-04-13,0.0,1.8
662115,2022-04-13,0.0,0.0
662317,2022-04-13,0.0,0.0
662885,2022-04-13,0.0,3.6
663117,2022-04-13,0.0,0.0
663341,2022-04-13,0.0,0.0
663433,2022-04-13,0.0,1.8
661292,2022-04-14,0.0,0.0
661312,2022-04-14,3.0,0.0
661418,2022-04-14,1.8,0.0
661529,2022-04-14,0.0,1.8
661942,2022-04-14,0.0,5.062531640822755
661993,2022-04-14,1.8,0.0
662237,2022-04-14,1.5,0.0
662307,2022-04-14,3.0,2.0769390533773335
662627,2022-04-14,0.0,0.0
662702,2022-04-14,0.0,1.8
662950,2022-04-14,0.0,0.0
661267,2022-04-15,2.25,0.0
661417,2022-04-15,0.0,0.0
661528,2022-04-15,0.0,2.25
661792,2022-04-15,0.0,0.0
662014,2022-04-15,0.0,4.5
662192,2022-04-15,13.5,0.0
662236,2022-04-15,0.0,0.0
662291,2022-04-15,2.25,1.8
662485,2022-04-15,0.0,0.0
662620,2022-04-15,0.0,0.0
662701,2022-04-15,0.0,0.0
662960,2022-04-15,1.2857142857142858,1.8
663136,2022-04-15,0.0,0.0
663265,2022-04-15,3.1764519032240988,2.25
663357,2022-04-15,1.8,0.0
661335,2022-04-16,0.0,3.0
661416,2022-04-16,0.0,0.0
661527,2022-04-16,0.0,0.0
661759,2022-04-16,2.7000270002700026,0.0
661981,2022-04-16,0.0,0.0
662206,2022-04-16,0.0,1.8
662235,2022-04-16,0.0,0.0
662290,2022-04-16,2.25,0.0
662619,2022-04-16,4.5,3.6
662626,2022-04-16,1.5882259516120494,0.0
662798,2022-04-16,0.0,1.5
662966,2022-04-16,0.0,0.0
663076,2022-04-16,0.0,0.0
663238,2022-04-16,0.0,1.9285576531596205
663266,2022-04-16,5.399892002159957,1.8
661226,2022-04-17,0.0,4.5
661415,2022-04-17,3.857115306319241,1.9285576531596205
661462,2022-04-17,2.25,0.0
661804,2022-04-17,0.0,13.500337508437712
662038,2022-04-17,0.0,0.0
662174,2022-04-17,1.6875105469409182,1.8
662234,2022-04-17,1.1739079395306977,3.1764519032240988
662294,2022-04-17,1.6875105469409182,0.0
662618,2022-04-17,0.0,0.0
662625,2022-04-17,0.0,0.0
662930,2022-04-17,0.0,0.0
663132,2022-04-17,0.0,2.0769390533773335
663308,2022-04-17,0.0,1.8
663365,2022-04-17,0.0,0.0
661242,2022-04-18,2.0769390533773335,2.25
662233,2022-04-18,0.0,4.5
662407,2022-04-18,1.5882399654116628,0.0
662617,2022-04-18,0.0,3.0
662928,2022-04-18,0.0,1.5
662929,2022-04-18,0.0,2.8928674745266947
663197,2022-04-18,1.0,1.0
663236,2022-04-18,0.0,0.0
661211,2022-04-19,0.75,1.2272783058104808
661405,2022-04-19,0.0,0.870970551517908
662161,2022-04-19,2.700006750016875,0.0
662232,2022-04-19,0.7105244459883001,0.0
662350,2022-04-19,0.0,0.0
662406,2022-04-19,3.085731918468105,0.0
662583,2022-04-19,3.0,0.0
662587,2022-04-19,1.0,1.125
662616,2022-04-19,0.8181818181818182,0.0
662717,2022-04-19,0.8437473632894898,0.0
662753,2022-04-19,2.0769390533773335,0.0
662896,2022-04-19,0.0,2.793093816917873
662925,2022-04-19,1.0,0.7714263673532362
662927,2022-04-19,0.0,0.0
663196,2022-04-19,0.0,0.0
663249,2022-04-19,3.6,2.7000270002700026
661203,2022-04-20,0.0,1.1739079395306977
661404,2022-04-20,0.7941199827058314,0.0
662178,2022-04-20,0.9,2.07691508878812
662231,2022-04-20,1.6875105469409182,0.0
662349,2022-04-20,0.75,0.0
662392,2022-04-20,0.9642891581755648,0.870970551517908
662560,2022-04-20,0.9,0.0
662703,2022-04-20,5.4,0.0
662734,2022-04-20,0.0,0.870970551517908
662861,2022-04-20,1.1739079395306977,1.125
662924,2022-04-20,0.7941199827058314,0.0
662926,2022-04-20,0.0,1.0799913600691196
663075,2022-04-20,0.0,3.0
663094,2022-04-20,0.0,1.8
663146,2022-04-20,2.0,2.0
663247,2022-04-20,3.5217238185920934,5.062531640822755
661391,2022-04-21,0.0,0.0
662177,2022-04-21,3.0,0.0
662391,2022-04-21,0.0,1.5882259516120492
662558,2022-04-21,0.0,1.9285783163511296
662593,2022-04-21,0.8437473632894898,0.0
662742,2022-04-21,0.0,1.8
662850,2022-04-21,0.0,0.0
663093,2022-04-21,1.6363636363636365,0.0
663145,2022-04-21,2.7000270002700026,2.16000864003456
663225,2022-04-21,0.0,0.0
661037,2022-04-22,2.454556611620962,0.0
661311,2022-04-22,1.8620625446119154,0.0
661569,2022-04-22,0.0,0.0
661621,2022-04-22,1.1739079395306977,1.2857142857142858
661755,2022-04-22,0.8181818181818182,0.0
661914,2022-04-22,0.9310312723059577,0.0
662175,2022-04-22,0.870970551517908,0.6923076923076923
662230,2022-04-22,2.7,1.2857142857142858
662390,2022-04-22,3.857197959970857,0.0
662557,2022-04-22,0.0,0.0
662922,2022-04-22,0.6923076923076923,0.0
663169,2022-04-22,2.612911654553724,1.0384575443940602
663195,2022-04-22,0.0,0.9642891581755648
