Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home AB,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Home BP AB,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away AB,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO,Away BP AB
2025-09-16,Washington Nationals,Jake Irvin,5.7,1.43,162.2,108,.270,649,5.27,1.43,1152.9,1037,4473,Atlanta Braves,José Suarez,2.45,1.36,7.1,5.0,.136,22.0,4.46,1.32,1321.9,1295.0,5025.0
2025-09-16,Washington Nationals,MacKenzie Gore,4.14,1.33,152.1,177,.254,575,5.47,1.44,1163.0,968,4547,Atlanta Braves,Chris Sale,2.52,1.12,107.0,141.0,.231,398.0,4.62,1.34,1222.0,1159.0,4649.0
2025-09-16,Detroit Tigers,Casey Mize,3.83,1.27,131.2,118,.264,512,3.92,1.24,1199.8,1146,4505,Cleveland Guardians,Joey Cantillo,3.36,1.31,80.1,92.0,.223,301.0,3.82,1.29,1243.9,1144.0,4683.0
2025-09-16,Pittsburgh Pirates,Paul Skenes,1.92,0.92,178.0,203,.193,646,4.17,1.27,1153.2,1003,4364,Chicago Cubs,Cade Horton,2.7,1.11,110.0,89.0,.223,404.0,3.93,1.2,1221.0,1063.0,4588.0
2025-09-16,Boston Red Sox,Connelly Early,0.0,1.2,5.0,11,.250,20,3.75,1.29,1336.1,1238,5059,Athletics,Jeffrey Springs,4.28,1.2,162.0,132.0,.236,614.0,4.84,1.38,1169.1,1103.0,4487.0
2025-09-16,New York Mets,Clay Holmes,3.75,1.35,151.0,122,.249,571,4.04,1.34,1174.0,1163,4477,San Diego Padres,Michael King,2.87,1.07,62.2,67.0,.203,232.0,3.68,1.21,1263.8,1245.0,4692.0
2025-09-16,Tampa Bay Rays,Ryan Pepiot,3.59,1.13,163.0,161,.216,588,3.92,1.22,1165.1,1153,4390,Toronto Blue Jays,José Berríos,3.99,1.29,160.0,135.0,.253,608.0,4.15,1.24,1174.0,1201.0,4420.0
2025-09-16,Kansas City Royals,Michael Wacha,3.45,1.18,159.0,117,.245,601,3.77,1.26,1171.0,1057,4435,Seattle Mariners,Logan Gilbert,3.54,1.03,114.1,159.0,.209,430.0,3.94,1.26,1241.1,1156.0,4699.0
2025-09-16,Chicago White Sox,Shane Smith,3.78,1.18,131.0,122,.212,482,4.26,1.38,1189.1,1048,4534,Baltimore Orioles,Dean Kremer,4.43,1.26,158.1,132.0,.259,611.0,4.63,1.38,1168.1,1105.0,4523.0
2025-09-16,Minnesota Twins,Zebby Matthews,5.06,1.46,69.1,80,.283,279,4.55,1.32,1250.9,1186,4832,New York Yankees,Cam Schlittler,3.05,1.32,56.0,63.0,.240,208.0,4.06,1.27,1275.2,1262.0,4818.0
2025-09-16,Milwaukee Brewers,Freddy Peralta,2.69,1.09,163.2,185,.193,595,3.76,1.26,1171.0,1132,4388,Los Angeles Angels,Caden Dana,6.32,1.6,15.2,19.0,.250,56.0,4.81,1.44,1312.9,1167.0,5055.0
2025-09-16,St. Louis Cardinals,Michael McGreevy,4.44,1.23,79.0,47,.273,311,4.31,1.33,1257.0,1070,4839,Cincinnati Reds,Andrew Abbott,2.79,1.13,151.2,136.0,.228,570.0,4.14,1.25,1175.8,1131.0,4439.0
2025-09-16,Houston Astros,AJ Blubaugh,2.45,0.91,22.0,25,.175,80,3.86,1.23,1324.0,1387,4963,Texas Rangers,Merrill Kelly,3.21,1.06,176.2,162.0,.214,660.0,3.45,1.19,1166.9,1086.0,4335.0
2025-09-16,Colorado Rockies,Kyle Freeland,4.97,1.46,145.0,112,.300,590,6.14,1.62,1160.1,892,4682,Miami Marlins,Eury Pérez,4.67,1.11,81.0,79.0,.208,298.0,4.68,1.32,1251.1,1105.0,4826.0
2025-09-16,Arizona Diamondbacks,Eduardo Rodriguez,4.98,1.55,137.1,130,.285,554,4.39,1.29,1206.9,1065,4617,San Francisco Giants,TBD,,,,,,,,,,,
2025-09-16,Los Angeles Dodgers,Shohei Ohtani,3.75,1.19,36.0,49,.252,139,4.05,1.27,1295.1,1315,4847,Philadelphia Phillies,Cristopher Sánchez,2.57,1.11,182.1,192.0,.231,687.0,4.03,1.26,1159.0,1184.0,4430.0
