Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home AB,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Home BP AB,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away AB,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO,Away BP AB
2025-08-31,Cincinnati Reds,Brady Singer,4.13,1.28,139.1,136,.242,521,3.81,1.23,1066.1,1011,4029,St. Louis Cardinals,Andre Pallante,5.37,1.43,140.2,97,.272,558,4.11,1.29,1071.9,916,4112
2025-08-31,Minnesota Twins,Joe Ryan,3.22,0.97,148.0,166,.213,541,4.66,1.36,1040.0,962,4049,San Diego Padres,David Morgan,2.95,1.18,39.2,39,.213,141,3.63,1.2,1161.8,1122,4305
2025-08-31,Boston Red Sox,Lucas Giolito,3.47,1.22,119.1,99,.240,450,3.72,1.3,1107.9,1037,4190,Pittsburgh Pirates,Mitch Keller,4.35,1.28,151.0,125,.255,591,3.84,1.2,1057.2,955,3953
2025-08-31,Washington Nationals,Brad Lord,3.84,1.29,100.2,82,.256,379,5.5,1.45,1082.9,949,4242,Tampa Bay Rays,Ian Seymour,3.18,1.02,28.1,34,.192,104,3.94,1.21,1167.0,1129,4381
2025-08-31,Toronto Blue Jays,Max Scherzer,3.82,1.06,66.0,61,.221,244,4.27,1.28,1141.2,1148,4314,Milwaukee Brewers,Brandon Woodruff,3.1,0.87,49.1,63,.174,178,3.61,1.25,1171.1,1137,4377
2025-08-31,Cleveland Guardians,Tanner Bibee,4.73,1.31,148.1,132,.258,574,3.81,1.31,1043.9,985,3918,Seattle Mariners,Bryce Miller,5.98,1.5,58.2,47,.276,225,3.88,1.25,1168.0,1115,4428
2025-08-31,New York Mets,Kodai Senga,2.73,1.29,108.2,103,.217,401,3.96,1.32,1096.8,1063,4178,Miami Marlins,Sandy Alcantara,5.87,1.35,141.0,113,.255,546,4.55,1.32,1066.1,957,4087
2025-08-31,Houston Astros,Hunter Brown,2.37,1.01,155.2,177,.201,553,4.04,1.25,1056.0,1110,3980,Los Angeles Angels,José Soriano,3.85,1.36,154.1,136,.251,578,4.89,1.45,1041.9,921,4025
2025-08-31,Kansas City Royals,Michael Wacha,3.39,1.18,148.2,108,.246,561,3.69,1.26,1060.8,952,4021,Detroit Tigers,Tarik Skubal,2.28,0.87,166.0,212,.200,601,4.08,1.29,1048.2,955,3977
2025-08-31,Chicago White Sox,Martín Pérez,2.02,0.95,35.2,32,.169,124,4.32,1.38,1153.9,1014,4407,New York Yankees,Luis Gil,3.75,1.71,24.0,22,.273,88,3.92,1.25,1185.2,1195,4465
2025-08-31,Colorado Rockies,Tanner Gordon,6.44,1.65,50.1,32,.326,215,5.95,1.61,1135.0,868,4569,Chicago Cubs,Matthew Boyd,2.82,1.06,153.1,137,.229,555,3.99,1.22,1052.9,899,3982
2025-08-31,San Francisco Giants,Justin Verlander,4.47,1.43,116.2,104,.276,464,3.71,1.28,1087.0,1037,4105,Baltimore Orioles,Tomoyuki Sugano,4.06,1.27,137.1,91,.262,539,4.77,1.38,1063.9,1028,4120
2025-08-31,Athletics,J.T. Ginn,4.96,1.38,65.1,74,.268,257,4.8,1.37,1152.0,1050,4416,Texas Rangers,Jacob deGrom,2.79,0.93,145.1,155,.196,525,3.49,1.2,1071.0,975,3987
2025-08-31,Los Angeles Dodgers,Yoshinobu Yamamoto,2.9,1.07,139.2,157,.201,508,4.23,1.32,1068.0,1054,4041,Arizona Diamondbacks,Brandon Pfaadt,5.24,1.37,142.2,117,.284,578,4.38,1.32,1077.0,973,4124
2025-08-31,Philadelphia Phillies,Jesús Luzardo,4.23,1.32,149.0,175,.254,574,3.76,1.23,1058.1,1071,4040,Atlanta Braves,Hurston Waldrep,0.9,0.93,30.0,24,.202,104,4.5,1.32,1173.1,1138,4459
