Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home AB,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Home BP AB,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away AB,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO,Away BP AB
2025-09-12,Chicago Cubs,Matthew Boyd,2.92,1.06,166.1,145.0,.232,603.0,4.0,1.21,1128.9,974.0,4254.0,Tampa Bay Rays,Shane Baz,4.94,1.34,155.0,164,.253,592,3.74,1.19,1137.1,1115,4251
2025-09-12,Washington Nationals,Brad Lord,4.2,1.31,109.1,92.0,.254,409.0,5.4,1.44,1170.0,1022.0,4571.0,Pittsburgh Pirates,Mitch Keller,4.16,1.26,162.1,136,.252,634,3.83,1.23,1135.1,1037,4251
2025-09-12,Philadelphia Phillies,Walker Buehler,5.45,1.56,112.1,84.0,.272,441.0,3.62,1.21,1192.0,1262.0,4533.0,Kansas City Royals,Michael Lorenzen,4.63,1.33,124.1,110,.268,489,3.57,1.24,1180.9,1042,4451
2025-09-12,Toronto Blue Jays,Chris Bassitt,3.97,1.32,161.0,157.0,.260,631.0,4.22,1.25,1135.0,1135.0,4267.0,Baltimore Orioles,Trevor Rogers,1.51,0.87,95.2,87,.185,340,4.82,1.41,1197.8,1115,4660
2025-09-12,New York Mets,Jonah Tong,4.09,1.18,11.0,12.0,.214,42.0,4.02,1.33,1286.0,1256.0,4900.0,Texas Rangers,Jacob deGrom,2.78,0.93,155.2,169,.195,564,3.52,1.2,1152.9,1047,4299
2025-09-12,Cleveland Guardians,Tanner Bibee,4.69,1.3,161.1,139.0,.256,620.0,3.74,1.3,1135.9,1067.0,4270.0,Chicago White Sox,Martín Pérez,3.15,1.07,45.2,39,.189,164,4.26,1.37,1241.9,1108,4733
2025-09-12,Miami Marlins,Sandy Alcantara,5.67,1.32,154.0,123.0,.253,594.0,4.63,1.32,1149.1,1034.0,4427.0,Detroit Tigers,Tarik Skubal,2.1,0.86,180.0,222,.195,647,4.19,1.3,1123.2,1022,4267
2025-09-12,Boston Red Sox,Lucas Giolito,3.38,1.26,130.1,107.0,.241,490.0,3.78,1.29,1184.0,1111.0,4486.0,New York Yankees,Luis Gil,3.31,1.53,35.1,30,.240,129,4.03,1.26,1262.1,1265,4767
2025-09-12,Atlanta Braves,Hurston Waldrep,1.33,1.06,40.2,38.0,.191,141.0,4.52,1.32,1252.8,1222.0,4766.0,Houston Astros,Jayden Murray,0.0,0.0,2.1,1,.000,7,3.85,1.22,1308.9,1386,4902
2025-09-12,Minnesota Twins,Pablo López,2.84,1.08,66.2,65.0,.227,251.0,4.7,1.34,1216.8,1156.0,4723.0,Arizona Diamondbacks,Brandon Pfaadt,5.18,1.38,153.0,129,.286,623,4.38,1.31,1154.2,1034,4411
2025-09-12,Milwaukee Brewers,Quinn Priester,3.25,1.23,141.1,113.0,.241,531.0,3.68,1.23,1165.1,1177.0,4348.0,St. Louis Cardinals,Andre Pallante,5.28,1.43,150.0,104,.272,592,4.13,1.29,1150.2,982,4416
2025-09-12,San Diego Padres,JP Sears,5.01,1.3,125.2,105.0,.265,495.0,3.47,1.19,1173.8,1173.0,4325.0,Colorado Rockies,Tanner Gordon,6.6,1.6,60.0,46,.318,255,5.95,1.6,1220.1,939,4914
2025-09-12,Athletics,TBD,,,,,,,,,,,,Cincinnati Reds,Brady Singer,3.98,1.26,149.1,145,.239,553,3.9,1.24,1144.9,1094,4324
2025-09-12,Seattle Mariners,Luis Castillo,3.85,1.27,161.1,144.0,.258,624.0,3.96,1.25,1167.1,1126.0,4411.0,Los Angeles Angels,Yusei Kikuchi,4.18,1.48,161.2,163,.270,630,4.88,1.42,1142.9,997,4385
2025-09-12,San Francisco Giants,Justin Verlander,4.09,1.39,127.2,120.0,.266,503.0,3.72,1.28,1164.0,1115.0,4404.0,Los Angeles Dodgers,Yoshinobu Yamamoto,2.72,1.01,155.1,177,.191,559,4.21,1.31,1138.9,1147,4297
