Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home AB,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Home BP AB,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away AB,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO,Away BP AB
2025-08-30,Toronto Blue Jays,Kevin Gausman,3.87,1.07,153.2,149.0,.214,569.0,4.31,1.3,1045.0,1051.0,3955.0,Milwaukee Brewers,Quinn Priester,3.44,1.26,128.1,104,.242,484,3.64,1.23,1083.1,1088,4040
2025-08-30,Washington Nationals,Jake Irvin,5.4,1.43,148.1,99.0,.270,593.0,5.37,1.45,1026.0,927.0,3998.0,Tampa Bay Rays,Ryan Pepiot,3.82,1.16,153.0,149,.226,558,3.96,1.22,1033.1,1002,3897
2025-08-30,Boston Red Sox,Dustin May,4.79,1.38,124.0,117.0,.254,477.0,3.53,1.27,1094.0,1010.0,4126.0,Pittsburgh Pirates,Johan Oviedo,3.6,1.2,10.0,14,.194,36,3.91,1.21,1189.2,1058,4474
2025-08-30,New York Mets,David Peterson,3.18,1.25,150.0,135.0,.237,561.0,3.89,1.32,1046.0,1021.0,3980.0,Miami Marlins,Edward Cabrera,3.32,1.18,124.2,136,.227,467,4.85,1.33,1073.9,926,4127
2025-08-30,Philadelphia Phillies,Cristopher Sánchez,2.72,1.13,162.1,173.0,.231,614.0,4.02,1.26,1035.0,1063.0,3963.0,Atlanta Braves,Chris Sale,2.52,1.16,89.1,114,.234,334,4.58,1.32,1104.1,1033,4195
2025-08-30,Cincinnati Reds,Andrew Abbott,2.62,1.1,134.0,118.0,.225,503.0,3.99,1.26,1060.2,1013.0,4006.0,St. Louis Cardinals,Michael McGreevy,4.43,1.19,63.0,40,.268,246,4.27,1.32,1138.2,971,4383
2025-08-30,Houston Astros,Spencer Arrighetti,6.21,1.52,29.0,23.0,.261,111.0,3.77,1.21,1173.2,1250.0,4389.0,Los Angeles Angels,Kyle Hendricks,5.04,1.32,130.1,87,.266,508,4.75,1.45,1056.9,965,4063
2025-08-30,Minnesota Twins,Taj Bradley,4.95,1.32,116.1,96.0,.244,442.0,4.37,1.31,1062.9,1023.0,4107.0,San Diego Padres,Nick Pivetta,2.82,0.94,153.1,161,.187,550,3.74,1.24,1038.9,993,3863
2025-08-30,Chicago White Sox,Shane Smith,3.87,1.23,114.0,105.0,.218,422.0,4.3,1.38,1064.1,930.0,4071.0,New York Yankees,Cam Schlittler,2.76,1.3,42.1,46,.232,155,3.98,1.26,1156.1,1158,4357
2025-08-30,Kansas City Royals,Stephen Kolek,4.18,1.31,79.2,56.0,.262,298.0,3.63,1.25,1120.8,1000.0,4250.0,Detroit Tigers,Jack Flaherty,4.87,1.3,136.2,165,.241,526,3.7,1.22,1070.0,994,4024
2025-08-30,Cleveland Guardians,Gavin Williams,3.36,1.32,136.2,135.0,.215,502.0,4.0,1.31,1046.8,970.0,3958.0,Seattle Mariners,Logan Gilbert,3.69,1.03,97.2,138,.209,369,3.99,1.28,1121.0,1016,4255
2025-08-30,San Francisco Giants,Carson Seymour,3.74,1.38,21.2,16.0,.253,83.0,3.73,1.28,1173.0,1115.0,4447.0,Baltimore Orioles,Trevor Rogers,1.4,0.83,83.1,76,.171,293,4.97,1.42,1108.9,1036,4334
2025-08-30,Colorado Rockies,McCade Brown,9.82,2.18,3.2,2.0,.333,15.0,5.97,1.61,1172.9,893.0,4737.0,Chicago Cubs,Javier Assad,3.86,1.29,14.0,9,.273,55,3.85,1.2,1183.0,1023,4452
2025-08-30,Los Angeles Dodgers,Tyler Glasnow,3.36,1.17,61.2,75.0,.183,219.0,4.11,1.3,1137.0,1129.0,4296.0,Arizona Diamondbacks,Eduardo Rodriguez,5.67,1.64,119.0,116,.301,492,4.37,1.3,1091.2,967,4179
2025-08-30,Athletics,Mason Barnett,,,,,,,,,,,,Texas Rangers,Merrill Kelly,3.2,1.05,157.2,147,.206,582,3.44,1.19,1049.9,977,3895
