Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home AB,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Home BP AB,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away AB,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO,Away BP AB
2025-09-21,Detroit Tigers,Casey Mize,3.88,1.28,137.0,126,.265,535,3.98,1.25,1240.0,1185,4665,Atlanta Braves,Spencer Strider,4.64,1.36,114.1,120.0,.255,431.0,4.37,1.29,1260.9,1233.0,4788.0
2025-09-21,Pittsburgh Pirates,Mike Burrows,4.1,1.24,90.0,94,.240,338,3.83,1.22,1277.2,1151,4804,Athletics,Mitch Spence,4.48,1.33,78.1,64.0,.261,307.0,4.69,1.36,1297.1,1204.0,4960.0
2025-09-21,Baltimore Orioles,Kyle Bradish,2.45,1.09,22.0,30,.205,78,4.64,1.37,1349.2,1255,5216,New York Yankees,Cam Schlittler,3.41,1.35,60.2,69.0,.236,225.0,4.03,1.26,1315.0,1306.0,4964.0
2025-09-21,Cincinnati Reds,Andrew Abbott,2.88,1.15,156.1,143,.234,591,4.08,1.24,1214.9,1170,4578,Chicago Cubs,Jameson Taillon,3.93,1.09,116.2,86.0,.230,443.0,3.82,1.2,1256.8,1116.0,4708.0
2025-09-21,New York Mets,Sean Manaea,5.4,1.2,55.0,68,.257,218,3.93,1.34,1317.0,1259,5001,Washington Nationals,Jake Irvin,5.76,1.43,168.2,113.0,.272,674.0,5.28,1.44,1193.9,1072.0,4637.0
2025-09-21,Kansas City Royals,Michael Wacha,3.79,1.22,161.2,117,.253,617,3.73,1.25,1213.8,1087,4582,Toronto Blue Jays,Trey Yesavage,1.8,1.0,5.0,9.0,.167,18.0,4.23,1.27,1370.0,1358.0,5189.0
2025-09-21,Minnesota Twins,Simeon Woods Richardson,4.31,1.36,100.1,95,.241,381,4.72,1.34,1264.9,1207,4910,Cleveland Guardians,Joey Cantillo,3.27,1.3,85.1,95.0,.222,320.0,3.72,1.27,1293.9,1208.0,4852.0
2025-09-21,Chicago White Sox,Sean Burke,4.29,1.47,126.0,119,.252,488,4.23,1.35,1230.1,1091,4671,San Diego Padres,Michael King,3.84,1.17,65.2,69.0,.228,250.0,3.68,1.2,1302.8,1287.0,4831.0
2025-09-21,St. Louis Cardinals,Matthew Liberatore,4.3,1.31,146.2,116,.266,575,4.24,1.32,1226.8,1035,4717,Milwaukee Brewers,Robert Gasser,,,,,,,,,,,
2025-09-21,Texas Rangers,Merrill Kelly,3.46,1.1,179.2,163,.222,676,3.45,1.19,1200.9,1117,4464,Miami Marlins,Eury Pérez,4.4,1.06,86.0,85.0,.200,315.0,4.67,1.33,1294.1,1136.0,4989.0
2025-09-21,Colorado Rockies,Kyle Freeland,5.14,1.47,150.2,113,.301,614,6.13,1.61,1199.9,921,4833,Los Angeles Angels,Caden Dana,7.45,1.86,19.1,23.0,.301,73.0,4.83,1.43,1350.0,1195.0,5194.0
2025-09-21,Los Angeles Dodgers,Emmet Sheehan,3.17,1.06,65.1,76,.197,238,4.07,1.28,1311.0,1347,4907,San Francisco Giants,Trevor McDonald,9.0,2.0,2.0,1.0,.375,8.0,3.86,1.3,1368.2,1290.0,5208.0
2025-09-21,Arizona Diamondbacks,Eduardo Rodriguez,5.12,1.56,142.1,132,.289,575,4.37,1.28,1239.9,1095,4739,Philadelphia Phillies,Ranger Suárez,2.84,1.17,149.0,145.0,.244,561.0,3.97,1.25,1226.1,1256.0,4687.0
2025-09-21,Houston Astros,Jason Alexander,4.04,1.3,71.1,60,.249,277,3.84,1.22,1310.9,1387,4902,Seattle Mariners,Logan Gilbert,3.53,1.05,120.0,164.0,.214,454.0,3.92,1.25,1279.2,1192.0,4844.0
2025-09-21,Tampa Bay Rays,Joe Boyle,4.64,1.27,42.2,44,.205,161,3.82,1.21,1330.9,1304,4987,Boston Red Sox,Connelly Early,0.87,1.06,10.1,18.0,.250,40.0,3.76,1.29,1377.0,1284.0,5216.0
