Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home AB,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Home BP AB,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away AB,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO,Away BP AB
2025-08-16,Chicago Cubs,Shota Imanaga,3.19,0.97,96.0,79.0,.213,356.0,3.91,1.22,977.2,835.0,3685.0,Pittsburgh Pirates,Mike Burrows,4.66,1.26,67.2,69,.234,256,4.0,1.24,1018.8,884,3846
2025-08-16,Toronto Blue Jays,Eric Lauer,2.82,1.06,83.0,83.0,.216,306.0,4.34,1.28,1007.2,1009.0,3804.0,Texas Rangers,Patrick Corbin,4.0,1.32,117.0,97,.260,450,3.27,1.15,977.1,910,3609
2025-08-16,Washington Nationals,Cade Cavalli,3.86,1.5,9.1,9.0,.263,38.0,5.34,1.44,1062.0,919.0,4146.0,Philadelphia Phillies,Taijuan Walker,3.39,1.29,85.0,62,.252,333,3.75,1.22,999.1,1045,3803
2025-08-16,New York Mets,Nolan McLean,,,,,,,,,,,,Seattle Mariners,Bryan Woo,3.08,0.95,146.0,145,.210,539,3.93,1.27,969.1,907,3661
2025-08-16,Boston Red Sox,Brayan Bello,3.25,1.29,121.2,95.0,.247,453.0,3.78,1.3,978.8,911.0,3710.0,Miami Marlins,Cal Quantrill,5.09,1.35,106.0,80,.275,415,4.48,1.29,974.1,884,3717
2025-08-16,Cincinnati Reds,Zack Littell,3.6,1.12,145.0,100.0,.252,555.0,3.89,1.26,941.2,916.0,3548.0,Milwaukee Brewers,Quinn Priester,3.49,1.24,118.2,95,.241,448,3.65,1.23,958.9,954,3575
2025-08-16,Houston Astros,Jason Alexander,5.02,1.46,37.2,29.0,.252,147.0,3.74,1.2,1047.8,1125.0,3912.0,Baltimore Orioles,Rico Garcia,3.71,1.0,17.0,19,.206,63,4.77,1.4,1054.1,976,4098
2025-08-16,Cleveland Guardians,Slade Cecconi,4.11,1.25,85.1,73.0,.252,329.0,3.84,1.32,992.1,944.0,3720.0,Atlanta Braves,Joey Wentz,5.03,1.44,62.2,54,.249,241,4.2,1.28,1017.0,1015,3826
2025-08-16,Kansas City Royals,Michael Lorenzen,4.61,1.3,99.2,85.0,.259,390.0,3.54,1.23,986.8,875.0,3711.0,Chicago White Sox,Sean Burke,4.26,1.44,114.0,107,.251,442,4.09,1.35,951.1,823,3602
2025-08-16,Minnesota Twins,Zebby Matthews,5.11,1.36,44.0,57.0,.277,177.0,4.21,1.28,1030.0,966.0,3954.0,Detroit Tigers,Casey Mize,3.5,1.27,105.1,93,.259,410,3.83,1.21,995.0,962,3734
2025-08-16,St. Louis Cardinals,Sonny Gray,4.06,1.15,135.1,148.0,.256,523.0,4.2,1.3,951.1,744.0,3662.0,New York Yankees,Max Fried,2.94,1.1,144.0,135,.223,547,4.17,1.27,936.2,951,3516
2025-08-16,Colorado Rockies,Chase Dollander,6.35,1.56,73.2,57.0,.272,290.0,5.97,1.61,990.9,743.0,4011.0,Arizona Diamondbacks,Ryne Nelson,3.46,1.06,106.2,95,.210,396,4.63,1.37,987.8,900,3828
2025-08-16,San Francisco Giants,Justin Verlander,4.53,1.5,99.1,87.0,.284,398.0,3.66,1.27,981.9,943.0,3705.0,Tampa Bay Rays,Adrian Houser,2.84,1.32,79.1,54,.268,295,3.99,1.2,1008.1,985,3786
2025-08-16,Los Angeles Dodgers,Blake Snell,2.37,1.53,19.0,22.0,.240,75.0,4.18,1.31,1066.1,1062.0,4029.0,San Diego Padres,Dylan Cease,4.52,1.28,129.1,169,.237,490,3.42,1.19,950.9,880,3509
2025-08-16,Athletics,Luis Morales,1.93,1.93,4.2,4.0,.200,15.0,4.89,1.38,1093.9,1008.0,4211.0,Los Angeles Angels,Tyler Anderson,4.63,1.4,122.1,97,.257,483,4.68,1.43,959.9,872,3678
